gene_id	HF1_2_Cbr	HF1_2_Cni
CBRIG.II.g4142.t1__CNIGO.Cnig_chr_II.g4205.t1	152	128
CBRIG.II.g4167.t2__CNIGO.Cnig_chr_II.g4238.t3	677	252
CBRIG.II.g4218.t1__CNIGO.Cnig_chr_II.g7837.t1	233	45
CBRIG.II.g4249.t1__CNIGO.Cnig_chr_II.g4388.t3	151	835
CBRIG.II.g4252.t1__CNIGO.Cnig_chr_II.g4392.t1	208	601
CBRIG.II.g4263.t1__CNIGO.Cnig_chr_II.g4400.t1	421	633
CBRIG.II.g4298.t1__CNIGO.Cnig_chr_II.g4465.t2	3949	585
CBRIG.II.g4312.t1__CNIGO.Cnig_chr_II.g4485.t1	163	421
CBRIG.II.g4339.t1__CNIGO.Cnig_chr_II.g4523.t2	229	254
CBRIG.II.g4375.t1__CNIGO.Cnig_chr_II.g4562.t1	273	540
CBRIG.II.g4383.t1__CNIGO.Cnig_chr_II.g4568.t1	1179	125
CBRIG.II.g4385.t2__CNIGO.Cnig_chr_II.g4570.t1	166	765
CBRIG.II.g4386.t1__CNIGO.Cnig_chr_II.g4571.t1	1058	167
CBRIG.II.g4400.t1__CNIGO.Cnig_chr_II.g4586.t1	96	117
CBRIG.II.g4412.t1__CNIGO.Cnig_chr_II.g4602.t1	1095	378
CBRIG.II.g4426.t1__CNIGO.Cnig_chr_II.g4616.t1	90	130
CBRIG.II.g4439.t1__CNIGO.Cnig_chr_II.g4662.t2	787	437
CBRIG.II.g4456.t1__CNIGO.Cnig_chr_II.g4644.t1	375	576
CBRIG.II.g4459.t1__CNIGO.Cnig_chr_II.g4666.t2	2527	168
CBRIG.II.g4477.t1__CNIGO.Cnig_chr_II.g4688.t1	193	86
CBRIG.II.g4502.t1__CNIGO.Cnig_chr_II.g4713.t1	728	213
CBRIG.II.g4516.t1__CNIGO.Cnig_chr_II.g4735.t1	315	363
CBRIG.II.g4578.t1__CNIGO.Cnig_chr_II.g4808.t2	926	479
CBRIG.II.g4650.t1__CNIGO.Cnig_chr_II.g5039.t1	159	835
CBRIG.II.g4655.t2__CNIGO.Cnig_chr_II.g5030.t1	360	1080
CBRIG.II.g4665.t1__CNIGO.Cnig_chr_II.g5016.t1	871	302
CBRIG.II.g4674.t1__CNIGO.Cnig_chr_II.g5009.t1	1166	320
CBRIG.II.g4703.t1__CNIGO.Cnig_chr_II.g4962.t1	1614	1037
CBRIG.II.g4714.t1__CNIGO.Cnig_chr_II.g4953.t1	609	926
CBRIG.II.g4757.t1__CNIGO.Cnig_chr_II.g5079.t1	174	469
CBRIG.II.g4793.t1__CNIGO.Cnig_chr_II.g5128.t1	241	113
CBRIG.II.g4807.t1__CNIGO.Cnig_chr_II.g5147.t1	290	225
CBRIG.II.g4811.t1__CNIGO.Cnig_chr_II.g5152.t1	1392	258
CBRIG.II.g4836.t1__CNIGO.Cnig_chr_II.g5176.t1	7617	338
CBRIG.II.g4879.t1__CNIGO.Cnig_chr_II.g5216.t1	633	355
CBRIG.II.g4886.t2__CNIGO.Cnig_chr_II.g5224.t1	116	333
CBRIG.II.g4901.t1__CNIGO.Cnig_chr_II.g5240.t1	394	1869
CBRIG.II.g4930.t1__CNIGO.Cnig_chr_II.g5267.t1	1553	486
CBRIG.II.g4947.t2__CNIGO.Cnig_chr_II.g5288.t1	741	390
CBRIG.II.g4958.t1__CNIGO.Cnig_chr_II.g5299.t1	384	319
CBRIG.II.g4979.t1__CNIGO.Cnig_chr_II.g5314.t1	91	98
CBRIG.II.g4992.t1__CNIGO.Cnig_chr_II.g5327.t1	60	70
CBRIG.II.g5005.t1__CNIGO.Cnig_chr_II.g5342.t1	521	862
CBRIG.II.g5016.t1__CNIGO.Cnig_chr_II.g5353.t1	627	158
CBRIG.II.g5020.t1__CNIGO.Cnig_chr_II.g5356.t1	1615	761
CBRIG.II.g5046.t1__CNIGO.Cnig_chr_II.g5384.t1	156	147
CBRIG.II.g5054.t1__CNIGO.Cnig_chr_II.g5394.t1	386	451
CBRIG.II.g5057.t1__CNIGO.Cnig_chr_II.g5398.t1	47	41
CBRIG.II.g5066.t1__CNIGO.Cnig_chr_II.g5407.t2	184	123
CBRIG.II.g5093.t1__CNIGO.Cnig_chr_II.g5434.t1	59	25
CBRIG.II.g5098.t1__CNIGO.Cnig_chr_II.g5438.t3	390	421
CBRIG.II.g5124.t3__CNIGO.Cnig_chr_II.g5457.t2	512	453
CBRIG.II.g5133.t2__CNIGO.Cnig_chr_II.g5467.t1	278	585
CBRIG.II.g5149.t1__CNIGO.Cnig_chr_II.g5483.t1	39	116
CBRIG.II.g5155.t1__CNIGO.Cnig_chr_II.g5488.t1	35	59
CBRIG.II.g5158.t1__CNIGO.Cnig_chr_II.g5492.t1	135	92
CBRIG.II.g5168.t1__CNIGO.Cnig_chr_II.g5502.t1	208	176
CBRIG.II.g5201.t2__CNIGO.Cnig_chr_II.g5532.t1	169	145
CBRIG.II.g5205.t1__CNIGO.Cnig_chr_II.g5539.t1	373	374
CBRIG.II.g5212.t2__CNIGO.Cnig_chr_II.g5547.t2	3132	803
CBRIG.II.g5288.t3__CNIGO.Cnig_chr_II.g5630.t3	869	536
CBRIG.II.g5299.t1__CNIGO.Cnig_chr_II.g5640.t1	1660	653
CBRIG.II.g5327.t1__CNIGO.Cnig_chr_II.g5663.t1	100	279
CBRIG.II.g5330.t1__CNIGO.Cnig_chr_II.g5666.t1	249	119
CBRIG.II.g5331.t3__CNIGO.Cnig_chr_II.g5667.t2	169	301
CBRIG.II.g5355.t1__CNIGO.Cnig_chr_II.g5694.t1	255	845
CBRIG.II.g5374.t1__CNIGO.Cnig_chr_II.g5717.t1	129	860
CBRIG.II.g5433.t1__CNIGO.Cnig_chr_II.g5789.t1	120	420
CBRIG.II.g5476.t1__CNIGO.Cnig_chr_II.g5832.t1	904	2666
CBRIG.II.g5479.t2__CNIGO.Cnig_chr_II.g5836.t1	174	126
CBRIG.II.g5552.t1__CNIGO.Cnig_chr_II.g5909.t1	618	318
CBRIG.II.g5560.t1__CNIGO.Cnig_chr_II.g5918.t1	344	1395
CBRIG.II.g5586.t1__CNIGO.Cnig_chr_II.g5741.t3	61	102
CBRIG.II.g5587.t1__CNIGO.Cnig_chr_II.g5947.t1	349	747
CBRIG.II.g5635.t1__CNIGO.Cnig_chr_II.g5995.t1	428	1886
CBRIG.II.g5638.t1__CNIGO.Cnig_chr_II.g5998.t1	60	109
CBRIG.II.g5639.t1__CNIGO.Cnig_chr_II.g5999.t2	808	145
CBRIG.II.g5674.t1__CNIGO.Cnig_chr_II.g6035.t2	215	1379
CBRIG.II.g5695.t2__CNIGO.Cnig_chr_II.g6059.t1	348	208
CBRIG.II.g5715.t3__CNIGO.Cnig_chr_II.g6077.t2	2668	471
CBRIG.II.g5716.t1__CNIGO.Cnig_chr_II.g6079.t2	1255	194
CBRIG.II.g5729.t1__CNIGO.Cnig_chr_II.g6095.t1	316	167
CBRIG.II.g5745.t1__CNIGO.Cnig_chr_II.g6110.t1	171	874
CBRIG.II.g5781.t1__CNIGO.Cnig_chr_II.g6154.t1	318	579
CBRIG.II.g5836.t1__CNIGO.Cnig_chr_II.g6217.t1	433	283
CBRIG.II.g5842.t1__CNIGO.Cnig_chr_II.g6223.t1	172	599
CBRIG.II.g5867.t1__CNIGO.Cnig_chr_II.g6251.t4	218	190
CBRIG.II.g5873.t1__CNIGO.Cnig_chr_II.g6257.t1	274	1753
CBRIG.II.g5874.t2__CNIGO.Cnig_chr_II.g6258.t2	250	195
CBRIG.II.g5882.t1__CNIGO.Cnig_chr_II.g6266.t1	354	211
CBRIG.II.g5924.t2__CNIGO.Cnig_chr_II.g6308.t1	130	93
CBRIG.II.g5991.t2__CNIGO.Cnig_chr_II.g6374.t1	545	100
CBRIG.II.g6008.t1__CNIGO.Cnig_chr_II.g6386.t2	300	759
CBRIG.II.g6022.t1__CNIGO.Cnig_chr_II.g6402.t1	155	356
CBRIG.II.g6036.t1__CNIGO.Cnig_chr_II.g6418.t1	62	68
CBRIG.II.g6040.t1__CNIGO.Cnig_chr_II.g6422.t1	265	432
CBRIG.II.g6044.t1__CNIGO.Cnig_chr_II.g6427.t2	476	183
CBRIG.II.g6067.t1__CNIGO.Cnig_chr_II.g6453.t3	556	286
CBRIG.II.g6090.t1__CNIGO.Cnig_chr_II.g6472.t1	221	45
CBRIG.II.g6092.t1__CNIGO.Cnig_chr_II.g6474.t1	1594	625
CBRIG.II.g6102.t1__CNIGO.Cnig_chr_II.g6488.t2	352	397
CBRIG.II.g6106.t1__CNIGO.Cnig_chr_II.g6491.t1	109	118
CBRIG.II.g6128.t1__CNIGO.Cnig_chr_II.g6511.t1	163	177
CBRIG.II.g6166.t2__CNIGO.Cnig_chr_II.g6571.t1	1676	849
CBRIG.II.g6167.t1__CNIGO.Cnig_chr_II.g6572.t1	68	147
CBRIG.II.g6168.t1__CNIGO.Cnig_chr_II.g6573.t1	190	175
CBRIG.II.g6184.t2__CNIGO.Cnig_chr_II.g6592.t1	2450	712
CBRIG.II.g6195.t1__CNIGO.Cnig_chr_II.g6605.t1	328	152
CBRIG.II.g6257.t1__CNIGO.Cnig_chr_II.g6682.t1	153	114
CBRIG.II.g6276.t1__CNIGO.Cnig_chr_II.g6702.t1	397	741
CBRIG.II.g6277.t1__CNIGO.Cnig_chr_II.g6703.t1	209	71
CBRIG.II.g6298.t1__CNIGO.Cnig_chr_II.g6722.t1	571	104
CBRIG.II.g6305.t1__CNIGO.Cnig_chr_II.g6730.t1	378	139
CBRIG.II.g6319.t1__CNIGO.Cnig_chr_II.g6742.t1	117	80
CBRIG.II.g6327.t1__CNIGO.Cnig_chr_II.g6748.t1	534	369
CBRIG.II.g6358.t1__CNIGO.Cnig_chr_II.g6822.t1	90	122
CBRIG.II.g6410.t1__CNIGO.Cnig_chr_II.g6886.t1	77	100
CBRIG.II.g6424.t1__CNIGO.Cnig_chr_II.g6956.t1	80	61
CBRIG.II.g6453.t1__CNIGO.Cnig_chr_II.g6757.t1	182	872
CBRIG.II.g6463.t3__CNIGO.Cnig_chr_II.g6768.t1	194	375
CBRIG.II.g6547.t1__CNIGO.Cnig_chr_II.g6959.t2	117	150
CBRIG.II.g6558.t1__CNIGO.Cnig_chr_II.g6971.t3	155	208
CBRIG.II.g6561.t1__CNIGO.Cnig_chr_II.g6981.t1	103	174
CBRIG.II.g6656.t1__CNIGO.Cnig_chr_II.g7190.t1	434	481
CBRIG.II.g6685.t1__CNIGO.Cnig_chr_II.g7206.t1	319	72
CBRIG.II.g6686.t1__CNIGO.Cnig_chr_II.g7207.t1	101	156
CBRIG.II.g6702.t2__CNIGO.Cnig_chr_II.g7236.t1	112	88
CBRIG.II.g6703.t1__CNIGO.Cnig_chr_II.g7237.t1	465	452
CBRIG.II.g6705.t2__CNIGO.Cnig_chr_II.g7242.t1	382	177
CBRIG.II.g6721.t1__CNIGO.Cnig_chr_II.g7263.t2	110	133
CBRIG.II.g6744.t1__CNIGO.Cnig_chr_II.g7289.t1	95	175
CBRIG.II.g6766.t2__CNIGO.Cnig_chr_II.g7312.t1	277	221
CBRIG.II.g6793.t2__CNIGO.Cnig_chr_II.g7356.t1	187	27
CBRIG.II.g6843.t1__CNIGO.Cnig_chr_II.g7423.t1	102	265
CBRIG.II.g7093.t1__CNIGO.Cnig_chr_II.g7964.t1	154	621
CBRIG.II.g7094.t1__CNIGO.Cnig_chr_II.g7965.t1	75	227
CBRIG.II.g7112.t1__CNIGO.Cnig_chr_II.g7975.t1	242	196
CBRIG.II.g7117.t5__CNIGO.Cnig_chr_II.g7868.t1	451	146
CBRIG.II.g7130.t1__CNIGO.Cnig_chr_II.g8011.t1	115	139
CBRIG.II.g7165.t3__CNIGO.Cnig_chr_II.g7938.t1	240	257
CBRIG.II.g7317.t1__CNIGO.Cnig_chr_II.g8257.t1	94	244
CBRIG.II.g7367.t1__CNIGO.Cnig_chr_II.g8307.t2	190	223
CBRIG.II.g7381.t1__CNIGO.Cnig_chr_II.g8319.t1	635	1003
CBRIG.II.g7397.t1__CNIGO.Cnig_chr_II.g8336.t1	688	204
CBRIG.III.g10012.t1__CNIGO.Cnig_chr_III.g11463.t3	899	1912
CBRIG.III.g10014.t1__CNIGO.Cnig_chr_III.g11461.t3	1016	3011
CBRIG.III.g10036.t2__CNIGO.Cnig_chr_III.g11471.t2	101	135
CBRIG.III.g10037.t1__CNIGO.Cnig_chr_III.g11472.t1	327	289
CBRIG.III.g10063.t4__CNIGO.Cnig_chr_III.g11503.t3	651	2113
CBRIG.III.g10082.t1__CNIGO.Cnig_chr_III.g11528.t1	171	371
CBRIG.III.g10088.t1__CNIGO.Cnig_chr_III.g11549.t1	191	66
CBRIG.III.g10148.t2__CNIGO.Cnig_chr_III.g11631.t1	398	207
CBRIG.III.g10152.t1__CNIGO.Cnig_chr_III.g11635.t1	437	122
CBRIG.III.g10176.t1__CNIGO.Cnig_chr_III.g8965.t1	306	57
CBRIG.III.g10183.t1__CNIGO.Cnig_chr_III.g11749.t1	80	474
CBRIG.III.g10202.t1__CNIGO.Cnig_chr_III.g11730.t1	834	509
CBRIG.III.g10204.t1__CNIGO.Cnig_chr_III.g11729.t1	61	140
CBRIG.III.g10209.t1__CNIGO.Cnig_chr_III.g11723.t2	1118	627
CBRIG.III.g10213.t1__CNIGO.Cnig_chr_III.g11716.t1	208	357
CBRIG.III.g10218.t1__CNIGO.Cnig_chr_III.g11708.t1	270	377
CBRIG.III.g10247.t1__CNIGO.Cnig_chr_III.g11678.t1	31	312
CBRIG.III.g10268.t2__CNIGO.Cnig_chr_III.g11773.t1	474	440
CBRIG.III.g10320.t1__CNIGO.Cnig_chr_III.g11822.t1	316	1042
CBRIG.III.g10321.t1__CNIGO.Cnig_chr_III.g11823.t1	174	165
CBRIG.III.g10323.t1__CNIGO.Cnig_chr_III.g11826.t1	232	209
CBRIG.III.g10335.t2__CNIGO.Cnig_chr_III.g11917.t2	698	800
CBRIG.III.g10344.t2__CNIGO.Cnig_chr_III.g11905.t2	238	342
CBRIG.III.g10355.t1__CNIGO.Cnig_chr_III.g11838.t2	79	135
CBRIG.III.g7423.t1__CNIGO.Cnig_chr_III.g8347.t1	558	225
CBRIG.III.g7436.t2__CNIGO.Cnig_chr_III.g8362.t1	234	2746
CBRIG.III.g7440.t1__CNIGO.Cnig_chr_III.g8368.t1	342	936
CBRIG.III.g7485.t3__CNIGO.Cnig_chr_III.g8425.t2	332	166
CBRIG.III.g7496.t1__CNIGO.Cnig_chr_III.g8441.t1	229	487
CBRIG.III.g7541.t1__CNIGO.Cnig_chr_III.g8501.t1	197	176
CBRIG.III.g7617.t1__CNIGO.Cnig_chr_III.g8707.t1	98	86
CBRIG.III.g7639.t1__CNIGO.Cnig_chr_III.g8686.t1	127	589
CBRIG.III.g7647.t3__CNIGO.Cnig_chr_III.g8677.t3	4762	1191
CBRIG.III.g7667.t3__CNIGO.Cnig_chr_III.g8653.t1	392	675
CBRIG.III.g7683.t1__CNIGO.Cnig_chr_III.g8637.t1	264	1346
CBRIG.III.g7690.t1__CNIGO.Cnig_chr_III.g8628.t1	402	910
CBRIG.III.g7698.t1__CNIGO.Cnig_chr_III.g8615.t1	96	147
CBRIG.III.g7712.t1__CNIGO.Cnig_chr_III.g8597.t1	204	172
CBRIG.III.g7725.t1__CNIGO.Cnig_chr_III.g10041.t1	199	483
CBRIG.III.g7739.t1__CNIGO.Cnig_chr_III.g8744.t3	1047	498
CBRIG.III.g7758.t2__CNIGO.Cnig_chr_III.g8765.t1	427	201
CBRIG.III.g7784.t1__CNIGO.Cnig_chr_III.g8830.t2	2757	364
