gene_id	HF1_3_Cbr	HF1_3_Cni
CBRIG.I.g2085.t3__CNIGO.Cnig_chr_I.g1709.t1	572	253
CBRIG.I.g2123.t1__CNIGO.Cnig_chr_I.g1766.t2	1245	354
CBRIG.I.g2149.t1__CNIGO.Cnig_chr_I.g1742.t1	229	435
CBRIG.I.g2162.t1__CNIGO.Cnig_chr_I.g1789.t1	80	48
CBRIG.I.g2171.t1__CNIGO.Cnig_chr_I.g1796.t1	233	367
CBRIG.I.g2193.t3__CNIGO.Cnig_chr_I.g1821.t1	316	595
CBRIG.I.g2199.t2__CNIGO.Cnig_chr_I.g1827.t1	37	70
CBRIG.I.g2203.t1__CNIGO.Cnig_chr_I.g1831.t1	358	107
CBRIG.I.g2294.t2__CNIGO.Cnig_chr_I.g1920.t1	286	470
CBRIG.I.g2299.t1__CNIGO.Cnig_chr_I.g1925.t1	33	183
CBRIG.I.g2398.t1__CNIGO.Cnig_chr_I.g2084.t1	164	270
CBRIG.I.g2416.t2__CNIGO.Cnig_chr_I.g2070.t2	552	94
CBRIG.I.g2417.t2__CNIGO.Cnig_chr_I.g2069.t2	212	440
CBRIG.I.g2423.t1__CNIGO.Cnig_chr_I.g2063.t2	278	194
CBRIG.I.g2513.t1__CNIGO.Cnig_chr_I.g1992.t1	303	730
CBRIG.I.g2517.t1__CNIGO.Cnig_chr_I.g1988.t1	114	305
CBRIG.I.g2526.t1__CNIGO.Cnig_chr_I.g2100.t1	103	70
CBRIG.I.g2529.t1__CNIGO.Cnig_chr_I.g2102.t1	170	158
CBRIG.I.g2547.t2__CNIGO.Cnig_chr_I.g2120.t2	512	185
CBRIG.I.g2549.t2__CNIGO.Cnig_chr_I.g2123.t2	215	227
CBRIG.I.g2552.t2__CNIGO.Cnig_chr_I.g2128.t1	658	1937
CBRIG.I.g2560.t1__CNIGO.Cnig_chr_I.g2135.t1	99	289
CBRIG.I.g2619.t1__CNIGO.Cnig_chr_I.g2205.t1	413	1045
CBRIG.I.g2640.t1__CNIGO.Cnig_chr_I.g2225.t2	247	1023
CBRIG.I.g2651.t1__CNIGO.Cnig_chr_I.g2235.t1	226	525
CBRIG.I.g2655.t1__CNIGO.Cnig_chr_I.g2248.t1	391	235
CBRIG.I.g2683.t1__CNIGO.Cnig_chr_I.g2275.t1	140	274
CBRIG.I.g2697.t1__CNIGO.Cnig_chr_I.g2287.t1	174	383
CBRIG.I.g2725.t1__CNIGO.Cnig_chr_I.g2319.t1	63	99
CBRIG.I.g2735.t1__CNIGO.Cnig_chr_I.g2327.t1	1065	221
CBRIG.I.g2758.t1__CNIGO.Cnig_chr_I.g2361.t1	177	419
CBRIG.I.g2782.t1__CNIGO.Cnig_chr_I.g2394.t2	162	151
CBRIG.I.g2795.t3__CNIGO.Cnig_chr_I.g2411.t2	249	830
CBRIG.I.g2830.t1__CNIGO.Cnig_chr_I.g2443.t1	310	291
CBRIG.I.g2847.t1__CNIGO.Cnig_chr_I.g2464.t1	338	300
CBRIG.I.g2850.t1__CNIGO.Cnig_chr_I.g2467.t1	227	529
CBRIG.I.g2874.t1__CNIGO.Cnig_chr_I.g2498.t1	44	241
CBRIG.I.g2910.t1__CNIGO.Cnig_chr_I.g2525.t2	78	125
CBRIG.I.g2924.t1__CNIGO.Cnig_chr_I.g2539.t1	947	4887
CBRIG.I.g2950.t1__CNIGO.Cnig_chr_I.g2578.t1	931	183
CBRIG.I.g2968.t1__CNIGO.Cnig_chr_I.g2595.t1	53	132
CBRIG.I.g2975.t1__CNIGO.Cnig_chr_I.g2601.t1	1769	311
CBRIG.I.g3000.t1__CNIGO.Cnig_chr_I.g2632.t1	376	515
CBRIG.I.g3003.t1__CNIGO.Cnig_chr_I.g2635.t3	515	133
CBRIG.I.g3031.t1__CNIGO.Cnig_chr_I.g2664.t1	203	721
CBRIG.I.g3119.t1__CNIGO.Cnig_chr_I.g2776.t1	1012	241
CBRIG.I.g3152.t1__CNIGO.Cnig_chr_I.g2813.t1	502	126
CBRIG.I.g3171.t1__CNIGO.Cnig_chr_I.g2897.t1	63	129
CBRIG.I.g3204.t1__CNIGO.Cnig_chr_I.g2954.t1	193	104
CBRIG.I.g3213.t1__CNIGO.Cnig_chr_I.g2964.t1	144	203
CBRIG.I.g3222.t1__CNIGO.Cnig_chr_I.g2975.t1	243	63
CBRIG.I.g3263.t2__CNIGO.Cnig_chr_I.g3034.t1	490	2343
CBRIG.I.g3279.t1__CNIGO.Cnig_chr_I.g3060.t2	565	86
CBRIG.I.g3280.t1__CNIGO.Cnig_chr_I.g3061.t2	1188	645
CBRIG.I.g3459.t1__CNIGO.Cnig_chr_I.g3225.t1	78	73
CBRIG.I.g3476.t1__CNIGO.Cnig_chr_I.g3202.t1	53	170
CBRIG.I.g3527.t2__CNIGO.Cnig_chr_I.g3435.t1	1392	468
CBRIG.I.g3532.t2__CNIGO.Cnig_chr_I.g3442.t1	623	279
CBRIG.I.g3581.t2__CNIGO.Cnig_chr_I.g3511.t1	49	93
CBRIG.I.g3612.t5__CNIGO.Cnig_chr_I.g3562.t3	1507	676
CBRIG.I.g3663.t1__CNIGO.Cnig_chr_I.g3607.t1	98	112
CBRIG.I.g3685.t1__CNIGO.Cnig_chr_I.g3646.t1	99	137
CBRIG.I.g3715.t2__CNIGO.Cnig_chr_I.g3733.t3	321	257
CBRIG.I.g3773.t1__CNIGO.Cnig_chr_I.g3793.t2	272	601
CBRIG.I.g3779.t1__CNIGO.Cnig_chr_I.g3798.t1	128	236
CBRIG.I.g3892.t1__CNIGO.Cnig_chr_I.g3948.t1	92	107
CBRIG.I.g3901.t1__CNIGO.Cnig_chr_I.g3940.t1	346	157
CBRIG.I.g3903.t1__CNIGO.Cnig_chr_I.g3938.t1	661	396
CBRIG.I.g3915.t1__CNIGO.Cnig_chr_I.g3926.t1	562	1713
CBRIG.I.g3919.t1__CNIGO.Cnig_chr_I.g3921.t1	151	394
CBRIG.I.g3920.t1__CNIGO.Cnig_chr_I.g3920.t1	229	116
CBRIG.I.g730.t1__CNIGO.Cnig_chr_I.g100.t1	86	84
CBRIG.I.g779.t1__CNIGO.Cnig_chr_I.g222.t1	224	468
CBRIG.I.g801.t1__CNIGO.Cnig_chr_I.g250.t1	723	315
CBRIG.I.g821.t1__CNIGO.Cnig_chr_I.g294.t2	695	2073
CBRIG.I.g829.t1__CNIGO.Cnig_chr_I.g302.t2	185	652
CBRIG.I.g833.t2__CNIGO.Cnig_chr_I.g300.t2	648	284
CBRIG.I.g841.t2__CNIGO.Cnig_chr_I.g309.t1	55	32
CBRIG.I.g885.t1__CNIGO.Cnig_chr_I.g370.t1	676	125
CBRIG.I.g886.t1__CNIGO.Cnig_chr_I.g371.t1	549	262
CBRIG.I.g894.t1__CNIGO.Cnig_chr_I.g379.t2	170	301
CBRIG.I.g898.t1__CNIGO.Cnig_chr_I.g383.t1	459	132
CBRIG.I.g919.t3__CNIGO.Cnig_chr_I.g408.t1	185	154
CBRIG.I.g942.t1__CNIGO.Cnig_chr_I.g430.t1	441	1394
CBRIG.I.g943.t1__CNIGO.Cnig_chr_I.g429.t1	81	171
CBRIG.I.g944.t1__CNIGO.Cnig_chr_I.g428.t2	553	254
CBRIG.I.g975.t1__CNIGO.Cnig_chr_I.g463.t2	478	506
CBRIG.II.g3927.t1__CNIGO.Cnig_chr_II.g3973.t1	1076	216
CBRIG.II.g3934.t1__CNIGO.Cnig_chr_II.g3981.t1	853	216
CBRIG.II.g3961.t1__CNIGO.Cnig_chr_II.g4012.t1	389	567
CBRIG.II.g3980.t1__CNIGO.Cnig_chr_II.g4031.t1	103	313
CBRIG.II.g3989.t1__CNIGO.Cnig_chr_II.g4041.t1	454	327
CBRIG.II.g4041.t1__CNIGO.Cnig_chr_II.g4120.t1	300	535
CBRIG.II.g4104.t1__CNIGO.Cnig_chr_II.g4192.t2	497	298
CBRIG.II.g4126.t1__CNIGO.Cnig_chr_II.g4222.t2	1878	284
CBRIG.II.g4142.t1__CNIGO.Cnig_chr_II.g4205.t1	156	144
CBRIG.II.g4167.t2__CNIGO.Cnig_chr_II.g4238.t3	762	258
CBRIG.II.g4218.t1__CNIGO.Cnig_chr_II.g7837.t1	218	45
CBRIG.II.g4249.t1__CNIGO.Cnig_chr_II.g4388.t3	161	794
CBRIG.II.g4252.t1__CNIGO.Cnig_chr_II.g4392.t1	185	610
CBRIG.II.g4263.t1__CNIGO.Cnig_chr_II.g4400.t1	205	611
CBRIG.II.g4298.t1__CNIGO.Cnig_chr_II.g4465.t2	3895	597
CBRIG.II.g4312.t1__CNIGO.Cnig_chr_II.g4485.t1	117	393
CBRIG.II.g4339.t1__CNIGO.Cnig_chr_II.g4523.t2	106	228
CBRIG.II.g4375.t1__CNIGO.Cnig_chr_II.g4562.t1	298	530
CBRIG.II.g4383.t1__CNIGO.Cnig_chr_II.g4568.t1	1163	85
CBRIG.II.g4385.t2__CNIGO.Cnig_chr_II.g4570.t1	186	340
CBRIG.II.g4386.t1__CNIGO.Cnig_chr_II.g4571.t1	958	222
CBRIG.II.g4400.t1__CNIGO.Cnig_chr_II.g4586.t1	139	174
CBRIG.II.g4412.t1__CNIGO.Cnig_chr_II.g4602.t1	1057	364
CBRIG.II.g4426.t1__CNIGO.Cnig_chr_II.g4616.t1	112	117
CBRIG.II.g4439.t1__CNIGO.Cnig_chr_II.g4662.t2	347	366
CBRIG.II.g4456.t1__CNIGO.Cnig_chr_II.g4644.t1	299	574
CBRIG.II.g4459.t1__CNIGO.Cnig_chr_II.g4666.t2	1332	205
CBRIG.II.g4477.t1__CNIGO.Cnig_chr_II.g4688.t1	169	105
CBRIG.II.g4502.t1__CNIGO.Cnig_chr_II.g4713.t1	744	270
CBRIG.II.g4516.t1__CNIGO.Cnig_chr_II.g4735.t1	448	301
CBRIG.II.g4578.t1__CNIGO.Cnig_chr_II.g4808.t2	1016	236
CBRIG.II.g4650.t1__CNIGO.Cnig_chr_II.g5039.t1	145	446
CBRIG.II.g4655.t2__CNIGO.Cnig_chr_II.g5030.t1	357	1133
CBRIG.II.g4665.t1__CNIGO.Cnig_chr_II.g5016.t1	780	206
CBRIG.II.g4674.t1__CNIGO.Cnig_chr_II.g5009.t1	909	301
CBRIG.II.g4703.t1__CNIGO.Cnig_chr_II.g4962.t1	1553	539
CBRIG.II.g4714.t1__CNIGO.Cnig_chr_II.g4953.t1	325	948
CBRIG.II.g4757.t1__CNIGO.Cnig_chr_II.g5079.t1	251	477
CBRIG.II.g4793.t1__CNIGO.Cnig_chr_II.g5128.t1	262	80
CBRIG.II.g4807.t1__CNIGO.Cnig_chr_II.g5147.t1	243	232
CBRIG.II.g4811.t1__CNIGO.Cnig_chr_II.g5152.t1	1311	182
CBRIG.II.g4836.t1__CNIGO.Cnig_chr_II.g5176.t1	7304	407
CBRIG.II.g4879.t1__CNIGO.Cnig_chr_II.g5216.t1	459	389
CBRIG.II.g4886.t2__CNIGO.Cnig_chr_II.g5224.t1	91	300
CBRIG.II.g4901.t1__CNIGO.Cnig_chr_II.g5240.t1	506	2072
CBRIG.II.g4930.t1__CNIGO.Cnig_chr_II.g5267.t1	1544	246
CBRIG.II.g4947.t2__CNIGO.Cnig_chr_II.g5288.t1	784	399
CBRIG.II.g4958.t1__CNIGO.Cnig_chr_II.g5299.t1	384	164
CBRIG.II.g4979.t1__CNIGO.Cnig_chr_II.g5314.t1	75	148
CBRIG.II.g4992.t1__CNIGO.Cnig_chr_II.g5327.t1	69	108
CBRIG.II.g5005.t1__CNIGO.Cnig_chr_II.g5342.t1	179	791
CBRIG.II.g5016.t1__CNIGO.Cnig_chr_II.g5353.t1	602	124
CBRIG.II.g5020.t1__CNIGO.Cnig_chr_II.g5356.t1	1506	693
CBRIG.II.g5046.t1__CNIGO.Cnig_chr_II.g5384.t1	157	140
CBRIG.II.g5054.t1__CNIGO.Cnig_chr_II.g5394.t1	378	208
CBRIG.II.g5057.t1__CNIGO.Cnig_chr_II.g5398.t1	98	51
CBRIG.II.g5066.t1__CNIGO.Cnig_chr_II.g5407.t2	182	173
CBRIG.II.g5093.t1__CNIGO.Cnig_chr_II.g5434.t1	61	60
CBRIG.II.g5098.t1__CNIGO.Cnig_chr_II.g5438.t3	319	377
CBRIG.II.g5124.t3__CNIGO.Cnig_chr_II.g5457.t2	212	320
CBRIG.II.g5133.t2__CNIGO.Cnig_chr_II.g5467.t1	348	288
CBRIG.II.g5149.t1__CNIGO.Cnig_chr_II.g5483.t1	68	121
CBRIG.II.g5155.t1__CNIGO.Cnig_chr_II.g5488.t1	36	73
CBRIG.II.g5158.t1__CNIGO.Cnig_chr_II.g5492.t1	110	58
CBRIG.II.g5168.t1__CNIGO.Cnig_chr_II.g5502.t1	282	88
CBRIG.II.g5201.t2__CNIGO.Cnig_chr_II.g5532.t1	143	169
CBRIG.II.g5205.t1__CNIGO.Cnig_chr_II.g5539.t1	279	356
CBRIG.II.g5212.t2__CNIGO.Cnig_chr_II.g5547.t2	3163	693
CBRIG.II.g5288.t3__CNIGO.Cnig_chr_II.g5630.t3	727	258
CBRIG.II.g5299.t1__CNIGO.Cnig_chr_II.g5640.t1	1555	305
CBRIG.II.g5327.t1__CNIGO.Cnig_chr_II.g5663.t1	97	379
CBRIG.II.g5330.t1__CNIGO.Cnig_chr_II.g5666.t1	319	146
CBRIG.II.g5331.t3__CNIGO.Cnig_chr_II.g5667.t2	162	210
CBRIG.II.g5355.t1__CNIGO.Cnig_chr_II.g5694.t1	213	718
CBRIG.II.g5374.t1__CNIGO.Cnig_chr_II.g5717.t1	106	857
CBRIG.II.g5433.t1__CNIGO.Cnig_chr_II.g5789.t1	142	487
CBRIG.II.g5476.t1__CNIGO.Cnig_chr_II.g5832.t1	908	2771
CBRIG.II.g5479.t2__CNIGO.Cnig_chr_II.g5836.t1	229	122
CBRIG.II.g5552.t1__CNIGO.Cnig_chr_II.g5909.t1	744	388
CBRIG.II.g5560.t1__CNIGO.Cnig_chr_II.g5918.t1	295	1557
CBRIG.II.g5586.t1__CNIGO.Cnig_chr_II.g5741.t3	44	148
CBRIG.II.g5587.t1__CNIGO.Cnig_chr_II.g5947.t1	370	732
CBRIG.II.g5635.t1__CNIGO.Cnig_chr_II.g5995.t1	392	1807
CBRIG.II.g5638.t1__CNIGO.Cnig_chr_II.g5998.t1	97	137
CBRIG.II.g5639.t1__CNIGO.Cnig_chr_II.g5999.t2	747	127
CBRIG.II.g5674.t1__CNIGO.Cnig_chr_II.g6035.t2	154	1625
CBRIG.II.g5695.t2__CNIGO.Cnig_chr_II.g6059.t1	372	112
CBRIG.II.g5715.t3__CNIGO.Cnig_chr_II.g6077.t2	2658	249
CBRIG.II.g5716.t1__CNIGO.Cnig_chr_II.g6079.t2	1161	161
CBRIG.II.g5729.t1__CNIGO.Cnig_chr_II.g6095.t1	321	160
CBRIG.II.g5745.t1__CNIGO.Cnig_chr_II.g6110.t1	213	895
CBRIG.II.g5781.t1__CNIGO.Cnig_chr_II.g6154.t1	282	458
CBRIG.II.g5836.t1__CNIGO.Cnig_chr_II.g6217.t1	460	177
CBRIG.II.g5842.t1__CNIGO.Cnig_chr_II.g6223.t1	537	636
CBRIG.II.g5867.t1__CNIGO.Cnig_chr_II.g6251.t4	202	245
CBRIG.II.g5873.t1__CNIGO.Cnig_chr_II.g6257.t1	211	1752
CBRIG.II.g5874.t2__CNIGO.Cnig_chr_II.g6258.t2	268	216
CBRIG.II.g5882.t1__CNIGO.Cnig_chr_II.g6266.t1	420	189
CBRIG.II.g5924.t2__CNIGO.Cnig_chr_II.g6308.t1	101	95
CBRIG.II.g5991.t2__CNIGO.Cnig_chr_II.g6374.t1	473	99
CBRIG.II.g6008.t1__CNIGO.Cnig_chr_II.g6386.t2	86	733
CBRIG.II.g6022.t1__CNIGO.Cnig_chr_II.g6402.t1	202	321
CBRIG.II.g6036.t1__CNIGO.Cnig_chr_II.g6418.t1	64	50
CBRIG.II.g6040.t1__CNIGO.Cnig_chr_II.g6422.t1	166	475
CBRIG.II.g6044.t1__CNIGO.Cnig_chr_II.g6427.t2	403	196
CBRIG.II.g6067.t1__CNIGO.Cnig_chr_II.g6453.t3	455	363
CBRIG.II.g6090.t1__CNIGO.Cnig_chr_II.g6472.t1	175	64
CBRIG.II.g6092.t1__CNIGO.Cnig_chr_II.g6474.t1	1797	657
CBRIG.II.g6102.t1__CNIGO.Cnig_chr_II.g6488.t2	384	450
CBRIG.II.g6106.t1__CNIGO.Cnig_chr_II.g6491.t1	72	100
CBRIG.II.g6128.t1__CNIGO.Cnig_chr_II.g6511.t1	156	153
CBRIG.II.g6166.t2__CNIGO.Cnig_chr_II.g6571.t1	1633	645
CBRIG.II.g6167.t1__CNIGO.Cnig_chr_II.g6572.t1	90	133
CBRIG.II.g6168.t1__CNIGO.Cnig_chr_II.g6573.t1	288	139
CBRIG.II.g6184.t2__CNIGO.Cnig_chr_II.g6592.t1	2335	817
CBRIG.II.g6195.t1__CNIGO.Cnig_chr_II.g6605.t1	397	109
CBRIG.II.g6257.t1__CNIGO.Cnig_chr_II.g6682.t1	199	99
CBRIG.II.g6276.t1__CNIGO.Cnig_chr_II.g6702.t1	236	700
CBRIG.II.g6277.t1__CNIGO.Cnig_chr_II.g6703.t1	177	116
CBRIG.II.g6298.t1__CNIGO.Cnig_chr_II.g6722.t1	480	96
CBRIG.II.g6305.t1__CNIGO.Cnig_chr_II.g6730.t1	217	135
CBRIG.II.g6319.t1__CNIGO.Cnig_chr_II.g6742.t1	117	62
CBRIG.II.g6327.t1__CNIGO.Cnig_chr_II.g6748.t1	439	151
CBRIG.II.g6358.t1__CNIGO.Cnig_chr_II.g6822.t1	71	82
CBRIG.II.g6410.t1__CNIGO.Cnig_chr_II.g6886.t1	73	140
CBRIG.II.g6424.t1__CNIGO.Cnig_chr_II.g6956.t1	75	67
CBRIG.II.g6453.t1__CNIGO.Cnig_chr_II.g6757.t1	182	982
CBRIG.II.g6463.t3__CNIGO.Cnig_chr_II.g6768.t1	174	389
CBRIG.II.g6547.t1__CNIGO.Cnig_chr_II.g6959.t2	114	96
CBRIG.II.g6558.t1__CNIGO.Cnig_chr_II.g6971.t3	126	224
CBRIG.II.g6561.t1__CNIGO.Cnig_chr_II.g6981.t1	109	153
CBRIG.II.g6656.t1__CNIGO.Cnig_chr_II.g7190.t1	445	368
CBRIG.II.g6685.t1__CNIGO.Cnig_chr_II.g7206.t1	441	143
CBRIG.II.g6686.t1__CNIGO.Cnig_chr_II.g7207.t1	121	171
CBRIG.II.g6702.t2__CNIGO.Cnig_chr_II.g7236.t1	121	66
CBRIG.II.g6703.t1__CNIGO.Cnig_chr_II.g7237.t1	554	477
CBRIG.II.g6705.t2__CNIGO.Cnig_chr_II.g7242.t1	383	130
CBRIG.II.g6721.t1__CNIGO.Cnig_chr_II.g7263.t2	110	66
CBRIG.II.g6744.t1__CNIGO.Cnig_chr_II.g7289.t1	133	158
CBRIG.II.g6766.t2__CNIGO.Cnig_chr_II.g7312.t1	82	183
CBRIG.II.g6793.t2__CNIGO.Cnig_chr_II.g7356.t1	192	27
CBRIG.II.g6843.t1__CNIGO.Cnig_chr_II.g7423.t1	102	88
CBRIG.II.g7093.t1__CNIGO.Cnig_chr_II.g7964.t1	111	580
CBRIG.II.g7094.t1__CNIGO.Cnig_chr_II.g7965.t1	60	76
CBRIG.II.g7112.t1__CNIGO.Cnig_chr_II.g7975.t1	294	257
CBRIG.II.g7117.t5__CNIGO.Cnig_chr_II.g7868.t1	475	112
CBRIG.II.g7130.t1__CNIGO.Cnig_chr_II.g8011.t1	108	140
CBRIG.II.g7165.t3__CNIGO.Cnig_chr_II.g7938.t1	286	260
CBRIG.II.g7317.t1__CNIGO.Cnig_chr_II.g8257.t1	156	321
CBRIG.II.g7367.t1__CNIGO.Cnig_chr_II.g8307.t2	156	239
CBRIG.II.g7381.t1__CNIGO.Cnig_chr_II.g8319.t1	250	1033
CBRIG.II.g7397.t1__CNIGO.Cnig_chr_II.g8336.t1	716	212
CBRIG.III.g10012.t1__CNIGO.Cnig_chr_III.g11463.t3	739	2074
CBRIG.III.g10014.t1__CNIGO.Cnig_chr_III.g11461.t3	977	2840
CBRIG.III.g10036.t2__CNIGO.Cnig_chr_III.g11471.t2	130	117
CBRIG.III.g10037.t1__CNIGO.Cnig_chr_III.g11472.t1	267	304
CBRIG.III.g10063.t4__CNIGO.Cnig_chr_III.g11503.t3	702	2250
CBRIG.III.g10082.t1__CNIGO.Cnig_chr_III.g11528.t1	171	370
CBRIG.III.g10088.t1__CNIGO.Cnig_chr_III.g11549.t1	95	83
CBRIG.III.g10148.t2__CNIGO.Cnig_chr_III.g11631.t1	416	243
CBRIG.III.g10152.t1__CNIGO.Cnig_chr_III.g11635.t1	202	81
CBRIG.III.g10176.t1__CNIGO.Cnig_chr_III.g8965.t1	341	35
CBRIG.III.g10183.t1__CNIGO.Cnig_chr_III.g11749.t1	88	522
CBRIG.III.g10202.t1__CNIGO.Cnig_chr_III.g11730.t1	836	548
CBRIG.III.g10204.t1__CNIGO.Cnig_chr_III.g11729.t1	73	109
CBRIG.III.g10209.t1__CNIGO.Cnig_chr_III.g11723.t2	1159	531
CBRIG.III.g10213.t1__CNIGO.Cnig_chr_III.g11716.t1	145	288
CBRIG.III.g10218.t1__CNIGO.Cnig_chr_III.g11708.t1	181	338
CBRIG.III.g10247.t1__CNIGO.Cnig_chr_III.g11678.t1	74	285
CBRIG.III.g10268.t2__CNIGO.Cnig_chr_III.g11773.t1	247	451
CBRIG.III.g10320.t1__CNIGO.Cnig_chr_III.g11822.t1	405	915
CBRIG.III.g10321.t1__CNIGO.Cnig_chr_III.g11823.t1	178	154
CBRIG.III.g10323.t1__CNIGO.Cnig_chr_III.g11826.t1	209	180
CBRIG.III.g10335.t2__CNIGO.Cnig_chr_III.g11917.t2	705	879
CBRIG.III.g10344.t2__CNIGO.Cnig_chr_III.g11905.t2	251	499
CBRIG.III.g10355.t1__CNIGO.Cnig_chr_III.g11838.t2	72	176
CBRIG.III.g7423.t1__CNIGO.Cnig_chr_III.g8347.t1	458	73
CBRIG.III.g7436.t2__CNIGO.Cnig_chr_III.g8362.t1	266	2702
CBRIG.III.g7440.t1__CNIGO.Cnig_chr_III.g8368.t1	196	875
CBRIG.III.g7485.t3__CNIGO.Cnig_chr_III.g8425.t2	352	169
CBRIG.III.g7496.t1__CNIGO.Cnig_chr_III.g8441.t1	139	322
CBRIG.III.g7541.t1__CNIGO.Cnig_chr_III.g8501.t1	181	172
CBRIG.III.g7617.t1__CNIGO.Cnig_chr_III.g8707.t1	81	78
CBRIG.III.g7639.t1__CNIGO.Cnig_chr_III.g8686.t1	87	603
CBRIG.III.g7647.t3__CNIGO.Cnig_chr_III.g8677.t3	4845	1372
CBRIG.III.g7667.t3__CNIGO.Cnig_chr_III.g8653.t1	444	300
CBRIG.III.g7683.t1__CNIGO.Cnig_chr_III.g8637.t1	299	1373
CBRIG.III.g7690.t1__CNIGO.Cnig_chr_III.g8628.t1	358	827
CBRIG.III.g7698.t1__CNIGO.Cnig_chr_III.g8615.t1	111	128
CBRIG.III.g7712.t1__CNIGO.Cnig_chr_III.g8597.t1	203	129
CBRIG.III.g7725.t1__CNIGO.Cnig_chr_III.g10041.t1	220	485
CBRIG.III.g7739.t1__CNIGO.Cnig_chr_III.g8744.t3	977	532
CBRIG.III.g7758.t2__CNIGO.Cnig_chr_III.g8765.t1	380	239
CBRIG.III.g7784.t1__CNIGO.Cnig_chr_III.g8830.t2	2846	378
