,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CniF
I.g1019.t2__Cnig_chr_I.g521.t1,114.796115040758,-1.36516894456338,0.233900170760506,-5.83654530958507,5.32942743924568e-09,2.00282353458604e-08,-1
I.g1021.t1__Cnig_chr_I.g522.t1,63.7910526969563,-1.24025383881743,0.261890405958794,-4.73577424219416,2.18220397861018e-06,6.64009925404363e-06,-1
I.g1022.t1__Cnig_chr_I.g523.t1,5690.90629908895,-0.243848595112563,0.0705506196305399,-3.45636362075275,0.000547516187144307,0.00129041720462006,-1
I.g1023.t1__Cnig_chr_I.g524.t2,232.173303185347,0.406610506633716,0.143322190793096,2.83703803565708,0.00455341872109533,0.00944238992249619,1
I.g1025.t1__Cnig_chr_I.g526.t2,1022.87456335009,-0.714256685480909,0.0809595522009517,-8.82238928036602,1.12042960111463e-18,7.23810601264808e-18,-1
I.g1026.t1__Cnig_chr_I.g528.t2,7357.11562045927,0.35241569625651,0.0672954410668506,5.236843546451,1.63346045022557e-07,5.46764659775606e-07,1
I.g1030.t2__Cnig_chr_I.g530.t1,2205.29351349916,2.27615584406695,0.101552213141612,22.4136508073233,2.89687271549601e-111,1.3406363556522e-109,1
I.g1032.t1__Cnig_chr_I.g531.t1,878.41049947202,0.0632559971648418,0.094822434427986,0.667099484910212,0.504708589144477,0.604957989442915,0
I.g1035.t1__Cnig_chr_I.g533.t2,121.493829540802,0.721769953252335,0.198773138111897,3.63112420575672,0.000282189328281684,0.000689865388963248,1
I.g1036.t3__Cnig_chr_I.g534.t4,1295.08148289117,0.82739389340224,0.0903504152844465,9.15761029761058,5.30592364200859e-20,3.62890205011113e-19,1
I.g1037.t1__Cnig_chr_I.g535.t1,513.504819777627,1.37131936033227,0.112361642029273,12.2045151313739,2.9405496012592e-34,3.30146912966396e-33,1
I.g1038.t3__Cnig_chr_I.g536.t1,2265.88739846651,-0.715250678771331,0.0694621307754835,-10.2969873049702,7.27025987640107e-25,5.9940156224928e-24,-1
I.g1040.t1__Cnig_chr_I.g542.t1,1262.69666703992,0.347116410500098,0.0784385668443567,4.42532831061116,9.62957180179491e-06,2.75468388265001e-05,1
I.g1041.t1__Cnig_chr_I.g543.t1,7.85890326734864,-0.540300358660838,0.862151340093133,-0.626688533132099,0.530863421853216,0.628603269509105,0
I.g1042.t3__Cnig_chr_I.g545.t2,7.65087378837525,-1.59547893661602,0.813306248278531,-1.96171975807767,0.0497951202151826,0.0840593272366618,0
I.g1043.t1__Cnig_chr_I.g546.t3,0.691314505892224,3.01178255723709,2.76849175816608,1.08787846247091,0.276648765281098,0.372171467685966,0
I.g1045.t1__Cnig_chr_I.g547.t1,25.6616626293985,-2.51365731329587,0.454751835569515,-5.52753637629159,3.24758905101512e-08,1.15580058348293e-07,-1
I.g1046.t1__Cnig_chr_I.g548.t1,1036.28612483448,0.181185631100865,0.133483996017011,1.35735845874568,0.174667340851539,0.252550796994354,0
I.g1052.t1__Cnig_chr_I.g554.t1,467.197328311513,0.924591046778204,0.112287967215257,8.23410619773494,1.80903161439871e-16,1.05755096401601e-15,1
I.g1056.t1__Cnig_chr_I.g580.t3,3.43078387585179,0.870993127716776,1.16570102430317,0.747183977330238,0.45495251445268,0.557134362618523,0
I.g1057.t1__Cnig_chr_I.g579.t1,1446.6394712734,0.422425947369748,0.0773207764564555,5.46329158512324,4.67385935198542e-08,1.64141194904998e-07,1
I.g1059.t1__Cnig_chr_I.g578.t1,1222.44578963058,-0.422081188375286,0.0905971344351058,-4.65888011808608,3.17934281259556e-06,9.51724841940371e-06,-1
I.g1060.t1__Cnig_chr_I.g577.t3,382.179994051007,-0.135088900282164,0.115729469536995,-1.16728177207258,0.243096597341155,0.333670169217145,0
I.g1061.t1__Cnig_chr_I.g576.t1,3991.80450423103,-0.5271059854121,0.0909202541917509,-5.79745393474631,6.73292665293568e-09,2.51339887027239e-08,-1
I.g1063.t1__Cnig_chr_I.g575.t1,597.696653311688,0.969705933077511,0.114126369594295,8.49677367750062,1.94932987183116e-17,1.19313361095214e-16,1
I.g1065.t1__Cnig_chr_I.g569.t3,1225.41515399709,0.365046295896839,0.0846010385705406,4.31491506564026,1.59664278043857e-05,4.46925382714121e-05,1
I.g1066.t1__Cnig_chr_I.g568.t1,708.221346039185,0.0910237561621653,0.0990466048485098,0.918999255970305,0.358095961368561,0.460741117785258,0
I.g1067.t1__Cnig_chr_I.g567.t1,1087.04303726405,0.295853100533174,0.0814897158003621,3.63055752038663,0.000282809667000635,0.000691254692142517,1
I.g1069.t2__Cnig_chr_I.g566.t1,8868.33971650846,1.93009688259355,0.058464561561138,33.0131079590018,5.26761223622418e-239,7.60482888277496e-237,1
I.g1070.t1__Cnig_chr_I.g564.t2,119.289307507609,1.20256886561458,0.195871708171304,6.13957409593247,8.27430226509952e-10,3.28744489036948e-09,1
I.g1071.t1__Cnig_chr_I.g563.t1,68.5471888486683,1.5216475848434,0.265120750133054,5.73945111455719,9.49838957149517e-09,3.50243226786782e-08,1
I.g1072.t1__Cnig_chr_I.g562.t3,238.798676745881,1.97671351886791,0.164271522005707,12.0332087676112,2.3773800587735e-33,2.59034962597454e-32,1
I.g1075.t1__Cnig_chr_I.g72.t1,1.15596309394789,-2.44878092284401,1.99660698064098,-1.22647118165332,0.22002141363008,0.307238154639859,0
I.g1077.t3__Cnig_chr_I.g70.t2,11.8980016207941,0.813888300398562,0.571310979040755,1.42459768892434,0.154273528476314,0.226992467621846,0
I.g1078.t1__Cnig_chr_I.g69.t1,11.5858387926258,-1.43976373040002,0.6171742670468,-2.33283175802086,0.0196569771592636,0.0363070463954025,-1
I.g1079.t1__Cnig_chr_I.g68.t1,71.7690017731777,-0.756856953139255,0.252122504414739,-3.00194127809484,0.00268263918147916,0.00575711966527811,-1
I.g1080.t1__Cnig_chr_I.g67.t1,136.779426082512,0.0989831221606349,0.197433758081538,0.501348518725739,0.616125864411914,0.703957337845736,0
I.g1081.t2__Cnig_chr_I.g66.t1,29.1005651709759,-0.275456665716031,0.406361741485994,-0.677860727510257,0.49786000258719,0.598260793844482,0
I.g1082.t1__Cnig_chr_I.g64.t1,15.0829409434452,-3.59999433326577,0.745540206115213,-4.82870582127859,1.37423247242478e-06,4.27160208255228e-06,-1
I.g1083.t2__Cnig_chr_I.g63.t1,3900.86706129288,0.723473885028085,0.063513232562458,11.3909158113883,4.64086110411973e-30,4.59313838933817e-29,1
I.g1084.t2__Cnig_chr_I.g60.t2,3854.38081643693,0.439440551739165,0.0865251299520536,5.07876211203235,3.79902037732445e-07,1.23764014352767e-06,1
I.g1085.t1__Cnig_chr_I.g59.t1,1208.76055339637,0.86134721933315,0.0807132502180661,10.6716953784665,1.38083598912135e-26,1.21619785195688e-25,1
I.g1086.t1__Cnig_chr_I.g58.t1,1000.59131867849,-0.719589759528187,0.143679692692653,-5.00829133221678,5.49153688984321e-07,1.76777976177648e-06,-1
I.g1087.t1__Cnig_chr_I.g57.t1,25.7550824617236,-1.14001145809002,0.414019730719565,-2.75351963566733,0.00589582333668116,0.0120233879253492,-1
I.g1088.t1__Cnig_chr_I.g56.t1,66.5449231609648,-1.42130293465393,0.259006438318034,-5.48751970755534,4.07616552812071e-08,1.43873586352642e-07,-1
I.g1089.t2__Cnig_chr_I.g55.t2,76.7966355215553,-3.79141910274809,0.366257783736935,-10.3517775487641,4.10787111548957e-25,3.41217912169684e-24,-1
I.g1090.t1__Cnig_chr_I.g54.t1,3296.03141628742,-1.12869883343357,0.0769912486767894,-14.6600925797667,1.16114532474717e-48,1.84698589260981e-47,-1
I.g1091.t1__Cnig_chr_I.g53.t1,350.878902177424,-0.812124308975365,0.140137941026177,-5.79517797270667,6.82487666109103e-09,2.54557741681019e-08,-1
I.g1092.t1__Cnig_chr_I.g52.t2,871.571623302864,-0.424843632218076,0.0875514206981724,-4.85250414933523,1.21912232455598e-06,3.80013675539837e-06,-1
I.g1093.t2__Cnig_chr_I.g51.t2,9.77114799820291,0.0623041133655778,0.653731888201447,0.0953052994508031,0.924072333464079,0.949669508903583,0
I.g1094.t2__Cnig_chr_I.g50.t1,1340.87864507439,-0.515901500135087,0.105481063394999,-4.89093950639437,1.00355806630119e-06,3.15187000156357e-06,-1
I.g1095.t1__Cnig_chr_I.g49.t1,1332.74057985748,-0.380952502566467,0.0932062968711338,-4.08719706022833,4.36616242050583e-05,0.000117296458877748,-1
I.g1096.t1__Cnig_chr_I.g48.t2,1756.27948397952,-0.660422436080776,0.0698388935078315,-9.4563702674745,3.1881840654616e-21,2.28647196314584e-20,-1
I.g1097.t1__Cnig_chr_I.g47.t2,57.7104021230456,-0.837536654986697,0.26027081362839,-3.21794304674713,0.00129113452366384,0.002900194274193,-1
I.g1099.t2__Cnig_chr_I.g46.t2,98.4074055306704,-0.861405496004502,0.209167635732454,-4.11825420786571,3.81753450695375e-05,0.000103120791786373,-1
I.g1100.t1__Cnig_chr_I.g45.t1,929.137898373319,0.237618212191573,0.10746428776613,2.21113652852464,0.0270263840720536,0.0485152633119362,1
I.g1101.t1__Cnig_chr_I.g44.t1,4178.53074345461,-0.434488755754884,0.068589944333671,-6.33458388071023,2.37982673116478e-10,9.83780225438239e-10,-1
I.g1102.t1__Cnig_chr_I.g43.t1,1868.40195118406,-1.05101983044849,0.0800471063756585,-13.1300165369638,2.21608127795701e-39,2.87160893012927e-38,-1
I.g1103.t1__Cnig_chr_I.g42.t1,1587.27262431866,-0.240828035028866,0.0825784966144558,-2.9163528630613,0.0035414971933506,0.00746248681538552,-1
I.g1104.t1__Cnig_chr_I.g41.t3,13.2779699645936,-0.887497825540162,0.559341961425089,-1.58668200626143,0.112584683662679,0.172992800602464,0
I.g1105.t1__Cnig_chr_I.g40.t1,578.822942460484,1.81923406563235,0.101099134628839,17.9945562571948,2.14936793485662e-72,5.70958098215312e-71,1
I.g1109.t1__Cnig_chr_I.g38.t3,2.77155596573995,0.579977776322107,1.12798191218322,0.514172940237625,0.607131084799736,0.695945030491938,0
I.g1112.t2__Cnig_chr_I.g35.t2,153.472604528628,0.0932516791415999,0.173326182535616,0.538012652084102,0.590568313878019,0.682483440073511,0
I.g1114.t2__Cnig_chr_I.g34.t2,17.2648014354016,-0.579313631004389,0.473231129037501,-1.22416636492753,0.220889474770914,0.3081779415869,0
I.g1115.t3__Cnig_chr_I.g33.t3,1273.42219883526,-1.1545113383417,0.0849884109466318,-13.5843384466462,4.95993169303549e-42,6.87659840781809e-41,-1
I.g1116.t1__Cnig_chr_I.g29.t1,1401.81473067513,-0.616022243732811,0.0730786882673198,-8.4295744537644,3.46924489444921e-17,2.1021218379596e-16,-1
I.g1117.t1__Cnig_chr_I.g28.t1,3254.04355610054,-0.531443101974733,0.0760572580488258,-6.98740811341855,2.80010840927953e-12,1.31007605496469e-11,-1
I.g1119.t1__Cnig_chr_I.g26.t1,742.174348178475,0.756534905851349,0.0870313042950514,8.69267572144573,3.54001705899595e-18,2.24004319092826e-17,1
I.g1120.t1__Cnig_chr_I.g25.t1,1683.48951764871,0.498450290014271,0.100787445534754,4.94555931415479,7.59255469821027e-07,2.41254333735954e-06,1
I.g1121.t1__Cnig_chr_I.g24.t1,1.99265847825829,-1.21436850654622,1.41937158004558,-0.855567719981559,0.392236931415198,0.494559609175685,0
I.g1123.t1__Cnig_chr_I.g22.t2,2.51584457667341,3.79148381890509,1.66346464121474,2.27926925824908,0.0226510642837463,0.0413768994384155,1
I.g1125.t1__Cnig_chr_I.g19.t1,273.199795415321,0.539338839965577,0.238674135486502,2.25972889297877,0.0238380819419981,0.0433102303714837,1
I.g1126.t1__Cnig_chr_I.g18.t1,2.60274659322483,-0.0503754524071044,1.25199769604227,-0.0402360583939952,0.967904930454198,0.979781517132281,0
I.g1129.t1__Cnig_chr_I.g16.t1,2414.82496236968,4.28501207600691,0.103992074373427,41.2051793545321,0,0,1
I.g1131.t2__Cnig_chr_I.g9.t1,1.01596145930245,-2.26341058953881,2.06986074375404,-1.09350863161631,0.274170541276891,0.3694737347037,0
I.g1132.t1__Cnig_chr_I.g8.t1,64.065525493991,0.18003026397337,0.250680333212539,0.718166685300884,0.472654516720291,0.574995172291528,0
I.g1133.t3__Cnig_chr_I.g6.t1,1832.97938204027,-2.14649468577745,0.109009804368961,-19.6908406377126,2.58366220516146e-86,8.45226635688534e-85,-1
I.g1134.t1__Cnig_chr_I.g5.t1,33857.3943149358,0.132640168539687,0.0898564685043402,1.47613378032189,0.139907982045674,0.208488479471631,0
I.g1135.t1__Cnig_chr_I.g4.t1,4776.67693464051,-0.108122738886683,0.0577549879290938,-1.87209352410265,0.0611936657759369,0.101154233831486,0
I.g1141.t1__Cnig_chr_I.g623.t1,206.658129103039,-0.392357710593299,0.178953732588778,-2.19250923083514,0.0283427573040616,0.0506319438483586,0
I.g1142.t1__Cnig_chr_I.g624.t1,468.992029050235,0.252519473048186,0.143082426306224,1.76485316587899,0.0775884466028374,0.12489755760258,0
I.g1143.t2__Cnig_chr_I.g625.t1,2748.108911406,0.597416471736463,0.0780772194538185,7.65161049427261,1.9847766005697e-14,1.05027102823772e-13,1
I.g1144.t2__Cnig_chr_I.g1613.t1,1333.16649321257,5.41294076560727,0.131752174427782,41.0842613347099,0,0,1
I.g1147.t1__Cnig_chr_I.g632.t2,4.87138014217938,-2.04764532984877,1.05289110047438,-1.94478358581073,0.0518010304707434,0.0869921970808463,0
I.g1148.t1__Cnig_chr_I.g633.t1,0,NA,NA,NA,NA,NA,NA
I.g1149.t1__Cnig_chr_I.g635.t1,48.7461303940049,-0.977780904054187,0.291367741236144,-3.3558310192676,0.000791269000538234,0.00182649198212527,-1
I.g1150.t1__Cnig_chr_I.g639.t1,6.44964148659744,2.04355845103177,0.955469160656068,2.13880105730317,0.0324517838113848,0.0571954077206494,0
I.g1151.t1__Cnig_chr_I.g640.t1,183.641094973413,0.023913024845656,0.17647613003918,0.135502885519685,0.892214282984914,0.926881819295069,0
I.g1152.t1__Cnig_chr_I.g641.t1,1.59613434628867,1.21898694709324,1.49986766501097,0.812729666443158,0.416373068319563,0.519671256572222,0
I.g1154.t1__Cnig_chr_I.g644.t3,2699.61163905363,1.33356757218587,0.0815562744172935,16.3515018521137,4.24389847029245e-60,8.60571900495029e-59,1
I.g1155.t1__Cnig_chr_I.g645.t1,61.6383752719464,0.93608854874416,0.267459018882992,3.49993263511401,0.000465375748273465,0.00110693422073212,1
I.g1156.t1__Cnig_chr_I.g646.t2,854.198158529317,2.367307779061,0.0990450414255599,23.9013255483387,2.96706153446051e-126,1.72844347810108e-124,1
I.g1158.t1__Cnig_chr_I.g647.t1,1712.89945484297,0.0492900402937315,0.0674992060967424,0.730231407804814,0.465248747413631,0.567556992461039,0
I.g1159.t1__Cnig_chr_I.g648.t1,65048.0325277985,-0.279098691221962,0.136890925582942,-2.03883997447921,0.0414660012679546,0.0712854554544361,0
I.g1160.t1__Cnig_chr_I.g649.t1,122.411055719851,0.327421141497491,0.197596488024058,1.6570190329376,0.0975156271477089,0.152628159294823,0
I.g1161.t1__Cnig_chr_I.g650.t3,4647.55949042236,-0.498710415591809,0.0662902101795792,-7.5231382468212,5.34768250288169e-14,2.77236217811376e-13,-1
I.g1162.t2__Cnig_chr_I.g651.t2,6584.98612454704,-1.62513903889655,0.0598631913337003,-27.1475509856701,2.70632686260704e-162,2.31906021865463e-160,-1
I.g1163.t2__Cnig_chr_I.g653.t1,9238.09426660936,-0.605995700545263,0.120451231216607,-5.03104612899724,4.87810750789776e-07,1.57684154519811e-06,-1
I.g1165.t1__Cnig_chr_I.g655.t1,1328.10336840707,1.58792486869021,0.124184455448711,12.786824751557,1.94249428685535e-37,2.39556259220175e-36,1
I.g1166.t1__Cnig_chr_I.g657.t2,773.51480830045,0.350200694992201,0.0894064170612074,3.91695256899127,8.96753838551789e-05,0.000232585129538076,1
I.g1167.t1__Cnig_chr_I.g656.t1,1109.05552531766,-1.51570391366206,0.130999009980954,-11.5703463246205,5.82470794584066e-31,5.92371906099966e-30,-1
I.g1168.t3__Cnig_chr_I.g658.t2,207.606860612098,-1.40707977530694,0.178558383308455,-7.88022241933188,3.26798835907453e-15,1.79881563966962e-14,-1
I.g1169.t1__Cnig_chr_I.g659.t1,26.7645683487478,-2.31531820647504,0.438897598925426,-5.2753038798657,1.32536283296551e-07,4.47356268041877e-07,-1
I.g1170.t1__Cnig_chr_I.g660.t2,444.20406571982,-1.22270147005331,0.197122571549102,-6.20274715596809,5.54859468981518e-10,2.23797250744383e-09,-1
I.g1171.t1__Cnig_chr_I.g662.t1,29.785825431549,2.20957909948177,0.415917272362916,5.31254469651782,1.08104899567793e-07,3.67695077095884e-07,1
I.g1172.t1__Cnig_chr_I.g663.t2,3844.64906746414,-2.71674903229278,0.0885758025353774,-30.6714582823871,1.36775199269812e-206,1.65149836063786e-204,-1
I.g1173.t2__Cnig_chr_I.g666.t3,660.920042796791,3.26715833233658,0.153193543339275,21.3269976078617,6.37720030481755e-101,2.52841714771901e-99,1
I.g1175.t2__Cnig_chr_I.g668.t2,3959.3822996599,-0.38209187875682,0.0569284614712748,-6.71179000594663,1.92251239555016e-11,8.53436150992552e-11,-1
I.g1176.t1__Cnig_chr_I.g674.t1,24.079188329176,-7.99812378624285,1.23683089449912,-6.46662678124792,1.00214751725306e-10,4.25120514984195e-10,-1
I.g1180.t1__Cnig_chr_I.g698.t1,589.73524151277,-1.5008506995606,0.116940911842388,-12.8342654073319,1.05397925031121e-37,1.31199179031242e-36,-1
I.g1181.t1__Cnig_chr_I.g697.t1,2860.1956043259,-0.762942709576462,0.0781231570028525,-9.76589706364024,1.57710039439265e-22,1.18747434457615e-21,-1
I.g1182.t2__Cnig_chr_I.g696.t1,1386.77403791386,-1.39155175718794,0.0789840213605922,-17.618142672617,1.78778804566451e-69,4.51433475713232e-68,-1
I.g1183.t1__Cnig_chr_I.g695.t1,2385.89673078805,-2.00739653057936,0.0827085300240379,-24.2707315677831,3.99524021365784e-130,2.44538159068218e-128,-1
I.g1184.t1__Cnig_chr_I.g694.t2,5927.1873755515,-1.40498308585409,0.0566761996078583,-24.7896488398154,1.15928625597276e-135,7.58504436050752e-134,-1
I.g1185.t1__Cnig_chr_I.g693.t1,17.179961075603,-1.87127889062649,0.512770318814452,-3.64935102903961,0.000262903648013906,0.000646286554306996,-1
I.g1186.t1__Cnig_chr_I.g692.t1,906.521895329994,-1.81278440961411,0.105803441109483,-17.133510882111,8.34625560709956e-66,1.90800287389839e-64,-1
I.g1187.t1__Cnig_chr_I.g691.t1,24372.6596871566,-0.697906964711368,0.132020588871191,-5.28634942987794,1.24781433442338e-07,4.22469283451728e-07,-1
I.g1188.t1__Cnig_chr_I.g690.t1,21995.2633634909,-1.26227956462813,0.135056801336847,-9.34628654117067,9.07790235818732e-21,6.3930381294509e-20,-1
I.g1189.t1__Cnig_chr_I.g689.t1,2314.19687231624,-0.888487599909594,0.0715110072788571,-12.4244872743148,1.92456363051975e-35,2.22665976834176e-34,-1
I.g1190.t1__Cnig_chr_I.g688.t1,585.003494898275,0.0520127155779345,0.103765387163111,0.50125303822338,0.616193051391641,0.703957337845736,0
I.g1191.t1__Cnig_chr_I.g687.t1,9.47470660039183,-1.12489548030478,0.640531773548647,-1.75618997645141,0.0790559756412259,0.126982884081118,0
I.g1195.t1__Cnig_chr_I.g683.t2,4.32970851802785,-1.65158856709506,1.03268812722445,-1.59931011459775,0.109751713214346,0.169310700250838,0
I.g1196.t1__Cnig_chr_I.g682.t3,5352.14036138073,-1.34498852975902,0.0683854167910287,-19.6677682592624,4.07317442406099e-86,1.32597800736221e-84,-1
I.g1197.t1__Cnig_chr_I.g680.t1,5321.29054321817,-3.31021013581487,0.0939294047062552,-35.2414682725486,4.63568469208629e-272,7.99625507536236e-270,-1
I.g1198.t1__Cnig_chr_I.g702.t1,1189.70986315895,-0.845492472884274,0.0783798574069091,-10.7871142007174,3.96030423230475e-27,3.57099530301912e-26,-1
I.g1199.t1__Cnig_chr_I.g704.t1,71.2747788450878,-3.47048239220395,0.325535571292294,-10.6608392392482,1.55190659416137e-26,1.36325551479175e-25,-1
I.g1200.t1__Cnig_chr_I.g705.t1,48.2896126789417,0.10698289506245,0.356426266711082,0.300154351837292,0.764059422528357,0.826403684855182,0
I.g1201.t1__Cnig_chr_I.g706.t1,24.2572183512911,-0.692755260361953,0.455166038245275,-1.52198363268186,0.128013181835155,0.193146777363913,0
I.g1211.t2__Cnig_chr_I.g751.t1,2911.87964729867,-1.29430686816624,0.0713830682479371,-18.1318469482242,1.78656496152843e-73,4.83282195906733e-72,-1
I.g1212.t1__Cnig_chr_I.g752.t1,10454.0709101695,-0.523842505249598,0.089351879070097,-5.86269153711519,4.55423792360049e-09,1.72089297585382e-08,-1
I.g1213.t3__Cnig_chr_I.g753.t3,59.2289119158855,-5.66426537402806,0.597443601418462,-9.48083695361345,2.52251603620303e-21,1.81790873536889e-20,-1
I.g1217.t1__Cnig_chr_I.g763.t1,9865.00418034719,-0.824874579226078,0.0966017097866611,-8.53892318311718,1.35478399665117e-17,8.36163617263979e-17,-1
I.g1218.t2__Cnig_chr_I.g766.t1,339.76118034959,5.23653380839996,0.22698215744402,23.0702442313839,9.21425179503314e-118,4.7070650900627e-116,1
I.g1221.t1__Cnig_chr_I.g778.t1,67.7368306559044,-0.0559606904453161,0.242224487190511,-0.231028213102595,0.81729288396003,0.869048441658564,0
I.g1222.t1__Cnig_chr_I.g779.t1,52.5710220676932,-0.438260598185965,0.271681369023231,-1.61314189398277,0.106713683903537,0.165234194008594,0
I.g1226.t1__Cnig_chr_I.g549.t1,1192.9083466814,1.66539759356345,0.114674763361874,14.5227907583122,8.6899033450797e-48,1.36268354462041e-46,1
I.g1232.t1__Cnig_chr_I.g788.t1,1541.17655547741,0.116583729389476,0.104215905433278,1.11867501323122,0.263278808677504,0.357151377474682,0
I.g1233.t1__Cnig_chr_I.g787.t1,1080.6527785726,-1.57090844116651,0.0826668839323339,-19.0028747479143,1.61454170766967e-80,4.81895347444236e-79,-1
I.g1234.t1__Cnig_chr_I.g786.t1,1916.14930098193,-0.404387921547683,0.0666348525566944,-6.0687148846562,1.28937813507619e-09,5.07573218437523e-09,-1
I.g1235.t2__Cnig_chr_I.g785.t1,123.147993698034,-0.72147509887871,0.189450494167131,-3.80825134318327,0.000139952982412265,0.000355761820554968,-1
I.g1236.t2__Cnig_chr_I.g784.t1,279.125007852944,-0.123458718918818,0.138224569353515,-0.893174921768551,0.371763505765773,0.474010068501583,0
I.g1237.t1__Cnig_chr_I.g783.t1,2689.25918126416,-0.86523694838028,0.0748429729690387,-11.5606972045086,6.51774356488929e-31,6.59822180098014e-30,-1
I.g1241.t1__Cnig_chr_I.g794.t1,471.884972205802,0.792479176871158,0.158803246157117,4.99032101703448,6.02790314372608e-07,1.93247911066787e-06,1
I.g1242.t1__Cnig_chr_I.g795.t3,3887.47870978318,-0.0619979601213744,0.0619640754974653,-1.00054684304796,0.317045940204161,0.41680730256277,0
I.g1243.t1__Cnig_chr_I.g798.t1,28460.9232208025,-0.50784920048016,0.0618029514730281,-8.21723216085876,2.08253672346285e-16,1.21423409837724e-15,-1
I.g1244.t1__Cnig_chr_I.g799.t1,864.734349117007,-0.660114474622734,0.131341832936975,-5.02592707792875,5.0100625319734e-07,1.61709964883769e-06,-1
I.g1245.t1__Cnig_chr_I.g800.t1,2646.61791557217,-0.316082576021747,0.0944664975388369,-3.34597539081831,0.000819936724417579,0.00189036618186327,-1
I.g1246.t1__Cnig_chr_I.g803.t1,3282.5941758696,-0.367213716719534,0.0756518888143248,-4.8539927089038,1.21000186630065e-06,3.77262302240974e-06,-1
I.g1247.t1__Cnig_chr_I.g804.t1,1349.33092661835,-0.0844770910886714,0.0847528460506357,-0.996746363398823,0.318887639008469,0.418772555004002,0
I.g1248.t3__Cnig_chr_I.g805.t1,1218.20392682894,-0.200779539369902,0.080483160889886,-2.49467760895476,0.0126071615726198,0.0242362599518797,-1
I.g1249.t1__Cnig_chr_I.g806.t1,2060.87009154937,-0.325292138452346,0.0819839238933355,-3.96775517692426,7.25528096887155e-05,0.000190180860131344,-1
I.g1252.t1__Cnig_chr_I.g809.t3,105.500579027487,-0.700126349576118,0.204562953528069,-3.42254713036322,0.000620373418334839,0.00145169128652631,-1
I.g1254.t3__Cnig_chr_I.g811.t1,7155.76353446217,-0.605634479439298,0.0754846670618974,-8.02327814392661,1.02959855926721e-15,5.82168074252325e-15,-1
I.g1255.t1__Cnig_chr_I.g814.t1,16.1091969932108,-1.20287941664093,0.529570863964039,-2.27142295487504,0.0231213861124823,0.0421548730742607,-1
I.g1256.t3__Cnig_chr_I.g815.t2,21.357231393738,-1.35236222542581,0.436496492891736,-3.09822014025032,0.00194686752062373,0.00426563748085192,-1
I.g1258.t2__Cnig_chr_I.g818.t1,4583.69860031184,0.315665874199797,0.0833247392655417,3.78838118165391,0.000151632080709159,0.000384420174838529,1
I.g1259.t1__Cnig_chr_I.g819.t1,158.107812476788,-0.425390206376271,0.213460675323238,-1.99282704288326,0.0462803894331977,0.078746622143445,0
I.g1263.t1__Cnig_chr_I.g825.t1,23715.0758653114,-0.0733708272439542,0.13724040591298,-0.534615347104675,0.592915869006868,0.684316003836394,0
I.g1264.t3__Cnig_chr_I.g830.t1,3308.29242238319,0.221092065693185,0.0644646476265848,3.42966375886941,0.000604329635428272,0.00141614435740267,1
I.g1265.t1__Cnig_chr_I.g831.t1,2134.26463286831,-1.37322471517045,0.0822717710893483,-16.6913231232023,1.51574017088038e-62,3.23147045740502e-61,-1
