,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HF1M
I.g1026.t1__Cnig_chr_I.g528.t2,8722.94706630104,-0.148841134066924,0.118815053809377,-1.25271276067189,0.210310260296712,0.280791503825841,0
I.g1030.t2__Cnig_chr_I.g530.t1,1970.19770804313,-0.589543515110485,0.192688157409593,-3.05957316233662,0.00221652642016049,0.00476719376080294,-1
I.g1032.t1__Cnig_chr_I.g531.t1,1002.4087716891,0.480679817474917,0.155709236051929,3.08703471716096,0.00202163984237992,0.00437636524506298,1
I.g1035.t1__Cnig_chr_I.g533.t2,3057.30169240023,-0.620801791506976,0.317362996098215,-1.95612531750506,0.050450393397999,0.0811267095536099,0
I.g1036.t3__Cnig_chr_I.g534.t4,1748.07420446255,-0.138276595178585,0.126600324864093,-1.09222938667042,0.274732288867444,0.352868348022146,0
I.g1037.t1__Cnig_chr_I.g535.t1,554.328017099619,0.0167207311030593,0.144568086391122,0.115659904758109,0.907922084290188,0.930597938648447,0
I.g1038.t3__Cnig_chr_I.g536.t1,2081.14058234962,-0.0144245638855358,0.122915060370588,-0.117353917754633,0.906579599970343,0.929959144198137,0
I.g1040.t1__Cnig_chr_I.g542.t1,146.174045766945,-0.0656974339983442,0.232909378479884,-0.28207294367933,0.777887579010295,0.828218978199208,0
I.g1041.t1__Cnig_chr_I.g543.t1,133.74727347189,-1.47422214625275,0.272193316817283,-5.4160850218169,6.09181420951271e-08,2.45274729919062e-07,-1
I.g1042.t3__Cnig_chr_I.g545.t2,95.1245629801356,0.462998085592599,0.253725915499722,1.82479619663883,0.0680317900343749,0.105513163257639,0
I.g1043.t1__Cnig_chr_I.g546.t3,39.8032189008781,-1.90313006460123,1.64125556269975,-1.15955741924232,NA,NA,NA
I.g1045.t1__Cnig_chr_I.g547.t1,2286.29457159434,-0.357933657929282,0.242950453667801,-1.47327840934474,0.140675979997671,0.198808238509311,0
I.g1046.t1__Cnig_chr_I.g548.t1,988.35917512232,-0.953364586226543,0.127521624733661,-7.47610131393573,7.65599415771095e-14,4.84275396466164e-13,-1
I.g1052.t1__Cnig_chr_I.g554.t1,2041.75467678148,0.616574156943113,0.123414545718471,4.99596018729932,5.8543738526996e-07,2.11805214399979e-06,1
I.g1056.t1__Cnig_chr_I.g580.t3,3.84807560455279,1.64850034077336,1.11034745801897,1.48467070273168,0.137631076198589,0.194990476573336,0
I.g1057.t1__Cnig_chr_I.g579.t1,2018.21710319973,0.0631156372859275,0.144774192379667,0.435959173720744,0.662866350924674,0.729056670273545,0
I.g1059.t1__Cnig_chr_I.g578.t1,811.941411737451,-0.0337523613126965,0.143187116578176,-0.235722054604463,0.813648354979932,0.8569850677645,0
I.g1060.t1__Cnig_chr_I.g577.t3,378.086720417844,0.538518553716723,0.184347653987562,2.92121186284832,0.00348672631181877,0.00723745368655253,1
I.g1061.t1__Cnig_chr_I.g576.t1,30515.4247138077,1.57393906856768,0.167659061495205,9.38773636528257,6.13035485491249e-21,5.64365438501234e-20,1
I.g1063.t1__Cnig_chr_I.g575.t1,349.493305535565,-0.681337510945055,0.267576670111108,-2.54632629467336,0.0108863377034615,0.020427813140017,-1
I.g1065.t1__Cnig_chr_I.g569.t3,1022.27571800455,-0.526091435571655,0.154620572943468,-3.40246724971071,0.000667803584654038,0.0015744633744439,-1
I.g1066.t1__Cnig_chr_I.g568.t1,807.523762621445,-0.396545586068008,0.150148658728016,-2.64101983612337,0.00826568797643412,0.0158664410649359,-1
I.g1067.t1__Cnig_chr_I.g567.t1,1553.18480119239,0.128474365838836,0.125421908533156,1.0243375128108,0.305675885344198,0.385918637677418,0
I.g1069.t2__Cnig_chr_I.g566.t1,368.310872532761,2.73092835561675,0.355646500810278,7.67877189679867,1.60620943401463e-14,1.06030055903339e-13,1
I.g1070.t1__Cnig_chr_I.g564.t2,931.423464719749,-1.22458897461735,0.147304814279604,-8.31329906361996,9.30775593062724e-17,6.99879550523157e-16,-1
I.g1071.t1__Cnig_chr_I.g563.t1,724.312543193302,-1.9087379572692,0.247386818804209,-7.71560088162921,1.20413572941944e-14,8.01874355490706e-14,-1
I.g1072.t1__Cnig_chr_I.g562.t3,727.763726261423,0.0999760520934809,0.293558034202558,0.340566567578582,0.733429901547192,0.789959083682252,0
I.g1075.t1__Cnig_chr_I.g72.t1,49.9061414195225,-2.01335705483288,0.470899746376603,-4.27555349164,1.90663013609079e-05,5.74349670666305e-05,-1
I.g1077.t3__Cnig_chr_I.g70.t2,1839.3795685775,-0.255289237115949,0.231907383114149,-1.10082410351848,0.270973219141937,0.348631738508866,0
I.g1078.t1__Cnig_chr_I.g69.t1,2379.00917352518,-1.09777160366117,0.237012431759564,-4.63170474017496,3.62667111872922e-06,1.20520473152892e-05,-1
I.g1079.t1__Cnig_chr_I.g68.t1,294.327647906305,-0.128910829807192,0.165167468300282,-0.78048559521919,0.435105103075347,0.517484901309497,0
I.g1080.t1__Cnig_chr_I.g67.t1,510.992151923244,-0.193405544192567,0.147945132341142,-1.3072788616431,0.191118020607404,0.25844962408115,0
I.g1081.t2__Cnig_chr_I.g66.t1,248.292494205298,-0.433444026371041,0.228589329681447,-1.89616911242126,0.0579376860825374,0.0914888664380964,0
I.g1082.t1__Cnig_chr_I.g64.t1,65.1663916996693,1.78220062319641,0.349714583799233,5.09615756893784,3.46616660881672e-07,1.28437639502659e-06,1
I.g1083.t2__Cnig_chr_I.g63.t1,4387.24753420555,-0.199534873325004,0.138529417697283,-1.44037906635132,0.149760182910401,0.209464255287538,0
I.g1084.t2__Cnig_chr_I.g60.t2,2584.9672711071,-0.0363412610008437,0.130168535596508,-0.279186216809668,0.780101920660777,0.829928060357858,0
I.g1085.t1__Cnig_chr_I.g59.t1,1307.90288595576,-0.930829082636337,0.148002811869371,-6.28926620298199,3.18970094513152e-10,1.57291622791954e-09,-1
I.g1086.t1__Cnig_chr_I.g58.t1,13363.1472052777,-1.21698429547001,0.205676436076271,-5.91698455441302,3.27897471935891e-09,1.49618320667331e-08,-1
I.g1087.t1__Cnig_chr_I.g57.t1,599.454158979418,1.59303819637529,0.218141296010083,7.30278138762711,2.81878978858973e-13,1.72069941171752e-12,1
I.g1088.t1__Cnig_chr_I.g56.t1,430.467469554448,-0.95829079830934,0.192966449114767,-4.96610059782669,6.8312528769793e-07,2.45259078916582e-06,-1
I.g1089.t2__Cnig_chr_I.g55.t2,1481.8874064479,-0.229081953665288,0.355706078229264,-0.644020351875003,0.519562236760979,0.600579916507028,0
I.g1090.t1__Cnig_chr_I.g54.t1,865.836610241828,0.308887547093811,0.201392694498293,1.53375745760445,0.125089332557457,0.179347801335931,0
I.g1091.t1__Cnig_chr_I.g53.t1,367.088630333781,-0.115051177899303,0.169666466341118,-0.678102045621616,0.497706993809078,0.579149183589434,0
I.g1092.t1__Cnig_chr_I.g52.t2,1096.57361193051,-0.248935580312412,0.14595002930074,-1.70562199613857,0.0880784812976034,0.132154283666844,0
I.g1093.t2__Cnig_chr_I.g51.t2,1237.82959195749,-5.21066666623165,0.245558353461775,-21.2196677196028,6.28667136892679e-100,4.21950233505554e-98,-1
I.g1094.t2__Cnig_chr_I.g50.t1,1943.5129314721,-0.668788232436983,0.167419883705251,-3.99467624535214,6.47827159329153e-05,0.000180651761069581,-1
I.g1095.t1__Cnig_chr_I.g49.t1,1465.47213135204,-0.256976228451621,0.12915838953908,-1.98962087843211,0.0466327144571982,0.0754246306097314,0
I.g1096.t1__Cnig_chr_I.g48.t2,1318.34194181996,-0.369586049274866,0.130850221621386,-2.824496930118,0.00473549019189696,0.0095942087530998,-1
I.g1097.t1__Cnig_chr_I.g47.t2,140.953612966705,0.420377682611258,0.306236152670935,1.37272388953689,0.169838199542983,0.233317752447383,0
I.g1099.t2__Cnig_chr_I.g46.t2,4010.62455391827,-4.36051296043561,0.22259762990649,-19.5892155826969,1.91112027950386e-85,9.4344252928406e-84,-1
I.g1100.t1__Cnig_chr_I.g45.t1,1658.75708932868,-2.23955209045036,0.188737624192131,-11.8659546554986,1.77862038965079e-32,2.51648004247061e-31,-1
I.g1101.t1__Cnig_chr_I.g44.t1,2221.12290275095,0.0361443403861056,0.123189494376192,0.293404405701424,0.769213058303289,0.821025120410751,0
I.g1102.t1__Cnig_chr_I.g43.t1,2899.11256604972,-1.65804008845343,0.386288507396067,-4.29223250681237,1.7688558183561e-05,5.34975816317467e-05,-1
I.g1103.t1__Cnig_chr_I.g42.t1,1526.02802899791,-0.587337562050568,0.126646936242232,-4.63759787230222,3.52481715065003e-06,1.1733602168973e-05,-1
I.g1104.t1__Cnig_chr_I.g41.t3,22.7280863965382,3.08819892185468,0.68509643718002,4.50768498310437,6.55387842209793e-06,2.10010803154008e-05,1
I.g1105.t1__Cnig_chr_I.g40.t1,461.086775699998,0.457192252886294,0.18217776541679,2.50959414196524,0.0120869992493339,0.0225101669303323,1
I.g1109.t1__Cnig_chr_I.g38.t3,704.896935456236,-5.35965064274271,0.447262448138317,-11.983234150445,4.35015390303308e-33,6.28534962129646e-32,-1
I.g1112.t2__Cnig_chr_I.g35.t2,649.563838369581,-0.00843510888874905,0.220083817951754,-0.0383268018850807,0.969427121667178,0.976955956561782,0
I.g1114.t2__Cnig_chr_I.g34.t2,149.711251628393,-1.34252322244327,0.252535061525441,-5.31618546087718,1.05965147845157e-07,4.15714120181474e-07,-1
I.g1115.t3__Cnig_chr_I.g33.t3,2493.92347334669,-0.035669384156589,0.146640712552769,-0.243243390840407,0.807816855013907,0.85209449946307,0
I.g1116.t1__Cnig_chr_I.g29.t1,1403.73590024656,-0.61219600745831,0.129828733729351,-4.71541229643764,2.41221783595917e-06,8.18388147782464e-06,-1
I.g1117.t1__Cnig_chr_I.g28.t1,3424.2343658816,-0.247104434497469,0.122084806783863,-2.02403919870995,0.0429661186891545,0.0701513921078166,0
I.g1119.t1__Cnig_chr_I.g26.t1,1288.61300562404,-0.588368840370933,0.285256085549438,-2.06259873207495,0.0391507683240786,0.0645719910925519,0
I.g1120.t1__Cnig_chr_I.g25.t1,1167.26241167444,-0.938153915935207,0.266831555099422,-3.51590319063144,0.000438260756544903,0.00106620368857643,-1
I.g1121.t1__Cnig_chr_I.g24.t1,589.290496972386,-4.94631430541401,0.370012818892934,-13.3679539001195,9.30658006325946e-41,1.65322233848644e-39,-1
I.g1123.t1__Cnig_chr_I.g22.t2,474.520767023911,-5.39049870296062,0.368467739941067,-14.6294997326571,1.8212131173603e-48,3.95127845924109e-47,-1
I.g1125.t1__Cnig_chr_I.g19.t1,5424.09720132895,0.674328294792761,0.106605821329125,6.3254359507339,2.52518632882944e-10,1.25751694920691e-09,1
I.g1126.t1__Cnig_chr_I.g18.t1,1106.3392319796,0.365653123934729,0.25961261500621,1.40845668815432,0.158995883412212,0.220423169667419,0
I.g1129.t1__Cnig_chr_I.g16.t1,970.734909652116,0.354786572531831,0.162667814649538,2.18104960281299,0.0291797478401532,0.0496872883518657,1
I.g1131.t2__Cnig_chr_I.g9.t1,4.32861969153847,1.90050136407785,1.03376963701887,1.83841863411506,0.0660007413757968,0.102713889348399,0
I.g1132.t1__Cnig_chr_I.g8.t1,808.328715703615,0.467196892098806,0.287066013848366,1.62748939115303,0.103633199952636,0.152253865576307,0
I.g1133.t3__Cnig_chr_I.g6.t1,6133.91849050262,0.369290454926774,0.163285640305088,2.26162235844364,0.0237207454123972,0.0412554450145407,1
I.g1134.t1__Cnig_chr_I.g5.t1,50272.9278310445,-0.624092775140485,0.22873341349819,-2.72847226645102,0.0063628440300184,0.0125334321105972,-1
I.g1135.t1__Cnig_chr_I.g4.t1,6315.45631114616,0.639950021768769,0.124177094338753,5.15352710720543,2.5563210215134e-07,9.61354510574666e-07,1
I.g1141.t1__Cnig_chr_I.g623.t1,820.367312843346,-0.547010052151542,0.186885213880793,-2.92698411389816,0.00342266362920175,0.00711748961353385,-1
I.g1142.t1__Cnig_chr_I.g624.t1,3471.26844700909,0.496765952003428,0.135267705043422,3.6724652927612,0.000240221785081177,0.000610752345909879,1
I.g1143.t2__Cnig_chr_I.g625.t1,3543.50132950573,-0.380825033290342,0.111465610775957,-3.41652488726583,0.000634258661382099,0.0015000476065494,-1
I.g1144.t2__Cnig_chr_I.g1613.t1,1486.48054722254,-0.921496167705404,0.145960917566891,-6.31330758305971,2.73133870304193e-10,1.3557191194516e-09,-1
I.g1147.t1__Cnig_chr_I.g632.t2,777.452083274136,0.0253457134751651,0.183155026958238,0.138383935707887,0.889936992310926,0.917894891766568,0
I.g1148.t1__Cnig_chr_I.g633.t1,200.112273420419,-0.165827954387675,0.242653052439546,-0.683395295136411,0.494357092192876,0.575939750417096,0
I.g1149.t1__Cnig_chr_I.g635.t1,178.051722220571,0.168112351173759,0.256729728251187,0.654822300163371,0.512582171114813,0.593619386437682,0
I.g1150.t1__Cnig_chr_I.g639.t1,247.590826556302,-3.71846773948917,0.229569739934008,-16.1975517355121,5.24750133108989e-59,1.41020129459763e-57,-1
I.g1151.t1__Cnig_chr_I.g640.t1,2082.95255610398,-2.51510935749862,0.351302014891129,-7.1593934873333,8.10347780333674e-13,4.7983435493465e-12,-1
I.g1152.t1__Cnig_chr_I.g641.t1,771.67032371858,-5.15127495945357,0.319622100473911,-16.1167671190936,1.9452280214844e-58,5.14635568790775e-57,-1
I.g1154.t1__Cnig_chr_I.g644.t3,3889.52642886958,-0.778518581960739,0.174816867513315,-4.45333790174132,8.4545541841088e-06,2.67393920052188e-05,-1
I.g1155.t1__Cnig_chr_I.g645.t1,209.555935914322,-0.168198764339481,0.387130877015684,-0.434475197731816,0.66394340169573,0.730005555850898,0
I.g1156.t1__Cnig_chr_I.g646.t2,1154.4917131053,-0.75474607149976,0.133370466567608,-5.65901950352079,1.52240255442792e-08,6.50650401633641e-08,-1
I.g1158.t1__Cnig_chr_I.g647.t1,758.308331429956,0.304803201038801,0.14476387517741,2.10551976910857,0.0352460883189519,0.0588226302481283,0
I.g1159.t1__Cnig_chr_I.g648.t1,99775.5147167928,0.0479802390243565,0.107442398919964,0.446567086240304,0.655187664581471,0.72230742782276,0
I.g1160.t1__Cnig_chr_I.g649.t1,440.251343892023,-0.57262709283191,0.169145301743526,-3.3854153022836,0.000710706384321403,0.00166753478325799,-1
I.g1161.t1__Cnig_chr_I.g650.t3,1213.50431331836,-0.209112512823985,0.292747481527378,-0.714310202543721,0.475035384790492,0.557049411977834,0
I.g1162.t2__Cnig_chr_I.g651.t2,7590.27118370224,0.902931455489384,0.221973162053695,4.06775056558849,4.74691539044705e-05,0.000134715105592254,1
I.g1163.t2__Cnig_chr_I.g653.t1,6000.40318487808,-0.912847561155279,0.152376619722729,-5.9907324549943,2.08898054524945e-09,9.70417999625767e-09,-1
I.g1165.t1__Cnig_chr_I.g655.t1,407.099380388165,-0.395653065633209,0.157577227186878,-2.51085180705703,0.0120440245530087,0.0224364006746984,-1
I.g1166.t1__Cnig_chr_I.g657.t2,544.671296287095,0.0826496691503286,0.139656232182799,0.591807954851214,0.553979195746391,0.632634862295246,0
I.g1167.t1__Cnig_chr_I.g656.t1,666.775895486191,-0.521374104940415,0.190617012816718,-2.73519187629766,0.00623439233149555,0.0123124504300082,-1
I.g1168.t3__Cnig_chr_I.g658.t2,1261.65679217657,0.419590972836659,0.16937149490916,2.47734114327621,0.0132365317579831,0.0244274339973615,1
I.g1169.t1__Cnig_chr_I.g659.t1,188.91971955911,-0.511773443797492,0.25502080324715,-2.00679096481989,0.0447719253230334,0.0727163526673418,0
I.g1170.t1__Cnig_chr_I.g660.t2,4839.34887739214,1.76587542590994,0.155419418941018,11.3619999221596,6.46474919936231e-30,8.4613071893671e-29,1
I.g1171.t1__Cnig_chr_I.g662.t1,194.662618497303,-0.583411574759611,0.27464997612071,-2.12420034765704,0.0336533941803588,0.0564619499701254,0
I.g1172.t1__Cnig_chr_I.g663.t2,2761.38080508551,2.07262782441788,0.176940897410884,11.7136730668033,1.08476300326858e-31,1.49291877975095e-30,1
I.g1173.t2__Cnig_chr_I.g666.t3,194.740917212513,-0.295435830289988,0.174980511164438,-1.68839277199477,0.091335857049311,0.13646792984942,0
I.g1175.t2__Cnig_chr_I.g668.t2,2844.05865603669,0.0033714553366597,0.188976103399026,0.0178406437428801,0.985765980894373,0.990068197012828,0
I.g1176.t1__Cnig_chr_I.g674.t1,7.95239450485684,6.31684256434067,1.39693951548145,4.52191558355594,6.12825006591986e-06,1.97533492188687e-05,1
I.g1180.t1__Cnig_chr_I.g698.t1,706.318106800085,0.656912674459064,0.178278034274929,3.6847650756908,0.000228913680377903,0.000583526453722906,1
I.g1181.t1__Cnig_chr_I.g697.t1,1596.10773338996,-0.29081543499913,0.14281402013389,-2.03632272746393,0.0417179590968014,0.068351033272477,0
I.g1182.t2__Cnig_chr_I.g696.t1,600.927760145405,0.0767816231473918,0.138546969346336,0.554192008021882,0.579447447245538,0.655825315306445,0
I.g1183.t1__Cnig_chr_I.g695.t1,1840.00365278781,0.0565798321987179,0.120267880925051,0.470448400383618,0.638034691385373,0.708147822590886,0
I.g1184.t1__Cnig_chr_I.g694.t2,2069.80384070373,0.296595248282182,0.214521118727663,1.38259230625546,0.166789909472902,0.229778818662112,0
I.g1185.t1__Cnig_chr_I.g693.t1,95.4979426999212,2.81245347804274,0.434445616192934,6.47366062221641,9.56566243143100e-11,4.90523713316701e-10,1
I.g1186.t1__Cnig_chr_I.g692.t1,219.556939959573,-0.0291876447379932,0.186818319168424,-0.156235453075024,0.875847432340384,0.907070634359816,0
I.g1187.t1__Cnig_chr_I.g691.t1,46694.456128543,-0.327930007944138,0.133004685661808,-2.4655522947362,0.0136802204215832,0.0251508572721726,-1
I.g1188.t1__Cnig_chr_I.g690.t1,43401.5899685838,-0.205921528907609,0.146555595638502,-1.40507449074508,0.159999128688235,0.221588547304046,0
I.g1189.t1__Cnig_chr_I.g689.t1,1177.78506594616,-0.477852115481485,0.198420032328975,-2.40828564471363,0.0160276352778309,0.0290802662144234,-1
I.g1190.t1__Cnig_chr_I.g688.t1,238.804235721294,-0.518405872847353,0.285464782896289,-1.8160064004662,0.0693693903175532,0.107197226162715,0
I.g1191.t1__Cnig_chr_I.g687.t1,70.6784462733783,0.545912411171593,0.513245804597306,1.06364709907355,0.287488597482892,0.366488785619799,0
I.g1195.t1__Cnig_chr_I.g683.t2,20.3456263522431,-0.341961705362116,0.655431468997761,-0.521735256143589,0.601854673651215,0.675197194606653,0
I.g1196.t1__Cnig_chr_I.g682.t3,2507.24458032024,0.01390223826069,0.165844247854229,0.0838270753466806,0.933193920764463,0.950147994807125,0
I.g1197.t1__Cnig_chr_I.g680.t1,1794.74826922103,2.27365058233584,0.197451304237143,11.5149939936844,1.10867266502734e-30,1.48824286315246e-29,1
I.g1198.t1__Cnig_chr_I.g702.t1,1563.76241091767,-0.850758723220436,0.222696799195959,-3.82025573017698,0.00013331337777069,0.000352835037320445,-1
I.g1199.t1__Cnig_chr_I.g704.t1,8254.35365744649,1.04380192375091,0.233363884656595,4.47285116669575,7.71835006328142e-06,2.45248413274742e-05,1
I.g1200.t1__Cnig_chr_I.g705.t1,1332.3000011713,-1.04714271614505,0.164467061613128,-6.36688407924632,1.92906854231197e-10,9.71665762994474e-10,-1
I.g1201.t1__Cnig_chr_I.g706.t1,631.995571098037,-1.2048342913918,0.146513079373513,-8.22339067981947,1.97829090638575e-16,1.46251837219239e-15,-1
I.g1211.t2__Cnig_chr_I.g751.t1,2301.88781897717,0.737882974050898,0.111723012638867,6.60457462274161,3.9866036369585e-11,2.09154696009086e-10,1
I.g1212.t1__Cnig_chr_I.g752.t1,6976.70865891901,-0.126115236096372,0.179486347384801,-0.702645287142612,0.482276832303635,0.564278389019925,0
I.g1213.t3__Cnig_chr_I.g753.t3,674.754777681653,-0.0126071474625642,0.194578351634668,-0.0647921382653855,0.94833950105431,0.961321754472507,0
I.g1217.t1__Cnig_chr_I.g763.t1,5068.83724920631,0.0670549036431977,0.223490419371964,0.300034801633244,0.764150609922921,0.816848584669684,0
I.g1218.t2__Cnig_chr_I.g766.t1,225.097713283684,-0.66695927449651,0.391124612577474,-1.70523473350683,0.0881506544988678,0.132245393916216,0
I.g1221.t1__Cnig_chr_I.g778.t1,268.224973404396,0.658134274747914,0.379100290155397,1.73604265635919,0.0825562924679147,0.124897788682583,0
I.g1222.t1__Cnig_chr_I.g779.t1,278.235959674811,0.911562454160649,0.207147100988273,4.40055617390588,1.0797377033737e-05,3.36338047747296e-05,1
I.g1226.t1__Cnig_chr_I.g549.t1,1352.23235114122,-1.72203373773328,0.255634621940728,-6.73630873885522,1.62460898232207e-11,8.78384816830881e-11,-1
I.g1232.t1__Cnig_chr_I.g788.t1,779.521471942142,-0.287323829315093,0.156639282067409,-1.83430251673041,0.0666091007942986,0.103577835919005,0
I.g1233.t1__Cnig_chr_I.g787.t1,550.379778882289,-0.684495115583555,0.178037099640573,-3.84467685086668,0.000120711403934706,0.000322425579025753,-1
I.g1234.t1__Cnig_chr_I.g786.t1,687.241038283538,0.0279557982242878,0.189054868921322,0.147871347528859,0.882444300941991,0.912376961628064,0
I.g1235.t2__Cnig_chr_I.g785.t1,709.299594002273,-0.623536334172822,0.216652147526806,-2.87805286626883,0.00400138076583922,0.00820695663624256,-1
I.g1236.t2__Cnig_chr_I.g784.t1,1052.96905143923,-0.316217239238346,0.141975430324859,-2.22726734136179,0.0259294118397342,0.0447189027455265,-1
I.g1237.t1__Cnig_chr_I.g783.t1,3597.75427591086,1.40644642316378,0.187436271803772,7.50359794093747,6.20895522353124e-14,3.95313153834641e-13,1
I.g1241.t1__Cnig_chr_I.g794.t1,454.695772982724,0.525106177678652,0.231918154626391,2.26418746097981,0.0235625874661008,0.0410117851591242,1
I.g1242.t1__Cnig_chr_I.g795.t3,4953.47457428993,0.419717791412287,0.175518953700056,2.3912961111285,0.0167890060944146,0.0302860066247053,1
I.g1243.t1__Cnig_chr_I.g798.t1,3008.30099398441,-0.168284398617277,0.354864260063875,-0.474221885819063,0.635341688094717,0.705676245234411,0
I.g1244.t1__Cnig_chr_I.g799.t1,139.822434952451,-0.663650361922732,0.22646357120489,-2.93049499481001,0.00338422445475285,0.00705046761406843,-1
I.g1245.t1__Cnig_chr_I.g800.t1,540.608725549743,-0.659585681470189,0.140728225992287,-4.68694660804108,2.77311275059385e-06,9.35239139278249e-06,-1
I.g1246.t1__Cnig_chr_I.g803.t1,3989.88528142502,0.130561017871454,0.127357015025036,1.02515764715268,0.305288808589537,0.385510675943577,0
I.g1247.t1__Cnig_chr_I.g804.t1,1765.05732414571,-1.38632998507461,0.140578446863244,-9.86161119295372,6.10615792097182e-23,6.11288770560184e-22,-1
I.g1248.t3__Cnig_chr_I.g805.t1,1451.3461696989,-1.06709103238773,0.228378988043522,-4.67245713596199,2.97617641283622e-06,1.00124453394799e-05,-1
I.g1249.t1__Cnig_chr_I.g806.t1,6364.70359656685,0.757136136612691,0.166459588459879,4.54846815144674,5.40378192734415e-06,1.7555204759195e-05,1
I.g1252.t1__Cnig_chr_I.g809.t3,1531.20586055708,0.862567716866025,0.158111226255912,5.45544890955378,4.88492759549915e-08,1.98737349921397e-07,1
I.g1254.t3__Cnig_chr_I.g811.t1,4297.75347798061,0.842857672876654,0.143454277833703,5.87544467550645,4.21709791521916e-09,1.90132227315887e-08,1
I.g1255.t1__Cnig_chr_I.g814.t1,235.273193805831,-0.00926476882610813,0.401939641131016,-0.0230501495200574,0.981610270027545,0.986795126221306,0
I.g1256.t3__Cnig_chr_I.g815.t2,87.3843782923556,0.608456139200749,0.235484200494879,2.58385122195908,0.00977039308159838,0.0184916801968021,1
I.g1258.t2__Cnig_chr_I.g818.t1,7400.27276072871,-0.281302350406632,0.105101687480832,-2.67647796290555,0.00744004583757371,0.0144074224754039,-1
I.g1259.t1__Cnig_chr_I.g819.t1,659.584690855404,-0.0524779053382376,0.225943419928434,-0.232261268572724,0.816335093110225,0.85934989134102,0
I.g1263.t1__Cnig_chr_I.g825.t1,2181.99036820552,1.02174840608696,0.26569555299509,3.84556081036794,0.000120277029804944,0.000321517467351847,1
I.g1264.t3__Cnig_chr_I.g830.t1,1783.35181950766,0.00142468009786228,0.128177388690197,0.0111149096765087,0.991131767773472,0.993976912697892,0
I.g1265.t1__Cnig_chr_I.g831.t1,746.932332749508,0.355252844308999,0.184207582850932,1.92854625640728,0.0537872164995926,0.0857135467610467,0
I.g1266.t2__Cnig_chr_I.g833.t1,2159.70335205399,0.520234397200486,0.177980164862545,2.92299087149551,0.00346686680173505,0.00720061892890854,1
I.g1268.t1__Cnig_chr_I.g835.t2,677.283330991553,-0.598530895234071,0.209025987216304,-2.86342814692557,0.0041908385321935,0.00856331358745297,-1
I.g1269.t1__Cnig_chr_I.g836.t1,1273.58934140103,0.66802436551259,0.170100676583071,3.92722932637103,8.59300405019219e-05,0.000235052560096102,1
