,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,HF1F
I.g1057.t1__Cnig_chr_I.g579.t1,1918.50320069837,1.60125713221265,0.201602535660279,7.94264381134041,1.97916677914966e-15,8.13279332294923e-15,1
I.g1059.t1__Cnig_chr_I.g578.t1,1714.42704326633,1.34700634010367,0.199419640921949,6.75463226127702,1.43197987434954e-11,4.54166003454934e-11,1
I.g1060.t1__Cnig_chr_I.g577.t3,514.685381951906,1.55279413083349,0.222766152924391,6.97051194918524,3.15789697786479e-12,1.04893617733417e-11,1
I.g1061.t1__Cnig_chr_I.g576.t1,9723.2536306987,-0.502831378647853,0.167872506832684,-2.99531703037602,0.00274159727718828,0.00437358450753704,-1
I.g1063.t1__Cnig_chr_I.g575.t1,646.958050845758,3.45386275107485,0.686146485273205,5.03371047612321,4.81076074419212e-07,1.10082618608072e-06,1
I.g1065.t1__Cnig_chr_I.g569.t3,1622.2451754577,1.61709847249297,0.189395097834766,8.5382277101162,1.36296126588755e-17,6.48036941149047e-17,1
I.g1066.t1__Cnig_chr_I.g568.t1,1049.08360197993,1.05904118811289,0.206300142994513,5.13349711125044,2.84407397964423e-07,6.62029660811921e-07,1
I.g1067.t1__Cnig_chr_I.g567.t1,1633.7913464586,0.986470086782324,0.155153732137087,6.35801713045951,2.04374684099186e-10,5.96782839613956e-10,1
I.g1069.t2__Cnig_chr_I.g566.t1,10983.3963635319,1.95116432102661,0.18142709903992,10.7545362922729,5.64170555809059e-27,5.15780624914832e-26,1
I.g1070.t1__Cnig_chr_I.g564.t2,282.42869761926,-0.474946656005517,0.211167471820295,-2.24914685917962,0.0245031541007809,0.0345744732919865,-1
I.g1071.t1__Cnig_chr_I.g563.t1,115.622204076039,0.498665776797926,0.252842264162974,1.97224059216817,0.0485821478290342,0.0652777685664928,0
I.g1072.t1__Cnig_chr_I.g562.t3,372.850850274491,0.769590921545209,0.284337360119028,2.70661203727518,0.00679736419214386,0.0103352712384623,1
I.g1075.t1__Cnig_chr_I.g72.t1,13.5710247969672,-3.45148274844403,0.822876292979701,-4.19441266918255,2.73579526133055e-05,5.39085824531243e-05,-1
I.g1077.t3__Cnig_chr_I.g70.t2,320.194730837098,-4.68075620249508,0.257280807740477,-18.1931806091678,5.84478389585021e-74,4.14675240777456e-72,-1
I.g1078.t1__Cnig_chr_I.g69.t1,149.356593076598,-3.52175050519572,0.287831017477144,-12.2354794700865,2.00914912832187e-34,3.03421612261647e-33,-1
I.g1079.t1__Cnig_chr_I.g68.t1,161.036141413421,-0.290854033102208,0.233335558142352,-1.24650539942465,0.212578908180468,0.255520573457146,0
I.g1080.t1__Cnig_chr_I.g67.t1,238.197285953643,0.436486115742076,0.237911215708923,1.83465968361955,0.0665561294361271,0.0874954251282497,0
I.g1081.t2__Cnig_chr_I.g66.t1,80.2257103861472,-0.782705686678352,0.314690589856158,-2.48722304354928,0.0128744653793953,0.0188819947672397,-1
I.g1082.t1__Cnig_chr_I.g64.t1,39.9204732399966,-0.684782368841381,0.430818089374196,-1.58949307313463,0.111949116676536,0.141594323803878,0
I.g1083.t2__Cnig_chr_I.g63.t1,6352.46976149578,0.649422257759105,0.158403105141649,4.09980762169006,4.13493713863819e-05,8.02023546953289e-05,1
I.g1084.t2__Cnig_chr_I.g60.t2,5827.63382165363,0.954469398965372,0.158735033194565,6.0129725603513,1.82151878891528e-09,4.97448455144425e-09,1
I.g1085.t1__Cnig_chr_I.g59.t1,1721.56012441022,1.2050710649304,0.201193591667986,5.98960958418115,2.1034536274866e-09,5.7214946712505e-09,1
I.g1086.t1__Cnig_chr_I.g58.t1,2111.56553826105,-0.122974504309125,0.226363261855852,-0.543261761210329,0.586949588304912,0.633853439978556,0
I.g1087.t1__Cnig_chr_I.g57.t1,114.176854346789,-1.75608070229829,0.27256130233596,-6.44288344401047,1.17224721286587e-10,3.49569867199187e-10,-1
I.g1088.t1__Cnig_chr_I.g56.t1,210.4463573924,-1.07952876527359,0.230509428709616,-4.68323040544048,2.82388786918339e-06,6.03972374847168e-06,-1
I.g1089.t2__Cnig_chr_I.g55.t2,767.355449483188,-3.12062564105074,0.670078817975048,-4.65710235473663,3.20691029158449e-06,6.82997685928141e-06,-1
I.g1090.t1__Cnig_chr_I.g54.t1,4440.10790327184,1.60529821972055,0.178100071503438,9.01346196084797,1.99652203226896e-19,1.07880297991146e-18,1
I.g1091.t1__Cnig_chr_I.g53.t1,652.115296869237,0.251454359201509,0.215422258373029,1.16726266403765,0.243104311483832,0.28879104657127,0
I.g1092.t1__Cnig_chr_I.g52.t2,1181.02963023257,1.53007487698632,0.186600982375678,8.19971501492883,2.40957574969082e-16,1.06086751332541e-15,1
I.g1093.t2__Cnig_chr_I.g51.t2,28.6158649110746,-0.932765667779415,0.498657380679215,-1.87055422003161,0.0614068950665813,0.0812673394148422,0
I.g1094.t2__Cnig_chr_I.g50.t1,2426.25564181475,0.328940170650827,0.180873144641475,1.81862360663242,0.0689688737741569,0.0904490226775358,0
I.g1095.t1__Cnig_chr_I.g49.t1,1730.37469390755,1.7819525340905,0.176901273248659,10.0731470235701,7.2616618480341e-24,5.3181912738667e-23,1
I.g1096.t1__Cnig_chr_I.g48.t2,2544.52879564684,1.19734305743332,0.203787105614269,5.87546034291132,4.21669906505336e-09,1.12187255203431e-08,1
I.g1097.t1__Cnig_chr_I.g47.t2,68.7514166362081,2.48795602789645,0.359285243478532,6.92473758122802,4.36784427268176e-12,1.43266974915654e-11,1
I.g1099.t2__Cnig_chr_I.g46.t2,270.328214555591,-0.776917894179476,0.26086500290295,-2.97823734703314,0.00289911387889618,0.00461190345186543,-1
I.g1100.t1__Cnig_chr_I.g45.t1,1166.06531544679,1.96736332132731,0.312808188672479,6.28936003778088,3.18777366388952e-10,9.19217884197778e-10,1
I.g1101.t1__Cnig_chr_I.g44.t1,5510.68139750574,1.69080178785149,0.189939423328215,8.90179488925683,5.49507446083346e-19,2.88010405176889e-18,1
I.g1102.t1__Cnig_chr_I.g43.t1,4307.26764733051,-0.351872457894637,0.289311404137188,-1.21624122956378,0.223893042044928,0.267932093361681,0
I.g1103.t1__Cnig_chr_I.g42.t1,2605.89260034635,0.656379223424963,0.152217574641108,4.31211195535433,1.61702514594377e-05,3.24740034469203e-05,1
I.g1104.t1__Cnig_chr_I.g41.t3,44.551580818981,-1.21343587560196,0.376759526114914,-3.22071717234259,0.00127870270324192,0.00212472410631391,-1
I.g1105.t1__Cnig_chr_I.g40.t1,751.775472742718,1.64965290633927,0.178234214468701,9.25553441720897,2.13161367844359e-20,1.23089620719621e-19,1
I.g1109.t1__Cnig_chr_I.g38.t3,6.97483584499926,-0.634943704599176,0.988675970827122,-0.642216179349423,0.520732829304581,0.570853259358362,0
I.g1112.t2__Cnig_chr_I.g35.t2,601.030604665984,-1.53965740151552,0.208788121368224,-7.37425765137349,1.65263306858603e-13,5.98091595650343e-13,-1
I.g1114.t2__Cnig_chr_I.g34.t2,38.5752239466569,-0.290596862447796,0.39269802723029,-0.740000820725747,0.459299496330939,0.509640652277038,0
I.g1115.t3__Cnig_chr_I.g33.t3,1862.59472688697,1.17545258575249,0.222643268141139,5.27953346879252,1.29513221687464e-07,3.0897182238645e-07,1
I.g1116.t1__Cnig_chr_I.g29.t1,1808.68812938245,1.83998862784314,0.190579177391432,9.65472016947566,4.69439152776883e-22,3.03786229887254e-21,1
I.g1117.t1__Cnig_chr_I.g28.t1,4310.22667595664,1.66796792750341,0.201440437648224,8.28020404927925,1.22964398483096e-16,5.51719708872441e-16,1
I.g1119.t1__Cnig_chr_I.g26.t1,1471.85260212644,0.00802846357745241,0.323733978665629,0.0247995703464438,0.98021483376798,0.984188580053617,0
I.g1120.t1__Cnig_chr_I.g25.t1,2947.47050836144,0.402365184257315,0.17592029377721,2.28720163898134,0.0221840564069249,0.0314716951025964,1
I.g1121.t1__Cnig_chr_I.g24.t1,11.3924098030284,-2.20538278919513,0.836799696048166,-2.63549664227912,0.00840142570019013,0.0126304183741298,-1
I.g1123.t1__Cnig_chr_I.g22.t2,12.5914298021895,-2.03551216006199,0.74059422166325,-2.74848506850427,0.00598713617998667,0.00916265240352527,-1
I.g1125.t1__Cnig_chr_I.g19.t1,832.625310205824,-1.04441847267123,0.220293283843415,-4.74103637863789,2.12627746201165e-06,4.58729040030452e-06,-1
I.g1126.t1__Cnig_chr_I.g18.t1,112.854469709191,-5.29102445610668,0.439437730778296,-12.0404418772499,2.17785946117592e-33,3.07109747206401e-32,-1
I.g1129.t1__Cnig_chr_I.g16.t1,3274.80555205553,1.35114748605319,0.230525526882536,5.86116212085125,4.59638944579195e-09,1.22026928533576e-08,1
I.g1131.t2__Cnig_chr_I.g9.t1,10.806410252329,-3.15540626388862,0.847982512724142,-3.72107468791058,0.000198376751130214,0.000361558483261409,-1
I.g1132.t1__Cnig_chr_I.g8.t1,235.806294747343,-1.42565760931136,0.244452133930698,-5.83205221565188,5.47497789275229e-09,1.44563188321519e-08,-1
I.g1133.t3__Cnig_chr_I.g6.t1,4762.87293814045,-0.627976935521186,0.184803877038138,-3.39807230013681,0.000678624828372571,0.00116455371782454,-1
I.g1134.t1__Cnig_chr_I.g5.t1,77638.5482460274,-0.370051020118214,0.177932030189404,-2.07973246707917,0.037550078393729,0.0514957382341062,0
I.g1135.t1__Cnig_chr_I.g4.t1,7148.15343118743,1.02409392418023,0.195758866996852,5.23140504382206,1.6822644382198e-07,3.97567768518912e-07,1
I.g1141.t1__Cnig_chr_I.g623.t1,478.53361793062,-0.381196991483651,0.217137489484013,-1.75555585721054,0.0791642751746764,0.10275138222291,0
I.g1142.t1__Cnig_chr_I.g624.t1,985.659903183833,-0.142629461311627,0.21812709962541,-0.653882353712878,0.513187603596553,0.563443341355062,0
I.g1143.t2__Cnig_chr_I.g625.t1,4079.51237096436,1.02627036026615,0.150841834624295,6.8036189219145,1.02023195858064e-11,3.27696291907227e-11,1
I.g1144.t2__Cnig_chr_I.g1613.t1,1349.57216713428,4.6091464197341,0.184783116750513,24.943547336942,2.50897299593342e-137,6.21404184556455e-135,1
I.g1147.t1__Cnig_chr_I.g632.t2,85.6206364651929,-4.12601331908428,0.400240868880348,-10.3088256095051,6.42820128995748e-25,5.0850730529501e-24,-1
I.g1148.t1__Cnig_chr_I.g633.t1,6.82926419858226,-6.2289478446023,1.44734196664056,-4.30371535419536,1.67957429685442e-05,3.3690415361141e-05,-1
I.g1149.t1__Cnig_chr_I.g635.t1,144.424175102829,-0.939844530902952,0.239345914196349,-3.92672059624944,8.61119147623294e-05,0.000162400180381068,-1
I.g1150.t1__Cnig_chr_I.g639.t1,6.99288491057798,3.30054592312148,1.06447090085988,3.10064457417794,0.00193099921709348,0.00313928527691221,1
I.g1151.t1__Cnig_chr_I.g640.t1,460.607673120505,-0.591820290343096,0.211692922219271,-2.79565459316628,0.00517947235884926,0.00799668734809528,-1
I.g1152.t1__Cnig_chr_I.g641.t1,32.5056482069032,-4.27819935592712,0.690783959868135,-6.19325231110432,5.89352719948067e-10,1.66801636217174e-09,-1
I.g1154.t1__Cnig_chr_I.g644.t3,3344.78543975729,1.98160895727005,0.197222314768002,10.0475899981251,9.41415383442006e-24,6.83944552173173e-23,1
I.g1155.t1__Cnig_chr_I.g645.t1,179.272980763552,-0.940896387513189,0.266834821646382,-3.52613793697472,0.00042166728725841,0.000741633542547974,-1
I.g1156.t1__Cnig_chr_I.g646.t2,970.969842436712,2.65503337409934,0.196464031396136,13.5140939297226,1.29135806549013e-41,2.88375074886993e-40,1
I.g1158.t1__Cnig_chr_I.g647.t1,2952.61775912409,0.471446065717256,0.154413608579808,3.05313806246287,0.00226461721894138,0.00364856484404724,1
I.g1159.t1__Cnig_chr_I.g648.t1,111366.352225938,0.505452823221847,0.195086116946457,2.59092154343598,0.00957193109267659,0.0142766719965444,1
I.g1160.t1__Cnig_chr_I.g649.t1,252.795561246674,-0.0909147236165451,0.209493164668563,-0.433974653828828,0.664306846815733,0.705699747900173,0
I.g1161.t1__Cnig_chr_I.g650.t3,8106.80487268067,0.450418019680194,0.280350983636397,1.60662186320119,0.10813734349326,0.137193526410095,0
I.g1162.t2__Cnig_chr_I.g651.t2,16650.418859926,-0.5701532334513,0.171400084236898,-3.32644663501607,0.000879608609221238,0.00149030204910593,-1
I.g1163.t2__Cnig_chr_I.g653.t1,13020.1782404811,1.3281391188691,0.194552173662609,6.82664754582674,8.69218931450522e-12,2.80248527437136e-11,1
I.g1165.t1__Cnig_chr_I.g655.t1,1787.65352639465,1.45471079127127,0.170744078430851,8.51983157858331,1.59785511756747e-17,7.5655135250275e-17,1
I.g1166.t1__Cnig_chr_I.g657.t2,1079.90346598076,1.32770393613318,0.173500905642956,7.65243230986607,1.97212926517736e-14,7.58023274555473e-14,1
I.g1167.t1__Cnig_chr_I.g656.t1,2479.96012667007,-0.263155180501437,0.208055962018768,-1.26482883714574,0.205932691656168,0.248139330007989,0
I.g1168.t3__Cnig_chr_I.g658.t2,399.73328742658,0.159247342725419,0.221785289959368,0.718024819205071,0.472741983714899,0.522913211534039,0
I.g1169.t1__Cnig_chr_I.g659.t1,62.7274659542225,-0.363040181731827,0.316716665914946,-1.1462616931858,0.251686887976212,0.29776609241028,0
I.g1170.t1__Cnig_chr_I.g660.t2,1382.41116554927,-1.04637852994333,0.254842427772599,-4.10598242643112,4.02600090062176e-05,7.81450331551291e-05,-1
I.g1171.t1__Cnig_chr_I.g662.t1,60.9287488510786,-0.114962119131711,0.340325970250031,-0.337800018750406,0.735513895755901,0.770172210622406,0
I.g1172.t1__Cnig_chr_I.g663.t2,5075.79335481994,1.79540717673136,0.192412508548584,9.33103149205097,1.04845517211078e-20,6.15605877348839e-20,1
I.g1173.t2__Cnig_chr_I.g666.t3,711.981194894334,3.28032112824283,0.228086346594464,14.3819267449411,6.71974136660832e-47,1.86428343983582e-45,1
I.g1175.t2__Cnig_chr_I.g668.t2,5092.99101212763,1.84466228751821,0.188267744542136,9.79807928333345,1.14746751167277e-22,7.74185361268277e-22,1
I.g1176.t1__Cnig_chr_I.g674.t1,46.9463894799393,0.176132258254537,0.41215878947293,0.427340779217098,0.669131134814374,0.710002303587642,0
I.g1180.t1__Cnig_chr_I.g698.t1,933.863365024374,0.842334272733613,0.198469817895538,4.24414292140362,2.19430472655171e-05,4.35662716587777e-05,1
I.g1181.t1__Cnig_chr_I.g697.t1,3868.37971851208,1.55942871825601,0.204739457848934,7.61664964164664,2.60344732818917e-14,9.91172708345246e-14,1
I.g1182.t2__Cnig_chr_I.g696.t1,1979.60605592049,1.30201533762966,0.181688797911761,7.16618389572921,7.71171691707964e-13,2.67164312930974e-12,1
I.g1183.t1__Cnig_chr_I.g695.t1,3694.94914096632,0.950036657232527,0.16418243259483,5.78646961320783,7.18810824670909e-09,1.87723179709876e-08,1
I.g1184.t1__Cnig_chr_I.g694.t2,7244.75593660801,2.29947705953709,0.205486305699713,11.1904151067732,4.54301765443143e-29,4.80473497582802e-28,1
I.g1185.t1__Cnig_chr_I.g693.t1,53.0451422178718,-1.00458944658656,0.402255950852153,-2.4973886513261,0.0125111750267501,0.0183967213098435,-1
I.g1186.t1__Cnig_chr_I.g692.t1,1299.73748339348,1.29449541522932,0.170808284695307,7.57864536570042,3.49181520574805e-14,1.31943153211373e-13,1
I.g1187.t1__Cnig_chr_I.g691.t1,50775.319239364,-0.0908784658383754,0.200075046476564,-0.454221890429602,0.649669128884025,0.692201241584528,0
I.g1188.t1__Cnig_chr_I.g690.t1,43123.8145080395,0.0985569044887211,0.205262813445784,0.480149827600181,0.631120859692618,0.674602036309859,0
I.g1189.t1__Cnig_chr_I.g689.t1,3085.2152346451,1.65145382840036,0.168942656357974,9.77523299326537,1.43826019912427e-22,9.63224210052643e-22,1
I.g1190.t1__Cnig_chr_I.g688.t1,937.969781395374,0.734716744165551,0.247186615330101,2.97231605030227,0.00295562260938796,0.00469740884203509,1
I.g1191.t1__Cnig_chr_I.g687.t1,29.8518994622377,-1.08750396535925,0.459871515276837,-2.36479957821389,0.0180398305876519,0.0259491628579719,-1
I.g1195.t1__Cnig_chr_I.g683.t2,11.247828478702,-0.620583232796991,0.723869563539617,-0.857313615677429,0.391271585691132,0.441948718099884,0
I.g1196.t1__Cnig_chr_I.g682.t3,6890.88489239193,1.90143593695031,0.207794695818838,9.1505508812797,5.66439511492872e-20,3.18056019190268e-19,1
I.g1197.t1__Cnig_chr_I.g680.t1,7074.5284315102,1.76598562016757,0.211199061818073,8.36171148188523,6.18148669407756e-17,2.8199669037751e-16,1
I.g1198.t1__Cnig_chr_I.g702.t1,2070.52833021108,0.470683403451833,0.18278681072648,2.57504029738863,0.0100228408526663,0.014910029277604,1
I.g1199.t1__Cnig_chr_I.g704.t1,1067.76160666015,-3.76106691845492,0.233190900543543,-16.1287036058795,1.60351104109019e-58,6.76254718319831e-57,-1
I.g1200.t1__Cnig_chr_I.g705.t1,141.132530779777,-0.945435209816213,0.291072878797019,-3.24810478297951,0.00116176478779111,0.00193750733830687,-1
I.g1201.t1__Cnig_chr_I.g706.t1,119.682898982996,-1.93632688421886,0.291620168982365,-6.63989356763579,3.13909738097987e-11,9.74715854198947e-11,-1
I.g1211.t2__Cnig_chr_I.g751.t1,4177.09677334133,1.27461390932415,0.175319346586908,7.27024104377613,3.58846593666334e-13,1.26834673038993e-12,1
I.g1212.t1__Cnig_chr_I.g752.t1,12457.1417134118,2.45581725160868,0.210126293579146,11.6873391224772,1.47949518319506e-31,1.83549029011686e-30,1
I.g1213.t3__Cnig_chr_I.g753.t3,190.805081250787,-1.08756964249955,0.243018426552561,-4.47525588050141,7.63198551954921e-06,1.57591188035924e-05,-1
I.g1217.t1__Cnig_chr_I.g763.t1,11865.8001768631,2.3982622731515,0.191281586112817,12.5378627493031,4.63323104781476e-36,7.65945064724911e-35,1
I.g1218.t2__Cnig_chr_I.g766.t1,332.719188098271,7.26608224057048,0.451285844765656,16.100842348254,2.51655103688826e-58,1.05803883408925e-56,1
I.g1221.t1__Cnig_chr_I.g778.t1,222.408471620972,-1.18339060552596,0.264846669753558,-4.46821025398247,7.8876758988231e-06,1.62698245145016e-05,-1
I.g1222.t1__Cnig_chr_I.g779.t1,132.133752885268,-0.576124529093417,0.257040442833471,-2.2413769706531,0.025001666955627,0.0352340893099059,-1
I.g1226.t1__Cnig_chr_I.g549.t1,1510.28170086105,1.81608518452553,0.174354324261326,10.4160604689307,2.09450129306656e-25,1.70743845686132e-24,1
I.g1232.t1__Cnig_chr_I.g788.t1,2204.59418258812,1.21732361886095,0.181283447695013,6.71502905719749,1.88028747298245e-11,5.9248845609454e-11,1
I.g1233.t1__Cnig_chr_I.g787.t1,1713.58463637225,0.840997139943865,0.224532435841441,3.7455485520041,0.000180000029567288,0.000329166385120901,1
I.g1234.t1__Cnig_chr_I.g786.t1,2447.89251472866,1.89222675403319,0.209408494782931,9.03605537108052,1.62427428893645e-19,8.81157481636493e-19,1
I.g1235.t2__Cnig_chr_I.g785.t1,226.687612015059,0.279064094365769,0.241385977599423,1.15609074371699,0.247644041755206,0.293716325633528,0
I.g1236.t2__Cnig_chr_I.g784.t1,480.493490583118,0.480718871979312,0.194646597226089,2.46970087753931,0.0135226072304126,0.0197750891779582,1
I.g1237.t1__Cnig_chr_I.g783.t1,3970.98884667184,1.11794023331668,0.203023599938961,5.50645458780549,3.66132354068632e-08,9.06645142178314e-08,1
I.g1241.t1__Cnig_chr_I.g794.t1,552.643230745405,2.48706175594285,0.598008606950184,4.15890628836723,3.19775047442103e-05,6.25948512179383e-05,1
I.g1242.t1__Cnig_chr_I.g795.t3,5410.03012853457,1.36706768051753,0.159471763141683,8.57247486066206,1.01284468898293e-17,4.85808815257938e-17,1
I.g1243.t1__Cnig_chr_I.g798.t1,34127.9949273771,2.39143608104406,0.192160329961957,12.4450040313602,1.48876859139896e-35,2.38588302965137e-34,1
I.g1244.t1__Cnig_chr_I.g799.t1,1273.4443472309,1.11787694430922,0.192314431129374,5.81275642053718,6.14524480441362e-09,1.61478635659187e-08,1
I.g1245.t1__Cnig_chr_I.g800.t1,3058.28105636687,2.74145782487896,0.175090016655867,15.6574194076821,2.95652427619264e-55,1.14090010454097e-53,1
I.g1246.t1__Cnig_chr_I.g803.t1,4658.36681844996,1.28535459806264,0.172461187817237,7.45300791633639,9.12358067320611e-14,3.35261440330223e-13,1
I.g1247.t1__Cnig_chr_I.g804.t1,2092.2334821344,0.872168337011123,0.1582207946598,5.51234961805384,3.540746873445e-08,8.77744384168659e-08,1
I.g1248.t3__Cnig_chr_I.g805.t1,2604.93016711929,-0.174860691533587,0.217940580677048,-0.802331952086985,0.422360964238448,0.473453016364067,0
I.g1249.t1__Cnig_chr_I.g806.t1,4427.04476913068,-0.18431178658187,0.211851093476775,-0.87000630280946,0.384296959801669,0.434575227164065,0
I.g1252.t1__Cnig_chr_I.g809.t3,382.048187035888,-1.37336000528525,0.196448706164763,-6.99093433648475,2.73061550209024e-12,9.1123087627323e-12,-1
I.g1254.t3__Cnig_chr_I.g811.t1,9655.92842586515,1.56415575107969,0.190851121578928,8.1956854019997,2.49169240776112e-16,1.09419193999104e-15,1
I.g1255.t1__Cnig_chr_I.g814.t1,55.679054595156,-1.26620497317883,0.381747213065425,-3.31686762821718,0.000910327357090252,0.00153909386350793,-1
I.g1256.t3__Cnig_chr_I.g815.t2,95.7846771364171,-1.77921718207514,0.28725262234701,-6.19391101650515,5.8689368404826e-10,1.6614018628648e-09,-1
I.g1258.t2__Cnig_chr_I.g818.t1,7317.93984807457,0.739687976394489,0.187778562415613,3.93915027828005,8.17707017403077e-05,0.000154469629608441,1
I.g1259.t1__Cnig_chr_I.g819.t1,219.971422425214,1.38663431217539,0.317949440807035,4.36117864732132,1.29363686938088e-05,2.62230973730748e-05,1
I.g1263.t1__Cnig_chr_I.g825.t1,36372.9421591392,0.915964438506418,0.224721188688945,4.07600388663963,4.58162532043298e-05,8.84759003614093e-05,1
I.g1264.t3__Cnig_chr_I.g830.t1,4428.4814825051,1.56095138700911,0.166663346012669,9.36589492743328,7.54084975779046e-21,4.46227000002701e-20,1
I.g1265.t1__Cnig_chr_I.g831.t1,3215.09716803077,1.04831886206541,0.180884513478417,5.79551472874151,6.81119497122418e-09,1.78187243898628e-08,1
I.g1266.t2__Cnig_chr_I.g833.t1,5696.6746607703,1.07561657571939,0.168451603030793,6.38531516688959,1.71044825556317e-10,5.02257515354202e-10,1
