,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CniM
I.g1095.t1__Cnig_chr_I.g49.t1,722.823168660709,0.0913596480374916,0.11479367554325,0.795859594225389,0.426113648778336,0.524286238753795,0
I.g1096.t1__Cnig_chr_I.g48.t2,596.060688520784,-0.799534095211329,0.172173401685019,-4.64377242585953,3.42104381223377e-06,1.32445605963719e-05,-1
I.g1097.t1__Cnig_chr_I.g47.t2,82.3021112648688,-1.23293558211572,0.296932009471074,-4.15224880709882,3.29224037948276e-05,0.000110240907534084,-1
I.g1099.t2__Cnig_chr_I.g46.t2,190.519720079966,-1.11338871525153,0.240584560455371,-4.62784774361308,3.69485489382e-06,1.42219898869157e-05,-1
I.g1100.t1__Cnig_chr_I.g45.t1,319.28449156177,0.407140052749016,0.17772996926192,2.29077883960591,0.021976208088561,0.0418186603774934,1
I.g1101.t1__Cnig_chr_I.g44.t1,1238.01084111896,0.436449109864717,0.125886605674126,3.46700196996751,0.000526298032779897,0.00144811856092559,1
I.g1102.t1__Cnig_chr_I.g43.t1,727.625116529819,-0.691388796317343,0.179718542656666,-3.84706433791959,0.000119541585845079,0.000367082430049621,-1
I.g1103.t1__Cnig_chr_I.g42.t1,649.65993585777,-0.233255801659945,0.115171222140753,-2.02529587968492,0.0428369913675507,0.0748623014828162,0
I.g1104.t1__Cnig_chr_I.g41.t3,19.6425556341993,-3.1485807792996,0.656995903657565,-4.79239027484209,1.64805910491834e-06,6.67234222320047e-06,-1
I.g1105.t1__Cnig_chr_I.g40.t1,290.294583940752,0.157266609093238,0.199753591803904,0.787303035069454,0.431104493413416,0.529324918858354,0
I.g1109.t1__Cnig_chr_I.g38.t3,16.4907974656587,-1.85280741522706,0.69527268870185,-2.66486436952737,0.00770193789000293,0.0163722185059023,-1
I.g1112.t2__Cnig_chr_I.g35.t2,346.782337332242,-0.110057445209128,0.227555380497068,-0.483651254339583,0.628633393212275,0.709702917909971,0
I.g1114.t2__Cnig_chr_I.g34.t2,44.4932682122199,-0.498813005565431,0.373003973750263,-1.33728603625923,0.181129287243611,0.259692768750238,0
I.g1115.t3__Cnig_chr_I.g33.t3,1269.8118657325,-0.928831578918489,0.122888717522918,-7.55831452749331,4.0832571738437e-14,3.56906923343375e-13,-1
I.g1116.t1__Cnig_chr_I.g29.t1,578.319315175344,-0.673526751158954,0.226082906656812,-2.97911399459027,0.00289083208530847,0.00676039344805416,-1
I.g1117.t1__Cnig_chr_I.g28.t1,1637.58634457187,-0.632800546716014,0.120022428546147,-5.27235246262917,1.34686100079916e-07,6.27611740726159e-07,-1
I.g1119.t1__Cnig_chr_I.g26.t1,576.039216453996,0.785043923340312,0.275245093625916,2.85216318662981,0.0043422802475594,0.00974239466119091,1
I.g1120.t1__Cnig_chr_I.g25.t1,436.467502457235,0.271571770526006,0.301171492127184,0.901718049765886,0.36720666223826,0.464565230046349,0
I.g1121.t1__Cnig_chr_I.g24.t1,17.5548046437395,-4.53930908093817,0.848791352119264,-5.34796810736162,8.89471336372982e-08,4.25144780524605e-07,-1
I.g1123.t1__Cnig_chr_I.g22.t2,11.9796235090539,-0.00562204902029535,0.578841420368605,-0.00971258935947472,0.992250596744056,0.994885356692925,0
I.g1125.t1__Cnig_chr_I.g19.t1,3742.52765899871,0.824851579780779,0.0832260243243498,9.91098140848533,3.72964362482503e-23,5.77967209056333e-22,1
I.g1126.t1__Cnig_chr_I.g18.t1,678.338184503617,0.227011430436978,0.2693159498218,0.842918626197914,0.399273955602964,0.497522315374587,0
I.g1129.t1__Cnig_chr_I.g16.t1,622.792161121521,1.24857970613374,0.185986467088717,6.71328256124224,1.90294104686204e-11,1.34224882807305e-10,1
I.g1131.t2__Cnig_chr_I.g9.t1,3.42276441847928,-1.78316691780258,1.10192286750955,-1.618232065401,0.105612594908879,0.163581047858513,0
I.g1132.t1__Cnig_chr_I.g8.t1,519.41951617689,0.581503042815684,0.373747162806089,1.55587279499265,0.119738343681759,0.182066571439861,0
I.g1133.t3__Cnig_chr_I.g6.t1,3540.94712591329,-1.11071342384302,0.189896826777268,-5.84903625138396,4.94429334224709e-09,2.74284794226126e-08,-1
I.g1134.t1__Cnig_chr_I.g5.t1,21585.7533095916,0.258286996628609,0.267397174961822,0.96593016237171,0.334079128199558,0.431374485836611,0
I.g1135.t1__Cnig_chr_I.g4.t1,4125.19293302578,-0.097772334516923,0.118044300832604,-0.828268148714536,0.407518656854833,0.50567293270587,0
I.g1141.t1__Cnig_chr_I.g623.t1,352.376604641122,-0.410459558894487,0.145711708306691,-2.81692915184662,0.00484852197320917,0.0107588750073484,-1
I.g1142.t1__Cnig_chr_I.g624.t1,2225.27598622833,0.319481267523926,0.121080182079447,2.63859255938596,0.00832509704923203,0.0175636536943483,1
I.g1143.t2__Cnig_chr_I.g625.t1,1716.79100726417,0.693707749786207,0.0888080709461679,7.81131424650251,5.65947122619459e-15,5.28528359854347e-14,1
I.g1144.t2__Cnig_chr_I.g1613.t1,612.510533923159,2.33478615976359,0.135148781925999,17.275672976779,7.17318026994895e-67,5.9312252626264e-65,1
I.g1147.t1__Cnig_chr_I.g632.t2,404.223618962187,-0.937651058676585,0.148792909980337,-6.30171866925982,2.9436311136949e-10,1.85149657167883e-09,-1
I.g1148.t1__Cnig_chr_I.g633.t1,100.272131323762,-0.260377822581202,0.344503432153,-0.7558061786321,0.449765411743129,0.547078555162264,0
I.g1149.t1__Cnig_chr_I.g635.t1,98.2652012433695,-0.727216697518207,0.294041475635027,-2.47317728204048,0.0133917692841074,0.0269548618426384,-1
I.g1150.t1__Cnig_chr_I.g639.t1,19.2208110243025,0.44390643493929,0.472681385626712,0.939124002843332,0.347667081920023,0.445064154592611,0
I.g1151.t1__Cnig_chr_I.g640.t1,324.476145963808,-0.599029751568886,0.176219132838535,-3.39934570054753,0.000675472806800635,0.00181493262700133,-1
I.g1152.t1__Cnig_chr_I.g641.t1,21.4046306024756,-1.46184924674004,0.631203913739365,-2.31596987109885,0.0205599137899782,0.0393217463131645,-1
I.g1154.t1__Cnig_chr_I.g644.t3,1608.77012681832,0.826563004902224,0.164750395042254,5.01706235478363,5.24675429130867e-07,2.27721197746914e-06,1
I.g1155.t1__Cnig_chr_I.g645.t1,108.400262941342,0.467410175828887,0.528656384707846,0.884147414746905,0.376616640578524,0.474720519024537,0
I.g1156.t1__Cnig_chr_I.g646.t2,511.847142669226,2.28185402704284,0.17663492600647,12.9184758565769,3.5408597613271e-38,1.1660133539626e-36,1
I.g1158.t1__Cnig_chr_I.g647.t1,442.578831347437,-0.396115578522422,0.155677348323572,-2.5444650926293,0.0109445250337133,0.0225049155167733,-1
I.g1159.t1__Cnig_chr_I.g648.t1,54715.5895796334,0.016662562441409,0.103769575923403,0.160572714045862,0.87242994702568,0.90726947947369,0
I.g1160.t1__Cnig_chr_I.g649.t1,194.355107465712,0.431582275480386,0.205057187369299,2.10469226178903,0.0353181045143421,0.063224318574347,0
I.g1161.t1__Cnig_chr_I.g650.t3,598.222304415642,-0.299679335425213,0.148287983870644,-2.02092797813364,0.0432872211797514,0.0755558769682933,0
I.g1162.t2__Cnig_chr_I.g651.t2,4878.74434004994,-2.24505530632349,0.265372415226859,-8.46001761111554,2.67337148605695e-17,2.92881549265504e-16,-1
I.g1163.t2__Cnig_chr_I.g653.t1,2207.11472067267,-0.324854259941731,0.159385184009184,-2.03817100040498,0.0415328345841324,0.0727852645682321,0
I.g1165.t1__Cnig_chr_I.g655.t1,200.725377747643,1.18172273964769,0.17566685819194,6.72706708488233,1.73116940454664e-11,1.22797038288693e-10,1
I.g1166.t1__Cnig_chr_I.g657.t2,294.858719489559,-0.498106405981352,0.142757613228438,-3.48917577645608,0.000484512429915932,0.00134260195843632,-1
I.g1167.t1__Cnig_chr_I.g656.t1,274.685079054655,-1.58726463449137,0.376936824944707,-4.2109566628949,2.54291529779917e-05,8.65829410684369e-05,-1
I.g1168.t3__Cnig_chr_I.g658.t2,744.616515954871,-0.935878101275834,0.132230445277322,-7.07762950743339,1.46641132503564e-12,1.14246956602501e-11,-1
I.g1169.t1__Cnig_chr_I.g659.t1,78.3963628809149,-1.59957200431241,0.26388044975983,-6.0617298695991,1.34665250010267e-09,7.94111375385894e-09,-1
I.g1170.t1__Cnig_chr_I.g660.t2,3855.2139527078,-0.942789911164708,0.130215729870801,-7.24021523436638,4.47973239441502e-13,3.62992908182642e-12,-1
I.g1171.t1__Cnig_chr_I.g662.t1,82.4436689079868,-0.292796183090764,0.323685037470898,-0.904571262788409,0.365692565293241,0.463115190569238,0
I.g1172.t1__Cnig_chr_I.g663.t2,2172.4354213319,-2.78216605729484,0.227529279000186,-12.2277276556243,2.21035687754915e-34,5.91936707065646e-33,-1
I.g1173.t2__Cnig_chr_I.g666.t3,104.129209766169,2.27633546598029,0.26982846679985,8.43623170296856,3.2773277190606e-17,3.56291443392691e-16,1
I.g1175.t2__Cnig_chr_I.g668.t2,1573.7128020575,0.503058900922974,0.210268439520485,2.39246033342044,0.0167358370273336,0.0328852665820703,1
I.g1176.t1__Cnig_chr_I.g674.t1,7.50416741666317,-6.16318843777063,1.3932846555,-4.42349552436498,9.71166447295526e-06,3.51593912271132e-05,-1
I.g1180.t1__Cnig_chr_I.g698.t1,432.085256537337,-1.74342120235949,0.171184230654516,-10.1844731590847,2.3261645572069e-24,3.85245498597072e-23,-1
I.g1181.t1__Cnig_chr_I.g697.t1,753.419644261039,-0.564926099732183,0.171265045432771,-3.29854873949712,0.000971860067073482,0.00252969458635303,-1
I.g1182.t2__Cnig_chr_I.g696.t1,319.330161117145,-0.843797793778588,0.152789325051457,-5.52262269300823,3.33976423896062e-08,1.67624498444598e-07,-1
I.g1183.t1__Cnig_chr_I.g695.t1,927.944211615992,-2.1046412414476,0.117416269073455,-17.9246134973931,7.57753100729335e-72,7.33660438039479e-70,-1
I.g1184.t1__Cnig_chr_I.g694.t2,1155.75242867066,-1.38021926997892,0.263317310894485,-5.24165792704755,1.59140188329739e-07,7.36714365917158e-07,-1
I.g1185.t1__Cnig_chr_I.g693.t1,85.4446623972845,-1.17622931528161,0.45220602390355,-2.60109165536566,0.00929276225718192,0.0194150517981108,-1
I.g1186.t1__Cnig_chr_I.g692.t1,107.623517938929,-2.10371035092096,0.269579194916097,-7.80368214830419,6.01265174294048e-15,5.60586987193661e-14,-1
I.g1187.t1__Cnig_chr_I.g691.t1,21923.9435468796,-0.37460038300927,0.138292420967185,-2.70875569600562,0.00675360493273208,0.0145363550594697,-1
I.g1188.t1__Cnig_chr_I.g690.t1,20642.5383818937,-1.09954617670011,0.116197746257938,-9.46271517400445,3.00048834476096e-21,4.20142545975923e-20,-1
I.g1189.t1__Cnig_chr_I.g689.t1,509.830176506751,-0.841096215871234,0.215991893514982,-3.89411010840965,9.85598765656972e-05,0.000307487271202484,-1
I.g1190.t1__Cnig_chr_I.g688.t1,107.13576476362,0.296324293337497,0.238586078173438,1.24200161051345,0.214235967837964,0.298801408971738,0
I.g1191.t1__Cnig_chr_I.g687.t1,43.4286059073994,-0.793684417301066,0.625149320595869,-1.26959174576812,0.204230091143886,0.287250865716159,0
I.g1195.t1__Cnig_chr_I.g683.t2,8.88440322169156,-1.71227635236669,0.988105667712316,-1.73288789682888,0.0831155958986634,0.13326729941119,0
I.g1196.t1__Cnig_chr_I.g682.t3,1291.56233547576,-1.07388295289577,0.195999689880566,-5.47900332674072,4.27728321812638e-08,2.11770385904439e-07,-1
I.g1197.t1__Cnig_chr_I.g680.t1,1444.80299954138,-2.84188448043378,0.203701129055037,-13.9512455999493,3.09158425824524e-44,1.34181863898092e-42,-1
I.g1198.t1__Cnig_chr_I.g702.t1,587.420403915676,-0.445850579562354,0.294108123889117,-1.51594105482936,0.129534257947385,0.194481653284027,0
I.g1199.t1__Cnig_chr_I.g704.t1,5451.29504151617,-2.44313093388631,0.157343704471883,-15.5273510439237,2.2654646223609e-54,1.3650629384098e-52,-1
I.g1200.t1__Cnig_chr_I.g705.t1,463.998728647149,-0.180055358632887,0.143367696973916,-1.25589907931384,0.209152562425921,0.292684401131665,0
I.g1201.t1__Cnig_chr_I.g706.t1,204.765075627894,-0.121358328700231,0.168404766227884,-0.720634762415275,0.471134260060978,0.567766904039443,0
I.g1211.t2__Cnig_chr_I.g751.t1,1454.49925329661,-1.45183708204592,0.119343944543879,-12.1651507966718,4.76564470573772e-34,1.26133699127563e-32,-1
I.g1212.t1__Cnig_chr_I.g752.t1,3576.14854075983,-0.119596808744317,0.1915952543274,-0.624215924158273,0.532485790331239,0.624355164724114,0
I.g1213.t3__Cnig_chr_I.g753.t3,347.880212455095,-0.858461481068678,0.147170859709238,-5.83309415168683,5.44088456966888e-09,3.0094892775981e-08,-1
I.g1217.t1__Cnig_chr_I.g763.t1,2764.74235349959,-0.227668776265949,0.250242251016893,-0.909793511450551,0.362931417137242,0.460596806333259,0
I.g1218.t2__Cnig_chr_I.g766.t1,107.288048927228,4.61807911542372,0.514044070560797,8.98381944253461,2.61526758556127e-19,3.24132945396477e-18,1
I.g1221.t1__Cnig_chr_I.g778.t1,173.234659079005,-0.392905863755335,0.520732939625584,-0.75452469751163,0.45053422108733,0.547896044710389,0
I.g1222.t1__Cnig_chr_I.g779.t1,188.221056715372,-0.789132408168503,0.238619730836225,-3.30707106827691,0.000942769705099147,0.00245849337462319,-1
I.g1226.t1__Cnig_chr_I.g549.t1,365.20649563164,1.62227218924607,0.188153593000491,8.62206330145306,6.57583345261994e-18,7.5175835859898e-17,1
I.g1232.t1__Cnig_chr_I.g788.t1,375.969244171603,-0.142087359362022,0.152874857086467,-0.929435762492043,0.35266330136647,0.450238913318988,0
I.g1233.t1__Cnig_chr_I.g787.t1,216.632422626188,-1.02176814088266,0.174069712043246,-5.86987896337075,4.3611340534736e-09,2.43124638571599e-08,-1
I.g1234.t1__Cnig_chr_I.g786.t1,364.060993232378,-0.570165627178602,0.216789999576715,-2.63003657129876,0.00853756832949786,0.0179731600142263,-1
I.g1235.t2__Cnig_chr_I.g785.t1,290.998756106356,-0.71690043088291,0.271607784535774,-2.63946938085085,0.00830359238173132,0.0175339456047793,-1
I.g1236.t2__Cnig_chr_I.g784.t1,497.337225174977,-0.32595193287501,0.13804557654788,-2.36119070980849,0.0182163600257496,0.0353650259420208,-1
I.g1237.t1__Cnig_chr_I.g783.t1,2713.70980796508,-0.763143684686006,0.105845945561212,-7.20994725532184,5.59735539146498e-13,4.50332683767864e-12,-1
I.g1241.t1__Cnig_chr_I.g794.t1,295.29644624914,0.402857699374158,0.216031043824819,1.86481392785769,0.0622074903481812,0.103859462146529,0
I.g1242.t1__Cnig_chr_I.g795.t3,3041.229648175,-0.0992409360965003,0.189380293918736,-0.524029897952768,0.600257745065982,0.68502146508914,0
I.g1243.t1__Cnig_chr_I.g798.t1,1484.68236752878,-0.577610664758566,0.475073657218405,-1.21583391539856,0.224048196290407,0.310195302808326,0
I.g1244.t1__Cnig_chr_I.g799.t1,58.2251506045223,0.0775890773610845,0.328889600729404,0.235912224615826,0.813500782085539,0.86084417183232,0
I.g1245.t1__Cnig_chr_I.g800.t1,228.818838807243,0.260468936405952,0.152745375851477,1.70524924210617,0.0881479497067436,0.14024437840983,0
I.g1246.t1__Cnig_chr_I.g803.t1,2217.20487255806,-0.268201118208213,0.137658969527629,-1.94830107423101,0.0513789487016668,0.0878521857950916,0
I.g1247.t1__Cnig_chr_I.g804.t1,522.837287949294,-0.106907852346039,0.188670791988211,-0.566637004167125,0.570960828671459,0.659378557160801,0
I.g1248.t3__Cnig_chr_I.g805.t1,497.924324795669,-0.299421572242569,0.118234873343241,-2.53243027015671,0.0113274897202263,0.0232165376426134,-1
I.g1249.t1__Cnig_chr_I.g806.t1,4220.60355546405,-0.439884969460033,0.213761220674155,-2.05783335290065,0.0396061332052579,0.0698192152115097,0
I.g1252.t1__Cnig_chr_I.g809.t3,1068.33839153222,0.0541810446582325,0.168488251520635,0.321571647691986,0.747777225685195,0.810294663531843,0
I.g1254.t3__Cnig_chr_I.g811.t1,2836.40642097362,-1.02609989417255,0.172065092681753,-5.96344022009387,2.46981837451908e-09,1.4130354821491e-08,-1
I.g1255.t1__Cnig_chr_I.g814.t1,120.399982392716,-1.01897966879887,0.53534649483924,-1.90340214911627,0.0569880908206594,0.0961944706923602,0
I.g1256.t3__Cnig_chr_I.g815.t2,55.4684902529634,-0.563742609317553,0.276159374736552,-2.04136690943535,0.0412143709975553,0.0722942698452008,0
I.g1258.t2__Cnig_chr_I.g818.t1,3681.24026921396,0.451435895858184,0.0984561127683395,4.58514848052534,4.53663925622352e-06,1.72684978140121e-05,1
I.g1259.t1__Cnig_chr_I.g819.t1,354.28876963277,0.289864036509641,0.227626998286035,1.27341676818757,0.20287019026473,0.285763928788718,0
I.g1263.t1__Cnig_chr_I.g825.t1,1557.60840162944,-0.230444307781245,0.351649696702221,-0.655323493642558,0.512259497734939,0.605854624174294,0
I.g1264.t3__Cnig_chr_I.g830.t1,960.080805937722,-0.0227302930135442,0.132824370589894,-0.171130440239208,0.864121201063603,0.900447517767316,0
I.g1265.t1__Cnig_chr_I.g831.t1,419.072108333448,-1.73343560368104,0.21688778129963,-7.99231562651425,1.32427473496143e-15,1.2943385847837e-14,-1
I.g1266.t2__Cnig_chr_I.g833.t1,1285.39483891125,-1.47138777557018,0.175069913246172,-8.40457248357238,4.29423011593705e-17,4.61527881910199e-16,-1
I.g1268.t1__Cnig_chr_I.g835.t2,322.126202483556,2.39743555357249,0.220400552324089,10.8776295172218,1.47344904930113e-27,2.92828611061108e-26,1
I.g1269.t1__Cnig_chr_I.g836.t1,822.128765259058,-0.496752617458347,0.16447689969611,-3.02019686883784,0.0025261043066905,0.00599030973125182,-1
