,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CniF
I.g1102.t1__Cnig_chr_I.g43.t1,3684.16327989687,-1.13433137731474,0.335770838575239,-3.37829033077439,0.00072938029677042,0.00154532415963756,-1
I.g1103.t1__Cnig_chr_I.g42.t1,1990.28099224026,-0.189298762825295,0.179823107963913,-1.0526943114746,0.29248111664331,0.36382514062087,0
I.g1104.t1__Cnig_chr_I.g41.t3,34.6542993320347,-3.96820660160567,0.570097994656549,-6.96056930352173,3.38900391268277e-12,1.74788422168315e-11,-1
I.g1105.t1__Cnig_chr_I.g40.t1,370.510673487185,-0.0719046033882517,0.207277626340581,-0.346899974964515,0.728666465456809,0.78064857055114,0
I.g1109.t1__Cnig_chr_I.g38.t3,9.44679094694198,0.128125556115421,0.974052688785203,0.13153862988173,0.895349229809674,0.919031790447443,0
I.g1112.t2__Cnig_chr_I.g35.t2,993.741434286499,0.153995386698795,0.236461764961086,0.651248571726332,0.514886040688928,0.588406334110237,0
I.g1114.t2__Cnig_chr_I.g34.t2,40.2904673790128,-0.275575633125408,0.387411028570789,-0.711326247324562,0.476882090269179,0.551691094917317,0
I.g1115.t3__Cnig_chr_I.g33.t3,1276.3664902175,0.196853756036363,0.244321672128559,0.805715491062869,0.420406915292708,0.495445803184113,0
I.g1116.t1__Cnig_chr_I.g29.t1,1198.0437466555,0.935525009972451,0.209353608613946,4.46863570284851,7.87200654405388e-06,2.18736436427087e-05,1
I.g1117.t1__Cnig_chr_I.g28.t1,2806.44277554072,0.690716073246215,0.241521519942529,2.8598531236909,0.00423837256179559,0.00794097285615099,1
I.g1119.t1__Cnig_chr_I.g26.t1,1532.16385052113,-0.017191881152749,0.376765614425538,-0.045630175617172,0.963605017550277,0.972679042017754,0
I.g1120.t1__Cnig_chr_I.g25.t1,1957.35361609806,-1.09435285153196,0.204653129101131,-5.34735460111716,8.92490557565463e-08,3.10276005222031e-07,-1
I.g1121.t1__Cnig_chr_I.g24.t1,15.7026510325124,-0.799570834276019,0.743393339032676,-1.07556900538878,0.282120055380176,0.352902679248175,0
I.g1123.t1__Cnig_chr_I.g22.t2,14.5629365518778,-1.49059816555934,0.689751473065933,-2.16106557762561,0.0306902741227328,0.0486738551927597,-1
I.g1125.t1__Cnig_chr_I.g19.t1,1575.40314783151,0.753994533140549,0.186796324249456,4.03645273090936,5.42654528513623e-05,0.000136173495447385,1
I.g1126.t1__Cnig_chr_I.g18.t1,119.590173514934,-4.79676645095393,0.402462875862445,-11.9185314687096,9.47641579967404e-33,1.88435415485197e-31,-1
I.g1129.t1__Cnig_chr_I.g16.t1,1875.21095808303,-0.0625818639056599,0.258215943890911,-0.242362508537037,0.808499282315377,0.847642297138066,0
I.g1131.t2__Cnig_chr_I.g9.t1,10.1538183567177,-6.84454003651967,1.38526774632414,-4.94095098559967,7.77424516715316e-07,2.43376220229357e-06,-1
I.g1132.t1__Cnig_chr_I.g8.t1,374.752308249527,0.111819128986148,0.286491672120552,0.390304989176426,0.696311034459918,0.752614870685489,0
I.g1133.t3__Cnig_chr_I.g6.t1,4841.84145879017,-0.725537211807948,0.207998579292672,-3.48818349757599,0.000486314201686357,0.00106036269267967,-1
I.g1134.t1__Cnig_chr_I.g5.t1,77106.1913971948,-0.561702546409904,0.208707428938871,-2.69133949503266,0.00711657333253485,0.0127865512943487,-1
I.g1135.t1__Cnig_chr_I.g4.t1,5653.21805738149,0.38498183409955,0.209936407386813,1.83380214461902,0.0666833692820953,0.0982470711726793,0
I.g1141.t1__Cnig_chr_I.g623.t1,597.686963761211,0.164233424660794,0.268068104566994,0.612655597077009,0.540104088221306,0.613063148805201,0
I.g1142.t1__Cnig_chr_I.g624.t1,1540.25666420056,0.891296764934699,0.232170244974191,3.83897930173515,0.000123546844022327,0.000295804458152244,1
I.g1143.t2__Cnig_chr_I.g625.t1,3276.02677740247,0.411760039986339,0.185975573744952,2.21405441421586,0.0268250359774798,0.0430166959087888,1
I.g1144.t2__Cnig_chr_I.g1613.t1,1121.37658414844,4.26221213321715,0.205972762963227,20.6930861726514,3.99787635033155e-95,1.51264093799628e-92,1
I.g1147.t1__Cnig_chr_I.g632.t2,87.4084076539027,-4.71901580667218,0.447038431446852,-10.5561747597381,4.75651969354096e-26,6.25976374354797e-25,-1
I.g1148.t1__Cnig_chr_I.g633.t1,8.27766006830264,-2.68261731121416,0.93799973110962,-2.85993398744446,0.00423729200251622,0.00794004049611687,-1
I.g1149.t1__Cnig_chr_I.g635.t1,164.999147235992,-0.606640918275524,0.263230259545113,-2.30460175560309,0.0211888875650473,0.0347518166795314,-1
I.g1150.t1__Cnig_chr_I.g639.t1,5.30366260765406,2.76450762842583,1.1174351214911,2.47397596089238,0.0133618687285814,0.0228301572945318,1
I.g1151.t1__Cnig_chr_I.g640.t1,1025.26755893713,1.33816286136785,0.281936109006006,4.74633372108909,2.07136854867384e-06,6.18052814928507e-06,1
I.g1152.t1__Cnig_chr_I.g641.t1,1744.84256413987,5.75139160719529,0.431459636445774,13.3300803166048,1.54730994388178e-40,5.06632421769562e-39,1
I.g1154.t1__Cnig_chr_I.g644.t3,2696.3065877789,1.50229442509142,0.217023780370666,6.92225719469811,4.44503259352191e-12,2.2625481672781e-11,1
I.g1155.t1__Cnig_chr_I.g645.t1,238.060074699513,-0.127916906367825,0.301079227527079,-0.424861281259664,0.670937801427018,0.730523084991,0
I.g1156.t1__Cnig_chr_I.g646.t2,586.68639025728,1.68580023464613,0.225473471500958,7.47671210907384,7.62051027876418e-14,4.52677586162437e-13,1
I.g1158.t1__Cnig_chr_I.g647.t1,1677.28254001316,-1.76997828598397,0.202288500473175,-8.74977214148997,2.13783971274823e-18,1.77666349770248e-17,-1
I.g1159.t1__Cnig_chr_I.g648.t1,104373.880452359,0.232588586349801,0.193984734942509,1.19900458362733,0.230526163320405,0.296043504033664,0
I.g1160.t1__Cnig_chr_I.g649.t1,295.0748610907,0.21006467880591,0.220930252940201,0.950818984771488,0.341696273511108,0.414895778658859,0
I.g1161.t1__Cnig_chr_I.g650.t3,4151.28705094669,-2.72020649010956,0.332079470278223,-8.19143227321615,2.58135661525472e-16,1.8544651084591e-15,-1
I.g1162.t2__Cnig_chr_I.g651.t2,11928.6900361863,-2.79443193821128,0.205642331981397,-13.5887971668405,4.66686974402475e-42,1.72269465537564e-40,-1
I.g1163.t2__Cnig_chr_I.g653.t1,11022.3703210853,0.890143391012171,0.196036736460995,4.54069684632443,5.60686025087286e-06,1.58664674066884e-05,1
I.g1165.t1__Cnig_chr_I.g655.t1,841.238072161531,-0.5554695414716,0.203263895625584,-2.73275064301033,0.00628078630024904,0.0113930736710204,-1
I.g1166.t1__Cnig_chr_I.g657.t2,573.908792843024,-0.349821962909625,0.216610695738898,-1.61498009928051,0.106315004571016,0.149151990654218,0
I.g1167.t1__Cnig_chr_I.g656.t1,1902.06623126266,-1.56996529040435,0.241580327203433,-6.49872987829136,8.10009508343432e-11,3.74004729259183e-10,-1
I.g1168.t3__Cnig_chr_I.g658.t2,602.512303686487,1.04487794301906,0.233256434992186,4.47952461870587,7.48094619591993e-06,2.0833769808756e-05,1
I.g1169.t1__Cnig_chr_I.g659.t1,76.0490289124376,0.0815124135503999,0.321819160566137,0.253286390428106,0.800046912163369,0.841111376240912,0
I.g1170.t1__Cnig_chr_I.g660.t2,1783.30066983468,-0.275211106975703,0.283525748933077,-0.970674120468203,0.331710583065851,0.404968168140177,0
I.g1171.t1__Cnig_chr_I.g662.t1,168.703147130362,2.04476559025695,0.317539968031406,6.43939596937515,1.1994989593161e-10,5.46251264622018e-10,1
I.g1172.t1__Cnig_chr_I.g663.t2,1364.10057871004,-2.71344080017558,0.222661268185743,-12.1864068335048,3.67260439734472e-34,7.99114129332786e-33,-1
I.g1173.t2__Cnig_chr_I.g666.t3,373.728364637395,2.12477066448298,0.267187648085475,7.95235363501255,1.83000978963779e-15,1.24198123291761e-14,1
I.g1175.t2__Cnig_chr_I.g668.t2,2221.73774707839,-0.114556767622027,0.209818606200815,-0.545980023870645,0.585079668731792,0.654084879169053,0
I.g1176.t1__Cnig_chr_I.g674.t1,23.0084952594216,-8.02408491854725,1.30749717909223,-6.13698067334892,8.4104613160843e-10,3.53795224170427e-09,-1
I.g1180.t1__Cnig_chr_I.g698.t1,602.438628906628,-0.465911572044524,0.221558402535788,-2.10288378464574,0.0354759296215794,0.0554593868214775,0
I.g1181.t1__Cnig_chr_I.g697.t1,2020.18158375085,-0.0257246480543356,0.221204205792964,-0.116293666126821,0.907419805252614,0.929137885975744,0
I.g1182.t2__Cnig_chr_I.g696.t1,861.788597649217,-1.16080303878524,0.21110309470021,-5.49874951115098,3.82494025354565e-08,1.37610964589396e-07,-1
I.g1183.t1__Cnig_chr_I.g695.t1,1944.73089917412,-1.06884984576911,0.183968807496351,-5.8099514820756,6.24909500208555e-09,2.43127457936039e-08,-1
I.g1184.t1__Cnig_chr_I.g694.t2,2343.28284252895,-0.247188005697526,0.229934187763861,-1.07503807111705,0.282357683761657,0.35310700572754,0
I.g1185.t1__Cnig_chr_I.g693.t1,44.2460586133071,-2.48108494778074,0.486895954219241,-5.09571896476171,3.47420197978469e-07,1.13048507325961e-06,-1
I.g1186.t1__Cnig_chr_I.g692.t1,531.582968430283,-1.5321783471759,0.213095249798406,-7.19011028460461,6.47390082976739e-13,3.58168168977505e-12,-1
I.g1187.t1__Cnig_chr_I.g691.t1,54959.206796478,0.0162869768839027,0.20455966737543,0.0796196879515409,0.936539736205564,0.950869430568087,0
I.g1188.t1__Cnig_chr_I.g690.t1,44444.2295884505,0.0641361852382726,0.210371877486176,0.304870527394933,0.760464763555038,0.808799136752024,0
I.g1189.t1__Cnig_chr_I.g689.t1,1519.67453600492,-0.0662397769257574,0.189616270671423,-0.349335933520923,0.726837124604868,0.779117689009436,0
I.g1190.t1__Cnig_chr_I.g688.t1,547.977321847338,-1.05833490340274,0.296023716254368,-3.57516930330451,0.000350001329142048,0.000783591075648231,-1
I.g1191.t1__Cnig_chr_I.g687.t1,36.0372713338556,-0.539273488446308,0.444039060247482,-1.21447308744809,0.224567120711634,0.289634386063173,0
I.g1195.t1__Cnig_chr_I.g683.t2,12.5063178735207,-0.450768512008256,0.716724467133085,-0.628928594849484,0.529395804640271,0.602716504096049,0
I.g1196.t1__Cnig_chr_I.g682.t3,2835.00910108283,-0.195608186255678,0.226516748569033,-0.863548446158562,0.387835995122249,0.463071010655694,0
I.g1197.t1__Cnig_chr_I.g680.t1,2102.93308871346,-1.95546547127616,0.233244573369636,-8.38375548475127,5.12652308866972e-17,3.86218866099393e-16,-1
I.g1198.t1__Cnig_chr_I.g702.t1,1751.35048832656,-0.0986715957324268,0.199780643715444,-0.493899678654398,0.621377031536349,0.686771871677751,0
I.g1199.t1__Cnig_chr_I.g704.t1,1122.8288178632,-3.61682960625132,0.262422681025828,-13.7824581019936,3.25014146954992e-43,1.26125860275611e-41,-1
I.g1200.t1__Cnig_chr_I.g705.t1,522.151267807013,2.13661004209178,0.263648271291276,8.10401688441674,5.31737215881551e-16,3.74885746248582e-15,1
I.g1201.t1__Cnig_chr_I.g706.t1,209.853311510561,0.140882522905511,0.237953814950432,0.592058265318662,0.55381157260403,0.625340250343119,0
I.g1211.t2__Cnig_chr_I.g751.t1,2008.70817204145,-0.793680514095135,0.194969563835979,-4.07079186350763,4.68535981877168e-05,0.000118469851488059,-1
I.g1212.t1__Cnig_chr_I.g752.t1,4485.69077626916,0.313449373571139,0.229379197225317,1.36651177335511,0.171778388097621,0.228763533855856,0
I.g1213.t3__Cnig_chr_I.g753.t3,139.225649975701,-5.2671892239273,0.458074604652783,-11.498540129549,1.34165427729502e-30,2.32206771423576e-29,-1
I.g1217.t1__Cnig_chr_I.g763.t1,4144.3562870386,0.13909001998684,0.202321229354943,0.687471208188572,0.491785838257304,0.565952594026929,0
I.g1218.t2__Cnig_chr_I.g766.t1,121.815061222638,5.73315895179351,0.492516110503557,11.6405510998043,2.56353789711119e-31,4.63717791454867e-30,1
I.g1221.t1__Cnig_chr_I.g778.t1,246.947004950497,-0.947001900698372,0.299749810692091,-3.15930775239471,0.00158144397857297,0.00317477500842188,-1
I.g1222.t1__Cnig_chr_I.g779.t1,168.917868867373,0.0421536827343615,0.271574736050983,0.155219455783427,0.876648310678263,0.902625038910622,0
I.g1226.t1__Cnig_chr_I.g549.t1,1068.52171942827,1.04334949138262,0.184563756803069,5.65305729280253,1.57618738408047e-08,5.89814515345056e-08,1
I.g1232.t1__Cnig_chr_I.g788.t1,1227.38154534558,-0.369205904774257,0.206693695489442,-1.78624657080127,0.0740593436375914,0.108016095908302,0
I.g1233.t1__Cnig_chr_I.g787.t1,951.655153995597,-1.0281690638222,0.250381277787251,-4.10641351824972,4.01849815403007e-05,0.000102674851540131,-1
I.g1234.t1__Cnig_chr_I.g786.t1,990.378739286484,-0.262578771255287,0.238643984229846,-1.10029495234369,0.271203630719693,0.341095535921785,0
I.g1235.t2__Cnig_chr_I.g785.t1,438.4723965909,1.64065276524223,0.244499774618506,6.71024244419915,1.94301312163756e-11,9.41842766185952e-11,1
I.g1236.t2__Cnig_chr_I.g784.t1,628.366302358927,1.00238017834468,0.205316474137704,4.88212250163808,1.04950021181627e-06,3.23641439555115e-06,1
I.g1237.t1__Cnig_chr_I.g783.t1,2384.24000499726,-0.272831700890165,0.22492473357305,-1.21299110398437,0.225133221729048,0.290282053499751,0
I.g1241.t1__Cnig_chr_I.g794.t1,361.762442761813,1.65003507041577,0.435553398036546,3.78836459055089,0.000151642205084878,0.000357975472350282,1
I.g1242.t1__Cnig_chr_I.g795.t3,3904.76521991658,0.559466071056399,0.191279133582266,2.92486723762675,0.00344603206824777,0.00654832628370576,1
I.g1243.t1__Cnig_chr_I.g798.t1,8195.268458427,-1.17998036857717,0.239404309144073,-4.92881841933371,8.27284172897677e-07,2.58095229478682e-06,-1
I.g1244.t1__Cnig_chr_I.g799.t1,562.655626299857,-1.58392287646889,0.241956055439846,-6.54632459431328,5.89703366905517e-11,2.74986291017461e-10,-1
I.g1245.t1__Cnig_chr_I.g800.t1,783.668594885809,-0.172261530052261,0.206628518109689,-0.833677420852508,0.404462785027201,0.480103494105055,0
I.g1246.t1__Cnig_chr_I.g803.t1,2959.9288127429,0.129634974429769,0.189888391651114,0.68269035986123,0.494802522534437,0.568943538700116,0
I.g1247.t1__Cnig_chr_I.g804.t1,1737.90053858842,0.315976941471227,0.183173617812346,1.72501337935539,0.0845250613811632,0.121562227966722,0
I.g1248.t3__Cnig_chr_I.g805.t1,2313.86616903706,-0.750898340439116,0.257456897196104,-2.91659826797012,0.00353871231737479,0.00670759817352657,-1
I.g1249.t1__Cnig_chr_I.g806.t1,4517.52130751104,-0.25789023082214,0.237878519281624,-1.08412576133797,0.278309042091795,0.348776102891926,0
I.g1252.t1__Cnig_chr_I.g809.t3,562.508192075218,-0.0702774092176806,0.214180197642268,-0.328122814299857,0.742818804761268,0.793750289452673,0
I.g1254.t3__Cnig_chr_I.g811.t1,3845.34154486153,-0.961992246006228,0.210684536717203,-4.56603157021195,4.97043943645172e-06,1.41488726361356e-05,-1
I.g1255.t1__Cnig_chr_I.g814.t1,87.9253717076013,0.165346104831398,0.376374032702548,0.439313264106275,0.660434564479321,0.720700144429806,0
I.g1256.t3__Cnig_chr_I.g815.t2,95.4361548432673,-2.11480766262726,0.305701518602149,-6.91788405990729,4.58439230976263e-12,2.33174039026426e-11,-1
I.g1258.t2__Cnig_chr_I.g818.t1,5588.64750647308,-0.0666043582760357,0.206022038823802,-0.323287540771298,0.746477488853466,0.79678472499593,0
I.g1259.t1__Cnig_chr_I.g819.t1,316.807854274704,2.0000795818152,0.327300191448377,6.11084146625275,9.91071799488875e-10,4.14345886459115e-09,1
I.g1263.t1__Cnig_chr_I.g825.t1,18094.0424154164,-1.39790020920861,0.251775811150792,-5.55216246874244,2.82157164113387e-08,1.02596442402254e-07,-1
I.g1264.t3__Cnig_chr_I.g830.t1,2268.18497342488,-0.0913506118084034,0.180132385104408,-0.507130418305708,0.612063313159612,0.678459829797125,0
I.g1265.t1__Cnig_chr_I.g831.t1,1464.98115661149,-1.55911203863817,0.214028140847465,-7.28461235267809,3.22596535655474e-13,1.83163293545778e-12,-1
I.g1266.t2__Cnig_chr_I.g833.t1,2676.86854736059,-1.32423729539592,0.180180014712897,-7.34952373883413,1.9891432615231e-13,1.14756968933529e-12,-1
I.g1268.t1__Cnig_chr_I.g835.t2,385.854342608329,2.56035851462114,0.368093686281156,6.95572515923432,3.5075308540917e-12,1.80571856488619e-11,1
I.g1269.t1__Cnig_chr_I.g836.t1,2189.68452214564,-1.54788653180445,0.216310334943257,-7.15586026997041,8.31498068160837e-13,4.54123303384874e-12,-1
