gene_id	HM2_Cbr	HM2_Cni
I.g1143.t2__Cnig_chr_I.g625.t1	1177	1374
I.g1144.t2__Cnig_chr_I.g1613.t1	183	681
I.g1147.t1__Cnig_chr_I.g632.t2	453	159
I.g1148.t1__Cnig_chr_I.g633.t1	55	57
I.g1149.t1__Cnig_chr_I.g635.t1	104	67
I.g1150.t1__Cnig_chr_I.g639.t1	16	14
I.g1151.t1__Cnig_chr_I.g640.t1	313	143
I.g1152.t1__Cnig_chr_I.g641.t1	42	2
I.g1154.t1__Cnig_chr_I.g644.t3	1193	1462
I.g1155.t1__Cnig_chr_I.g645.t1	43	31
I.g1156.t1__Cnig_chr_I.g646.t2	184	596
I.g1158.t1__Cnig_chr_I.g647.t1	413	215
I.g1159.t1__Cnig_chr_I.g648.t1	44343	35445
I.g1160.t1__Cnig_chr_I.g649.t1	136	116
I.g1161.t1__Cnig_chr_I.g650.t3	566	395
I.g1162.t2__Cnig_chr_I.g651.t2	5034	830
I.g1163.t2__Cnig_chr_I.g653.t1	2557	1319
I.g1165.t1__Cnig_chr_I.g655.t1	123	188
I.g1166.t1__Cnig_chr_I.g657.t2	300	167
I.g1167.t1__Cnig_chr_I.g656.t1	320	40
I.g1168.t3__Cnig_chr_I.g658.t2	943	350
I.g1169.t1__Cnig_chr_I.g659.t1	112	30
I.g1170.t1__Cnig_chr_I.g660.t2	4155	1515
I.g1171.t1__Cnig_chr_I.g662.t1	61	32
I.g1172.t1__Cnig_chr_I.g663.t2	3554	475
I.g1173.t2__Cnig_chr_I.g666.t3	24	116
I.g1175.t2__Cnig_chr_I.g668.t2	1441	1361
I.g1176.t1__Cnig_chr_I.g674.t1	8	0
I.g1180.t1__Cnig_chr_I.g698.t1	524	110
I.g1181.t1__Cnig_chr_I.g697.t1	790	468
I.g1182.t2__Cnig_chr_I.g696.t1	328	148
I.g1183.t1__Cnig_chr_I.g695.t1	1404	220
I.g1184.t1__Cnig_chr_I.g694.t2	1894	534
I.g1185.t1__Cnig_chr_I.g693.t1	52	23
I.g1186.t1__Cnig_chr_I.g692.t1	173	30
I.g1187.t1__Cnig_chr_I.g691.t1	20536	13840
I.g1188.t1__Cnig_chr_I.g690.t1	24954	7670
I.g1189.t1__Cnig_chr_I.g689.t1	731	261
I.g1190.t1__Cnig_chr_I.g688.t1	95	64
I.g1191.t1__Cnig_chr_I.g687.t1	17	9
I.g1195.t1__Cnig_chr_I.g683.t2	4	0
I.g1196.t1__Cnig_chr_I.g682.t3	1823	633
I.g1197.t1__Cnig_chr_I.g680.t1	2796	244
I.g1198.t1__Cnig_chr_I.g702.t1	472	204
I.g1199.t1__Cnig_chr_I.g704.t1	7504	910
I.g1200.t1__Cnig_chr_I.g705.t1	398	270
I.g1201.t1__Cnig_chr_I.g706.t1	206	118
I.g1205.t1__Cnig_chr_I.g676.t1	2	3
I.g1211.t2__Cnig_chr_I.g751.t1	1844	553
I.g1212.t1__Cnig_chr_I.g752.t1	3746	2685
I.g1213.t3__Cnig_chr_I.g753.t3	382	173
I.g1217.t1__Cnig_chr_I.g763.t1	3338	2079
I.g1218.t2__Cnig_chr_I.g766.t1	3	69
I.g1221.t1__Cnig_chr_I.g778.t1	87	38
I.g1222.t1__Cnig_chr_I.g779.t1	182	66
I.g1226.t1__Cnig_chr_I.g549.t1	139	304
I.g1232.t1__Cnig_chr_I.g788.t1	380	254
I.g1233.t1__Cnig_chr_I.g787.t1	261	86
I.g1234.t1__Cnig_chr_I.g786.t1	438	235
I.g1235.t2__Cnig_chr_I.g785.t1	416	177
I.g1236.t2__Cnig_chr_I.g784.t1	540	285
I.g1237.t1__Cnig_chr_I.g783.t1	2987	1192
I.g1241.t1__Cnig_chr_I.g794.t1	275	248
I.g1242.t1__Cnig_chr_I.g795.t3	3177	2263
I.g1243.t1__Cnig_chr_I.g798.t1	2615	1243
I.g1244.t1__Cnig_chr_I.g799.t1	45	27
I.g1245.t1__Cnig_chr_I.g800.t1	177	159
I.g1246.t1__Cnig_chr_I.g803.t1	2449	1325
I.g1247.t1__Cnig_chr_I.g804.t1	456	258
I.g1248.t3__Cnig_chr_I.g805.t1	501	295
I.g1249.t1__Cnig_chr_I.g806.t1	4906	2927
I.g1252.t1__Cnig_chr_I.g809.t3	1031	816
I.g1254.t3__Cnig_chr_I.g811.t1	3548	1456
I.g1255.t1__Cnig_chr_I.g814.t1	57	25
I.g1256.t3__Cnig_chr_I.g815.t2	59	33
I.g1258.t2__Cnig_chr_I.g818.t1	2936	2744
I.g1259.t1__Cnig_chr_I.g819.t1	355	291
I.g1263.t1__Cnig_chr_I.g825.t1	2211	1251
I.g1264.t3__Cnig_chr_I.g830.t1	962	606
I.g1265.t1__Cnig_chr_I.g831.t1	497	94
I.g1266.t2__Cnig_chr_I.g833.t1	1759	534
I.g1268.t1__Cnig_chr_I.g835.t2	113	389
I.g1269.t1__Cnig_chr_I.g836.t1	998	465
I.g1271.t2__Cnig_chr_I.g838.t2	82	12
I.g1272.t1__Cnig_chr_I.g839.t1	864	333
I.g1273.t2__Cnig_chr_I.g840.t1	380	304
I.g1274.t1__Cnig_chr_I.g841.t1	1648	751
I.g1275.t1__Cnig_chr_I.g842.t1	1195	452
I.g1276.t1__Cnig_chr_I.g843.t1	5631	3787
I.g1280.t1__Cnig_chr_I.g851.t1	144	65
I.g1281.t2__Cnig_chr_I.g852.t1	1522	509
I.g1282.t1__Cnig_chr_I.g853.t1	590	248
I.g1283.t1__Cnig_chr_I.g854.t1	1709	324
I.g1285.t3__Cnig_chr_I.g856.t1	56	9
I.g1287.t2__Cnig_chr_I.g857.t1	49	7
I.g1288.t1__Cnig_chr_I.g858.t1	673	524
I.g1289.t1__Cnig_chr_I.g859.t1	1280	1142
I.g1290.t1__Cnig_chr_I.g860.t1	302	226
I.g1291.t1__Cnig_chr_I.g861.t1	3593	1576
I.g1292.t3__Cnig_chr_I.g862.t2	2277	1437
I.g1293.t1__Cnig_chr_I.g864.t1	3217	2648
I.g1295.t1__Cnig_chr_I.g865.t2	2262	2489
I.g1296.t2__Cnig_chr_I.g866.t3	30	8
I.g1297.t1__Cnig_chr_I.g867.t1	423	405
I.g1298.t1__Cnig_chr_I.g868.t1	936	444
I.g1299.t1__Cnig_chr_I.g869.t1	2835	732
I.g1300.t3__Cnig_chr_I.g870.t3	1778	1382
I.g1306.t1__Cnig_chr_I.g872.t1	174	214
I.g1309.t1__Cnig_chr_I.g874.t1	279	182
I.g1311.t1__Cnig_chr_I.g875.t3	511	620
I.g1313.t1__Cnig_chr_I.g878.t1	2683	637
I.g1314.t3__Cnig_chr_I.g879.t1	683	166
I.g1315.t1__Cnig_chr_I.g880.t1	184	123
I.g1316.t1__Cnig_chr_I.g881.t2	1181	675
I.g1317.t1__Cnig_chr_I.g882.t1	1767	1370
I.g1318.t3__Cnig_chr_I.g883.t1	550	344
I.g1319.t1__Cnig_chr_I.g884.t1	121	73
I.g1320.t1__Cnig_chr_I.g885.t1	247	275
I.g1321.t3__Cnig_chr_I.g886.t2	2244	1466
I.g1322.t1__Cnig_chr_I.g887.t1	701	533
I.g1323.t1__Cnig_chr_I.g888.t1	394	223
I.g1325.t1__Cnig_chr_I.g890.t1	236	87
I.g1326.t1__Cnig_chr_I.g892.t1	38	120
I.g1327.t3__Cnig_chr_I.g893.t1	3070	2219
I.g1328.t1__Cnig_chr_I.g899.t1	464	695
I.g1329.t1__Cnig_chr_I.g901.t2	1812	1802
I.g1330.t1__Cnig_chr_I.g902.t1	136	130
I.g1331.t1__Cnig_chr_I.g903.t1	1571	1109
I.g1332.t2__Cnig_chr_I.g904.t1	771	538
I.g1333.t2__Cnig_chr_I.g905.t1	762	576
I.g1334.t1__Cnig_chr_I.g906.t1	2506	531
I.g1336.t1__Cnig_chr_I.g908.t1	723	475
I.g1337.t1__Cnig_chr_I.g909.t1	1561	617
I.g1339.t1__Cnig_chr_I.g928.t1	538	121
I.g1340.t2__Cnig_chr_I.g929.t1	2711	639
I.g1341.t1__Cnig_chr_I.g930.t1	2938	1005
I.g1342.t1__Cnig_chr_I.g931.t1	82	20
I.g1343.t2__Cnig_chr_I.g932.t1	1972	1389
I.g1344.t1__Cnig_chr_I.g933.t1	191	259
I.g1347.t1__Cnig_chr_I.g934.t1	674	690
I.g1348.t1__Cnig_chr_I.g935.t1	714	99
I.g1349.t1__Cnig_chr_I.g938.t2	100	10
I.g1350.t2__Cnig_chr_I.g940.t1	1758	305
I.g1351.t1__Cnig_chr_I.g941.t1	1733	639
I.g1352.t1__Cnig_chr_I.g942.t1	1623	487
I.g1353.t1__Cnig_chr_I.g949.t1	905	417
I.g1354.t1__Cnig_chr_I.g950.t2	661	559
I.g1355.t1__Cnig_chr_I.g951.t1	170	16
I.g1356.t4__Cnig_chr_I.g952.t1	2371	1300
I.g1357.t4__Cnig_chr_I.g953.t1	273	132
I.g1359.t1__Cnig_chr_I.g954.t1	1375	504
I.g1360.t1__Cnig_chr_I.g956.t2	2154	701
I.g1361.t1__Cnig_chr_I.g957.t1	736	305
I.g1362.t1__Cnig_chr_I.g958.t1	249	181
I.g1363.t1__Cnig_chr_I.g959.t1	1134	2606
I.g1364.t1__Cnig_chr_I.g990.t1	9	9
I.g1365.t1__Cnig_chr_I.g989.t1	436	264
I.g1366.t3__Cnig_chr_I.g988.t2	2414	1312
I.g1367.t1__Cnig_chr_I.g986.t1	415	60
I.g1368.t1__Cnig_chr_I.g985.t1	364	127
I.g1369.t1__Cnig_chr_I.g983.t1	255	102
I.g1370.t1__Cnig_chr_I.g982.t2	1	3
I.g1371.t3__Cnig_chr_I.g981.t2	760	289
I.g1372.t1__Cnig_chr_I.g980.t1	10234	660
I.g1373.t2__Cnig_chr_I.g979.t3	516	388
I.g1374.t2__Cnig_chr_I.g978.t1	4348	2199
I.g1376.t2__Cnig_chr_I.g977.t1	32	25
I.g1377.t3__Cnig_chr_I.g976.t2	533	354
I.g1378.t2__Cnig_chr_I.g975.t1	819	306
I.g1379.t1__Cnig_chr_I.g974.t1	702	464
I.g1380.t1__Cnig_chr_I.g973.t1	564	127
I.g1381.t1__Cnig_chr_I.g972.t1	2409	1832
I.g1382.t1__Cnig_chr_I.g971.t1	330	173
I.g1383.t2__Cnig_chr_I.g970.t1	513	342
I.g1387.t2__Cnig_chr_I.g968.t1	568	344
I.g1388.t1__Cnig_chr_I.g967.t1	3107	1022
I.g1389.t1__Cnig_chr_I.g966.t1	560	309
I.g1390.t1__Cnig_chr_I.g964.t1	574	736
I.g1391.t1__Cnig_chr_I.g963.t1	494	190
I.g1392.t1__Cnig_chr_I.g962.t1	721	500
I.g1394.t1__Cnig_chr_I.g961.t1	1125	1132
I.g1395.t1__Cnig_chr_I.g960.t2	535	495
I.g1397.t1__Cnig_chr_I.g991.t1	175	225
I.g1398.t1__Cnig_chr_I.g992.t1	751	147
I.g1399.t2__Cnig_chr_I.g994.t1	10	27
I.g1400.t1__Cnig_chr_I.g995.t1	58	37
I.g1401.t2__Cnig_chr_I.g996.t1	14330	12836
I.g1402.t1__Cnig_chr_I.g997.t1	49	46
I.g1403.t1__Cnig_chr_I.g998.t1	916	319
I.g1404.t1__Cnig_chr_I.g1000.t1	645	109
I.g1405.t1__Cnig_chr_I.g1001.t1	22030	18947
I.g1406.t1__Cnig_chr_I.g1002.t1	7294	5923
I.g1407.t1__Cnig_chr_I.g1004.t1	204	92
I.g1408.t1__Cnig_chr_I.g1005.t1	145	280
I.g1409.t2__Cnig_chr_I.g1006.t1	1489	1260
I.g1410.t1__Cnig_chr_I.g1007.t1	3272	5520
I.g1412.t2__Cnig_chr_I.g1009.t1	4816	1419
I.g1413.t1__Cnig_chr_I.g1010.t1	459	26
I.g1414.t1__Cnig_chr_I.g1011.t1	7552	2565
I.g1415.t1__Cnig_chr_I.g1012.t1	629	155
I.g1416.t1__Cnig_chr_I.g1013.t2	2425	1038
I.g1417.t1__Cnig_chr_I.g1015.t1	981	1142
I.g1418.t1__Cnig_chr_I.g1016.t1	473	361
I.g1419.t1__Cnig_chr_I.g1019.t1	984	497
I.g1422.t1__Cnig_chr_I.g1020.t1	453	439
I.g1423.t1__Cnig_chr_I.g1021.t1	43	4
I.g1424.t1__Cnig_chr_I.g1022.t1	90	76
I.g1425.t1__Cnig_chr_I.g1023.t2	451	140
I.g1426.t2__Cnig_chr_I.g1025.t2	1425	1184
I.g1427.t3__Cnig_chr_I.g1026.t1	4120	2236
I.g1428.t1__Cnig_chr_I.g1028.t1	1088	562
I.g1429.t1__Cnig_chr_I.g1029.t1	378	130
I.g1430.t2__Cnig_chr_I.g1030.t2	90	72
I.g1431.t1__Cnig_chr_I.g1031.t1	599	245
I.g1432.t1__Cnig_chr_I.g1032.t1	511	388
I.g1434.t1__Cnig_chr_I.g1034.t1	667	682
I.g1435.t1__Cnig_chr_I.g1035.t1	678	1163
I.g1436.t1__Cnig_chr_I.g1036.t1	520	508
I.g1437.t2__Cnig_chr_I.g1037.t1	261	119
I.g1438.t3__Cnig_chr_I.g1038.t3	1044	936
I.g1439.t1__Cnig_chr_I.g1039.t1	1099	740
I.g1440.t1__Cnig_chr_I.g1040.t1	1051	875
I.g1441.t3__Cnig_chr_I.g1041.t3	833	399
I.g1443.t1__Cnig_chr_I.g1042.t2	356	39
I.g1444.t1__Cnig_chr_I.g1043.t1	85	70
I.g1445.t1__Cnig_chr_I.g1044.t1	53	101
I.g1446.t1__Cnig_chr_I.g1045.t1	293	56
I.g1447.t1__Cnig_chr_I.g1046.t1	156	47
I.g1449.t1__Cnig_chr_I.g1047.t1	166	64
I.g1450.t1__Cnig_chr_I.g1048.t1	979	547
I.g1451.t1__Cnig_chr_I.g1050.t1	282	70
I.g1452.t1__Cnig_chr_I.g1051.t1	1144	460
I.g1453.t1__Cnig_chr_I.g1052.t1	561	248
I.g1454.t3__Cnig_chr_I.g1053.t2	11089	8638
I.g1455.t1__Cnig_chr_I.g1054.t1	11470	8903
I.g1456.t3__Cnig_chr_I.g1056.t1	1617	369
I.g1457.t1__Cnig_chr_I.g1057.t1	278	297
I.g1459.t1__Cnig_chr_I.g1058.t2	677	665
I.g1460.t1__Cnig_chr_I.g1059.t2	1687	1913
I.g1461.t1__Cnig_chr_I.g1060.t1	1137	1721
I.g1462.t3__Cnig_chr_I.g1062.t1	973	10
I.g1463.t1__Cnig_chr_I.g1063.t1	925	712
I.g1464.t1__Cnig_chr_I.g1064.t1	392	128
I.g1465.t1__Cnig_chr_I.g1065.t1	10432	8972
I.g1466.t3__Cnig_chr_I.g1066.t3	1067	385
I.g1467.t3__Cnig_chr_I.g1067.t1	249	10
I.g1468.t1__Cnig_chr_I.g1069.t1	1129	743
I.g1469.t1__Cnig_chr_I.g1070.t1	897	537
I.g1470.t3__Cnig_chr_I.g1071.t3	354	108
I.g1473.t1__Cnig_chr_I.g1073.t1	111	10
I.g1475.t1__Cnig_chr_I.g1078.t2	21	18
I.g1476.t1__Cnig_chr_I.g1079.t1	1	18
I.g1479.t1__Cnig_chr_I.g1080.t1	5317	1488
I.g1482.t1__Cnig_chr_I.g1085.t2	3802	1376
I.g1483.t1__Cnig_chr_I.g1291.t3	383	205
I.g1487.t2__Cnig_chr_I.g1099.t1	10	6
I.g1488.t2__Cnig_chr_I.g1101.t2	644	129
I.g1489.t1__Cnig_chr_I.g1102.t1	276	242
I.g1490.t3__Cnig_chr_I.g1103.t1	1659	784
I.g1491.t2__Cnig_chr_I.g1105.t1	2147	1981
I.g1492.t2__Cnig_chr_I.g1106.t1	1308	779
I.g1493.t1__Cnig_chr_I.g1107.t1	779	576
I.g1494.t1__Cnig_chr_I.g1108.t1	7319	3978
I.g1495.t1__Cnig_chr_I.g1110.t1	152	181
I.g1498.t1__Cnig_chr_I.g1111.t1	77	93
I.g1499.t1__Cnig_chr_I.g1112.t1	1178	1941
I.g1501.t1__Cnig_chr_I.g1113.t1	1081	1549
I.g1502.t1__Cnig_chr_I.g1114.t1	12762	11010
I.g1503.t1__Cnig_chr_I.g1115.t1	70	15
I.g1504.t1__Cnig_chr_I.g1116.t2	761	505
I.g1505.t2__Cnig_chr_I.g1117.t1	971	3
I.g1506.t3__Cnig_chr_I.g1118.t1	3445	2520
I.g1507.t1__Cnig_chr_I.g1119.t1	60	30
I.g1509.t4__Cnig_chr_I.g1122.t4	1058	751
I.g1510.t1__Cnig_chr_I.g1123.t1	926	248
I.g1512.t1__Cnig_chr_I.g1124.t1	205	8
I.g1513.t1__Cnig_chr_I.g1125.t2	2909	1318
I.g1514.t1__Cnig_chr_I.g1126.t1	1754	1083
I.g1515.t2__Cnig_chr_I.g1127.t2	1560	557
I.g1516.t1__Cnig_chr_I.g1128.t1	2121	1496
I.g1518.t1__Cnig_chr_I.g1129.t1	1109	467
I.g1519.t2__Cnig_chr_I.g1130.t1	43	21
I.g1520.t1__Cnig_chr_I.g1131.t1	753	416
I.g1521.t1__Cnig_chr_I.g1132.t2	381	142
I.g1522.t1__Cnig_chr_I.g1133.t2	6986	4389
I.g1523.t1__Cnig_chr_I.g1134.t1	4688	907
I.g1525.t1__Cnig_chr_I.g1138.t1	125	71
I.g1526.t2__Cnig_chr_I.g1139.t2	505	174
I.g1528.t1__Cnig_chr_I.g1140.t1	1110	769
I.g1529.t1__Cnig_chr_I.g1141.t1	1974	963
I.g1530.t1__Cnig_chr_I.g1142.t1	1658	1042
I.g1531.t1__Cnig_chr_I.g1143.t2	112	37
I.g1533.t1__Cnig_chr_I.g1144.t3	911	1652
I.g1534.t1__Cnig_chr_I.g1145.t1	319	249
I.g1535.t1__Cnig_chr_I.g1146.t2	441	397
I.g1536.t1__Cnig_chr_I.g1147.t2	1113	500
I.g1537.t2__Cnig_chr_I.g1148.t2	285	155
I.g1538.t2__Cnig_chr_I.g1149.t1	735	716
I.g1539.t2__Cnig_chr_I.g1150.t1	7388	4325
I.g1540.t1__Cnig_chr_I.g1151.t2	603	168
I.g1541.t3__Cnig_chr_I.g1152.t3	37	3
I.g1542.t1__Cnig_chr_I.g1154.t1	688	488
I.g1543.t1__Cnig_chr_I.g1155.t1	5	6
I.g1544.t1__Cnig_chr_I.g1156.t1	187	107
I.g1545.t1__Cnig_chr_I.g1157.t2	14	2
I.g1546.t1__Cnig_chr_I.g1158.t1	1599	568
I.g1547.t1__Cnig_chr_I.g1159.t1	60	20
I.g1548.t1__Cnig_chr_I.g1160.t1	1010	831
I.g1549.t1__Cnig_chr_I.g1161.t1	135	174
I.g1550.t2__Cnig_chr_I.g1162.t1	447	18
I.g1551.t1__Cnig_chr_I.g1163.t1	2626	1096
I.g1552.t1__Cnig_chr_I.g1164.t1	3515	1822
I.g1553.t2__Cnig_chr_I.g1165.t2	5498	4235
I.g1554.t1__Cnig_chr_I.g1166.t1	2918	2623
I.g1555.t1__Cnig_chr_I.g1167.t2	19	5
I.g1556.t1__Cnig_chr_I.g1168.t1	23	18
I.g1557.t1__Cnig_chr_I.g1169.t1	33	10
I.g1558.t1__Cnig_chr_I.g1170.t1	1492	1151
I.g1560.t2__Cnig_chr_I.g1171.t3	472	482
I.g1562.t1__Cnig_chr_I.g1172.t2	547	492
I.g1563.t1__Cnig_chr_I.g1173.t2	1952	1462
I.g1564.t1__Cnig_chr_I.g1175.t1	765	494
I.g1565.t1__Cnig_chr_I.g1176.t2	577	273
I.g1566.t1__Cnig_chr_I.g1177.t1	4593	2609
I.g1567.t1__Cnig_chr_I.g1178.t1	591	488
I.g1568.t1__Cnig_chr_I.g1179.t1	1259	802
I.g1569.t1__Cnig_chr_I.g1180.t1	104	24
I.g1571.t3__Cnig_chr_I.g1182.t2	128	5
I.g1572.t1__Cnig_chr_I.g1183.t1	3405	2969
I.g1575.t2__Cnig_chr_I.g1184.t1	2280	1670
I.g1576.t1__Cnig_chr_I.g1185.t3	1739	1294
I.g1577.t1__Cnig_chr_I.g1187.t1	1452	1049
I.g1578.t1__Cnig_chr_I.g1188.t1	232	274
I.g1579.t1__Cnig_chr_I.g1189.t1	217	287
I.g1581.t2__Cnig_chr_I.g1191.t1	21	19
I.g1582.t1__Cnig_chr_I.g1192.t1	564	652
I.g1584.t1__Cnig_chr_I.g1193.t1	448	526
I.g1585.t1__Cnig_chr_I.g1194.t1	545	556
I.g1586.t1__Cnig_chr_I.g1195.t1	625	818
I.g1587.t1__Cnig_chr_I.g1196.t1	2035	2234
I.g1588.t3__Cnig_chr_I.g1197.t1	2795	1400
I.g1589.t1__Cnig_chr_I.g1198.t1	301	60
I.g1591.t1__Cnig_chr_I.g1201.t1	1408	1635
I.g1592.t1__Cnig_chr_I.g1202.t1	494	373
I.g1593.t1__Cnig_chr_I.g1203.t1	257	272
I.g1594.t1__Cnig_chr_I.g1204.t1	2171	2073
I.g1595.t1__Cnig_chr_I.g1205.t1	4344	3720
I.g1596.t2__Cnig_chr_I.g1206.t1	37	9
I.g1597.t1__Cnig_chr_I.g1207.t1	1572	1464
I.g1598.t2__Cnig_chr_I.g1208.t3	2029	1556
I.g1599.t1__Cnig_chr_I.g1209.t1	532	410
I.g1601.t1__Cnig_chr_I.g1211.t1	27	28
I.g1603.t1__Cnig_chr_I.g1213.t1	456	329
I.g1604.t1__Cnig_chr_I.g1214.t1	12	1
I.g1605.t1__Cnig_chr_I.g1215.t2	1471	1689
I.g1610.t1__Cnig_chr_I.g1216.t2	3886	4069
I.g1611.t1__Cnig_chr_I.g1217.t1	1154	632
I.g1614.t1__Cnig_chr_I.g1220.t1	349	494
I.g1615.t1__Cnig_chr_I.g1221.t1	409	401
I.g1616.t1__Cnig_chr_I.g1222.t2	4157	3698
I.g1617.t1__Cnig_chr_I.g1224.t1	2031	1243
I.g1618.t1__Cnig_chr_I.g1225.t2	8393	7387
I.g1619.t1__Cnig_chr_I.g1226.t1	697	742
I.g1620.t2__Cnig_chr_I.g1227.t1	2571	1208
I.g1621.t1__Cnig_chr_I.g1228.t1	620	995
I.g1623.t1__Cnig_chr_I.g1229.t1	1793	1411
I.g1624.t1__Cnig_chr_I.g1230.t1	65	34
I.g1625.t2__Cnig_chr_I.g1231.t1	1657	1080
I.g1626.t2__Cnig_chr_I.g1232.t1	30	43
