gene_id	HM3_Cbr	HM3_Cni
I.g1166.t1__Cnig_chr_I.g657.t2	409	221
I.g1167.t1__Cnig_chr_I.g656.t1	510	158
I.g1168.t3__Cnig_chr_I.g658.t2	1086	439
I.g1169.t1__Cnig_chr_I.g659.t1	139	29
I.g1170.t1__Cnig_chr_I.g660.t2	6142	2481
I.g1171.t1__Cnig_chr_I.g662.t1	117	75
I.g1172.t1__Cnig_chr_I.g663.t2	4251	401
I.g1173.t2__Cnig_chr_I.g666.t3	54	141
I.g1175.t2__Cnig_chr_I.g668.t2	1275	1504
I.g1176.t1__Cnig_chr_I.g674.t1	19	0
I.g1180.t1__Cnig_chr_I.g698.t1	822	190
I.g1181.t1__Cnig_chr_I.g697.t1	1014	517
I.g1182.t2__Cnig_chr_I.g696.t1	490	213
I.g1183.t1__Cnig_chr_I.g695.t1	1713	320
I.g1184.t1__Cnig_chr_I.g694.t2	1653	490
I.g1185.t1__Cnig_chr_I.g693.t1	178	45
I.g1186.t1__Cnig_chr_I.g692.t1	189	26
I.g1187.t1__Cnig_chr_I.g691.t1	30474	16612
I.g1188.t1__Cnig_chr_I.g690.t1	34031	12041
I.g1189.t1__Cnig_chr_I.g689.t1	666	307
I.g1190.t1__Cnig_chr_I.g688.t1	106	128
I.g1191.t1__Cnig_chr_I.g687.t1	91	35
I.g1195.t1__Cnig_chr_I.g683.t2	22	7
I.g1196.t1__Cnig_chr_I.g682.t3	1759	684
I.g1197.t1__Cnig_chr_I.g680.t1	2571	324
I.g1198.t1__Cnig_chr_I.g702.t1	901	541
I.g1199.t1__Cnig_chr_I.g704.t1	10985	1640
I.g1200.t1__Cnig_chr_I.g705.t1	620	377
I.g1201.t1__Cnig_chr_I.g706.t1	245	175
I.g1205.t1__Cnig_chr_I.g676.t1	2	3
I.g1211.t2__Cnig_chr_I.g751.t1	2490	660
I.g1212.t1__Cnig_chr_I.g752.t1	3968	2699
I.g1213.t3__Cnig_chr_I.g753.t3	547	203
I.g1217.t1__Cnig_chr_I.g763.t1	2913	1884
I.g1218.t2__Cnig_chr_I.g766.t1	14	235
I.g1221.t1__Cnig_chr_I.g778.t1	289	178
I.g1222.t1__Cnig_chr_I.g779.t1	296	132
I.g1226.t1__Cnig_chr_I.g549.t1	237	540
I.g1232.t1__Cnig_chr_I.g788.t1	440	305
I.g1233.t1__Cnig_chr_I.g787.t1	304	135
I.g1234.t1__Cnig_chr_I.g786.t1	445	228
I.g1235.t2__Cnig_chr_I.g785.t1	336	177
I.g1236.t2__Cnig_chr_I.g784.t1	591	388
I.g1237.t1__Cnig_chr_I.g783.t1	3981	1841
I.g1241.t1__Cnig_chr_I.g794.t1	275	270
I.g1242.t1__Cnig_chr_I.g795.t3	3260	2268
I.g1243.t1__Cnig_chr_I.g798.t1	1291	763
I.g1244.t1__Cnig_chr_I.g799.t1	65	72
I.g1245.t1__Cnig_chr_I.g800.t1	254	235
I.g1246.t1__Cnig_chr_I.g803.t1	2622	1767
I.g1247.t1__Cnig_chr_I.g804.t1	691	497
I.g1248.t3__Cnig_chr_I.g805.t1	623	400
I.g1249.t1__Cnig_chr_I.g806.t1	5185	2720
I.g1252.t1__Cnig_chr_I.g809.t3	1166	913
I.g1254.t3__Cnig_chr_I.g811.t1	4297	1525
I.g1255.t1__Cnig_chr_I.g814.t1	255	91
I.g1256.t3__Cnig_chr_I.g815.t2	82	34
I.g1258.t2__Cnig_chr_I.g818.t1	3443	3833
I.g1259.t1__Cnig_chr_I.g819.t1	310	319
I.g1263.t1__Cnig_chr_I.g825.t1	1343	1074
I.g1264.t3__Cnig_chr_I.g830.t1	1047	858
I.g1265.t1__Cnig_chr_I.g831.t1	785	185
I.g1266.t2__Cnig_chr_I.g833.t1	2117	537
I.g1268.t1__Cnig_chr_I.g835.t2	113	488
I.g1269.t1__Cnig_chr_I.g836.t1	998	608
I.g1271.t2__Cnig_chr_I.g838.t2	148	10
I.g1272.t1__Cnig_chr_I.g839.t1	1011	604
I.g1273.t2__Cnig_chr_I.g840.t1	423	279
I.g1274.t1__Cnig_chr_I.g841.t1	2293	1016
I.g1275.t1__Cnig_chr_I.g842.t1	1438	685
I.g1276.t1__Cnig_chr_I.g843.t1	8136	4010
I.g1280.t1__Cnig_chr_I.g851.t1	700	333
I.g1281.t2__Cnig_chr_I.g852.t1	1195	434
I.g1282.t1__Cnig_chr_I.g853.t1	665	248
I.g1283.t1__Cnig_chr_I.g854.t1	2143	785
I.g1285.t3__Cnig_chr_I.g856.t1	82	11
I.g1287.t2__Cnig_chr_I.g857.t1	89	8
I.g1288.t1__Cnig_chr_I.g858.t1	883	654
I.g1289.t1__Cnig_chr_I.g859.t1	1143	1282
I.g1290.t1__Cnig_chr_I.g860.t1	481	377
I.g1291.t1__Cnig_chr_I.g861.t1	3908	2019
I.g1292.t3__Cnig_chr_I.g862.t2	2075	1495
I.g1293.t1__Cnig_chr_I.g864.t1	2770	2466
I.g1295.t1__Cnig_chr_I.g865.t2	2763	3018
I.g1296.t2__Cnig_chr_I.g866.t3	58	14
I.g1297.t1__Cnig_chr_I.g867.t1	637	454
I.g1298.t1__Cnig_chr_I.g868.t1	1221	696
I.g1299.t1__Cnig_chr_I.g869.t1	2742	765
I.g1300.t3__Cnig_chr_I.g870.t3	1883	1632
I.g1306.t1__Cnig_chr_I.g872.t1	458	403
I.g1309.t1__Cnig_chr_I.g874.t1	505	564
I.g1311.t1__Cnig_chr_I.g875.t3	658	1029
I.g1313.t1__Cnig_chr_I.g878.t1	2957	890
I.g1314.t3__Cnig_chr_I.g879.t1	842	315
I.g1315.t1__Cnig_chr_I.g880.t1	286	147
I.g1316.t1__Cnig_chr_I.g881.t2	1172	810
I.g1317.t1__Cnig_chr_I.g882.t1	2618	2024
I.g1318.t3__Cnig_chr_I.g883.t1	898	351
I.g1319.t1__Cnig_chr_I.g884.t1	106	64
I.g1320.t1__Cnig_chr_I.g885.t1	890	923
I.g1321.t3__Cnig_chr_I.g886.t2	2610	1656
I.g1322.t1__Cnig_chr_I.g887.t1	565	570
I.g1323.t1__Cnig_chr_I.g888.t1	566	400
I.g1325.t1__Cnig_chr_I.g890.t1	106	155
I.g1326.t1__Cnig_chr_I.g892.t1	113	208
I.g1327.t3__Cnig_chr_I.g893.t1	2848	2436
I.g1328.t1__Cnig_chr_I.g899.t1	406	705
I.g1329.t1__Cnig_chr_I.g901.t2	2513	2565
I.g1330.t1__Cnig_chr_I.g902.t1	239	211
I.g1331.t1__Cnig_chr_I.g903.t1	1771	1253
I.g1332.t2__Cnig_chr_I.g904.t1	931	606
I.g1333.t2__Cnig_chr_I.g905.t1	508	442
I.g1334.t1__Cnig_chr_I.g906.t1	2256	579
I.g1336.t1__Cnig_chr_I.g908.t1	674	486
I.g1337.t1__Cnig_chr_I.g909.t1	868	492
I.g1339.t1__Cnig_chr_I.g928.t1	871	163
I.g1340.t2__Cnig_chr_I.g929.t1	4241	1111
I.g1341.t1__Cnig_chr_I.g930.t1	2207	882
I.g1342.t1__Cnig_chr_I.g931.t1	224	134
I.g1343.t2__Cnig_chr_I.g932.t1	2079	1583
I.g1344.t1__Cnig_chr_I.g933.t1	398	376
I.g1347.t1__Cnig_chr_I.g934.t1	1153	1119
I.g1348.t1__Cnig_chr_I.g935.t1	1083	195
I.g1349.t1__Cnig_chr_I.g938.t2	147	14
I.g1350.t2__Cnig_chr_I.g940.t1	1692	198
I.g1351.t1__Cnig_chr_I.g941.t1	2640	946
I.g1352.t1__Cnig_chr_I.g942.t1	1831	592
I.g1353.t1__Cnig_chr_I.g949.t1	1057	461
I.g1354.t1__Cnig_chr_I.g950.t2	1180	834
I.g1355.t1__Cnig_chr_I.g951.t1	288	84
I.g1356.t4__Cnig_chr_I.g952.t1	2936	1539
I.g1357.t4__Cnig_chr_I.g953.t1	312	169
I.g1359.t1__Cnig_chr_I.g954.t1	1541	668
I.g1360.t1__Cnig_chr_I.g956.t2	2516	992
I.g1361.t1__Cnig_chr_I.g957.t1	762	403
I.g1362.t1__Cnig_chr_I.g958.t1	248	170
I.g1363.t1__Cnig_chr_I.g959.t1	1411	3469
I.g1364.t1__Cnig_chr_I.g990.t1	4	1
I.g1365.t1__Cnig_chr_I.g989.t1	464	393
I.g1366.t3__Cnig_chr_I.g988.t2	2701	1744
I.g1367.t1__Cnig_chr_I.g986.t1	757	88
I.g1368.t1__Cnig_chr_I.g985.t1	487	167
I.g1369.t1__Cnig_chr_I.g983.t1	297	126
I.g1370.t1__Cnig_chr_I.g982.t2	8	21
I.g1371.t3__Cnig_chr_I.g981.t2	1012	446
I.g1372.t1__Cnig_chr_I.g980.t1	20057	1225
I.g1373.t2__Cnig_chr_I.g979.t3	660	582
I.g1374.t2__Cnig_chr_I.g978.t1	4216	2502
I.g1376.t2__Cnig_chr_I.g977.t1	51	36
I.g1377.t3__Cnig_chr_I.g976.t2	655	395
I.g1378.t2__Cnig_chr_I.g975.t1	885	306
I.g1379.t1__Cnig_chr_I.g974.t1	782	531
I.g1380.t1__Cnig_chr_I.g973.t1	1486	705
I.g1381.t1__Cnig_chr_I.g972.t1	2949	2397
I.g1382.t1__Cnig_chr_I.g971.t1	460	241
I.g1383.t2__Cnig_chr_I.g970.t1	620	387
I.g1387.t2__Cnig_chr_I.g968.t1	1024	616
I.g1388.t1__Cnig_chr_I.g967.t1	3439	1075
I.g1389.t1__Cnig_chr_I.g966.t1	774	394
I.g1390.t1__Cnig_chr_I.g964.t1	818	852
I.g1391.t1__Cnig_chr_I.g963.t1	777	367
I.g1392.t1__Cnig_chr_I.g962.t1	655	421
I.g1394.t1__Cnig_chr_I.g961.t1	1442	1284
I.g1395.t1__Cnig_chr_I.g960.t2	630	706
I.g1397.t1__Cnig_chr_I.g991.t1	751	891
I.g1398.t1__Cnig_chr_I.g992.t1	684	186
I.g1399.t2__Cnig_chr_I.g994.t1	41	56
I.g1400.t1__Cnig_chr_I.g995.t1	104	83
I.g1401.t2__Cnig_chr_I.g996.t1	20794	19124
I.g1402.t1__Cnig_chr_I.g997.t1	107	115
I.g1403.t1__Cnig_chr_I.g998.t1	1596	743
I.g1404.t1__Cnig_chr_I.g1000.t1	541	147
I.g1405.t1__Cnig_chr_I.g1001.t1	37508	23934
I.g1406.t1__Cnig_chr_I.g1002.t1	7774	6291
I.g1407.t1__Cnig_chr_I.g1004.t1	203	139
I.g1408.t1__Cnig_chr_I.g1005.t1	463	561
I.g1409.t2__Cnig_chr_I.g1006.t1	1839	1601
I.g1410.t1__Cnig_chr_I.g1007.t1	5133	7102
I.g1412.t2__Cnig_chr_I.g1009.t1	5159	1776
I.g1413.t1__Cnig_chr_I.g1010.t1	414	79
I.g1414.t1__Cnig_chr_I.g1011.t1	9956	2701
I.g1415.t1__Cnig_chr_I.g1012.t1	877	201
I.g1416.t1__Cnig_chr_I.g1013.t2	3129	1125
I.g1417.t1__Cnig_chr_I.g1015.t1	1093	1492
I.g1418.t1__Cnig_chr_I.g1016.t1	629	510
I.g1419.t1__Cnig_chr_I.g1019.t1	1360	694
I.g1422.t1__Cnig_chr_I.g1020.t1	364	509
I.g1423.t1__Cnig_chr_I.g1021.t1	64	22
I.g1424.t1__Cnig_chr_I.g1022.t1	185	95
I.g1425.t1__Cnig_chr_I.g1023.t2	523	177
I.g1426.t2__Cnig_chr_I.g1025.t2	1457	1580
I.g1427.t3__Cnig_chr_I.g1026.t1	4061	2709
I.g1428.t1__Cnig_chr_I.g1028.t1	1009	566
I.g1429.t1__Cnig_chr_I.g1029.t1	329	132
I.g1430.t2__Cnig_chr_I.g1030.t2	117	70
I.g1431.t1__Cnig_chr_I.g1031.t1	822	308
I.g1432.t1__Cnig_chr_I.g1032.t1	846	777
I.g1434.t1__Cnig_chr_I.g1034.t1	1073	1343
I.g1435.t1__Cnig_chr_I.g1035.t1	1077	1732
I.g1436.t1__Cnig_chr_I.g1036.t1	545	497
I.g1437.t2__Cnig_chr_I.g1037.t1	248	358
I.g1438.t3__Cnig_chr_I.g1038.t3	1020	969
I.g1439.t1__Cnig_chr_I.g1039.t1	2593	1144
I.g1440.t1__Cnig_chr_I.g1040.t1	1390	1260
I.g1441.t3__Cnig_chr_I.g1041.t3	736	342
I.g1443.t1__Cnig_chr_I.g1042.t2	499	101
I.g1444.t1__Cnig_chr_I.g1043.t1	148	126
I.g1445.t1__Cnig_chr_I.g1044.t1	70	141
I.g1446.t1__Cnig_chr_I.g1045.t1	195	233
I.g1447.t1__Cnig_chr_I.g1046.t1	254	45
I.g1449.t1__Cnig_chr_I.g1047.t1	420	69
I.g1450.t1__Cnig_chr_I.g1048.t1	1348	885
I.g1451.t1__Cnig_chr_I.g1050.t1	454	191
I.g1452.t1__Cnig_chr_I.g1051.t1	1060	540
I.g1453.t1__Cnig_chr_I.g1052.t1	620	299
I.g1454.t3__Cnig_chr_I.g1053.t2	13831	11114
I.g1455.t1__Cnig_chr_I.g1054.t1	15887	12340
I.g1456.t3__Cnig_chr_I.g1056.t1	1739	401
I.g1457.t1__Cnig_chr_I.g1057.t1	292	372
I.g1459.t1__Cnig_chr_I.g1058.t2	848	940
I.g1460.t1__Cnig_chr_I.g1059.t2	1617	2128
I.g1461.t1__Cnig_chr_I.g1060.t1	1254	2019
I.g1462.t3__Cnig_chr_I.g1062.t1	1959	28
I.g1463.t1__Cnig_chr_I.g1063.t1	1606	1161
I.g1464.t1__Cnig_chr_I.g1064.t1	575	172
I.g1465.t1__Cnig_chr_I.g1065.t1	15338	10442
I.g1466.t3__Cnig_chr_I.g1066.t3	1253	673
I.g1467.t3__Cnig_chr_I.g1067.t1	461	17
I.g1468.t1__Cnig_chr_I.g1069.t1	2086	973
I.g1469.t1__Cnig_chr_I.g1070.t1	1688	948
I.g1470.t3__Cnig_chr_I.g1071.t3	450	195
I.g1473.t1__Cnig_chr_I.g1073.t1	128	31
I.g1475.t1__Cnig_chr_I.g1078.t2	43	39
I.g1476.t1__Cnig_chr_I.g1079.t1	3	19
I.g1479.t1__Cnig_chr_I.g1080.t1	7034	2418
I.g1482.t1__Cnig_chr_I.g1085.t2	5419	2665
I.g1483.t1__Cnig_chr_I.g1291.t3	303	211
I.g1487.t2__Cnig_chr_I.g1099.t1	13	9
I.g1488.t2__Cnig_chr_I.g1101.t2	1053	200
I.g1489.t1__Cnig_chr_I.g1102.t1	327	238
I.g1490.t3__Cnig_chr_I.g1103.t1	1612	793
I.g1491.t2__Cnig_chr_I.g1105.t1	3120	3281
I.g1492.t2__Cnig_chr_I.g1106.t1	1559	958
I.g1493.t1__Cnig_chr_I.g1107.t1	670	428
I.g1494.t1__Cnig_chr_I.g1108.t1	6630	3769
I.g1495.t1__Cnig_chr_I.g1110.t1	365	146
I.g1498.t1__Cnig_chr_I.g1111.t1	139	175
I.g1499.t1__Cnig_chr_I.g1112.t1	1321	2224
I.g1501.t1__Cnig_chr_I.g1113.t1	1299	1617
I.g1502.t1__Cnig_chr_I.g1114.t1	17406	17518
I.g1503.t1__Cnig_chr_I.g1115.t1	126	52
I.g1504.t1__Cnig_chr_I.g1116.t2	561	491
I.g1505.t2__Cnig_chr_I.g1117.t1	962	12
I.g1506.t3__Cnig_chr_I.g1118.t1	3053	1962
I.g1507.t1__Cnig_chr_I.g1119.t1	104	36
I.g1509.t4__Cnig_chr_I.g1122.t4	1319	1015
I.g1510.t1__Cnig_chr_I.g1123.t1	782	231
I.g1512.t1__Cnig_chr_I.g1124.t1	297	18
I.g1513.t1__Cnig_chr_I.g1125.t2	1670	1007
I.g1514.t1__Cnig_chr_I.g1126.t1	1319	950
I.g1515.t2__Cnig_chr_I.g1127.t2	1231	504
I.g1516.t1__Cnig_chr_I.g1128.t1	3459	2022
I.g1518.t1__Cnig_chr_I.g1129.t1	1039	655
I.g1519.t2__Cnig_chr_I.g1130.t1	51	21
I.g1520.t1__Cnig_chr_I.g1131.t1	966	558
I.g1521.t1__Cnig_chr_I.g1132.t2	268	109
I.g1522.t1__Cnig_chr_I.g1133.t2	10211	5815
I.g1523.t1__Cnig_chr_I.g1134.t1	4972	1023
I.g1525.t1__Cnig_chr_I.g1138.t1	303	96
I.g1526.t2__Cnig_chr_I.g1139.t2	774	327
I.g1528.t1__Cnig_chr_I.g1140.t1	1252	783
I.g1529.t1__Cnig_chr_I.g1141.t1	2037	1231
I.g1530.t1__Cnig_chr_I.g1142.t1	1551	809
I.g1531.t1__Cnig_chr_I.g1143.t2	216	166
I.g1533.t1__Cnig_chr_I.g1144.t3	1218	2630
I.g1534.t1__Cnig_chr_I.g1145.t1	187	147
I.g1535.t1__Cnig_chr_I.g1146.t2	563	337
I.g1536.t1__Cnig_chr_I.g1147.t2	1368	594
I.g1537.t2__Cnig_chr_I.g1148.t2	245	168
I.g1538.t2__Cnig_chr_I.g1149.t1	736	643
I.g1539.t2__Cnig_chr_I.g1150.t1	8825	5118
I.g1540.t1__Cnig_chr_I.g1151.t2	853	322
I.g1541.t3__Cnig_chr_I.g1152.t3	37	11
I.g1542.t1__Cnig_chr_I.g1154.t1	1022	711
I.g1543.t1__Cnig_chr_I.g1155.t1	42	42
I.g1544.t1__Cnig_chr_I.g1156.t1	603	303
I.g1545.t1__Cnig_chr_I.g1157.t2	38	4
I.g1546.t1__Cnig_chr_I.g1158.t1	2783	1562
I.g1547.t1__Cnig_chr_I.g1159.t1	114	40
I.g1548.t1__Cnig_chr_I.g1160.t1	1159	1240
I.g1549.t1__Cnig_chr_I.g1161.t1	165	315
I.g1550.t2__Cnig_chr_I.g1162.t1	354	24
I.g1551.t1__Cnig_chr_I.g1163.t1	2896	1277
I.g1552.t1__Cnig_chr_I.g1164.t1	4566	1905
I.g1553.t2__Cnig_chr_I.g1165.t2	7692	6337
I.g1554.t1__Cnig_chr_I.g1166.t1	5279	3721
I.g1555.t1__Cnig_chr_I.g1167.t2	74	13
I.g1556.t1__Cnig_chr_I.g1168.t1	42	34
I.g1557.t1__Cnig_chr_I.g1169.t1	98	40
I.g1558.t1__Cnig_chr_I.g1170.t1	1700	1568
I.g1560.t2__Cnig_chr_I.g1171.t3	661	636
I.g1562.t1__Cnig_chr_I.g1172.t2	434	625
I.g1563.t1__Cnig_chr_I.g1173.t2	2524	2401
I.g1564.t1__Cnig_chr_I.g1175.t1	997	666
I.g1565.t1__Cnig_chr_I.g1176.t2	489	275
I.g1566.t1__Cnig_chr_I.g1177.t1	5775	3394
I.g1567.t1__Cnig_chr_I.g1178.t1	853	610
I.g1568.t1__Cnig_chr_I.g1179.t1	1792	1209
I.g1569.t1__Cnig_chr_I.g1180.t1	126	35
I.g1571.t3__Cnig_chr_I.g1182.t2	179	3
I.g1572.t1__Cnig_chr_I.g1183.t1	3381	2902
I.g1575.t2__Cnig_chr_I.g1184.t1	2421	1991
I.g1576.t1__Cnig_chr_I.g1185.t3	2222	1522
I.g1577.t1__Cnig_chr_I.g1187.t1	2143	1939
I.g1578.t1__Cnig_chr_I.g1188.t1	244	409
I.g1579.t1__Cnig_chr_I.g1189.t1	221	302
I.g1581.t2__Cnig_chr_I.g1191.t1	40	32
I.g1582.t1__Cnig_chr_I.g1192.t1	588	649
I.g1584.t1__Cnig_chr_I.g1193.t1	606	588
I.g1585.t1__Cnig_chr_I.g1194.t1	554	779
I.g1586.t1__Cnig_chr_I.g1195.t1	664	871
I.g1587.t1__Cnig_chr_I.g1196.t1	2403	2733
I.g1588.t3__Cnig_chr_I.g1197.t1	3525	1612
I.g1589.t1__Cnig_chr_I.g1198.t1	478	91
I.g1591.t1__Cnig_chr_I.g1201.t1	2104	2694
I.g1592.t1__Cnig_chr_I.g1202.t1	430	359
I.g1593.t1__Cnig_chr_I.g1203.t1	413	474
I.g1594.t1__Cnig_chr_I.g1204.t1	3772	3896
I.g1595.t1__Cnig_chr_I.g1205.t1	6515	6203
I.g1596.t2__Cnig_chr_I.g1206.t1	58	20
I.g1597.t1__Cnig_chr_I.g1207.t1	2318	2034
I.g1598.t2__Cnig_chr_I.g1208.t3	1830	1613
I.g1599.t1__Cnig_chr_I.g1209.t1	462	294
I.g1601.t1__Cnig_chr_I.g1211.t1	34	65
I.g1603.t1__Cnig_chr_I.g1213.t1	699	640
I.g1604.t1__Cnig_chr_I.g1214.t1	18	3
I.g1605.t1__Cnig_chr_I.g1215.t2	1350	1850
I.g1610.t1__Cnig_chr_I.g1216.t2	5522	6140
I.g1611.t1__Cnig_chr_I.g1217.t1	1243	667
I.g1614.t1__Cnig_chr_I.g1220.t1	338	608
I.g1615.t1__Cnig_chr_I.g1221.t1	485	525
I.g1616.t1__Cnig_chr_I.g1222.t2	3721	3705
I.g1617.t1__Cnig_chr_I.g1224.t1	2053	1294
I.g1618.t1__Cnig_chr_I.g1225.t2	3037	3286
I.g1619.t1__Cnig_chr_I.g1226.t1	1080	924
I.g1620.t2__Cnig_chr_I.g1227.t1	3857	2350
I.g1621.t1__Cnig_chr_I.g1228.t1	468	1114
I.g1623.t1__Cnig_chr_I.g1229.t1	2050	1839
I.g1624.t1__Cnig_chr_I.g1230.t1	96	60
