gene_id	HF3_Cbr	HF3_Cni
I.g1099.t2__Cnig_chr_I.g46.t2	84	42
I.g1100.t1__Cnig_chr_I.g45.t1	624	692
I.g1101.t1__Cnig_chr_I.g44.t1	3469	2256
I.g1102.t1__Cnig_chr_I.g43.t1	1669	754
I.g1103.t1__Cnig_chr_I.g42.t1	1148	1027
I.g1104.t1__Cnig_chr_I.g41.t3	10	7
I.g1105.t1__Cnig_chr_I.g40.t1	182	603
I.g1109.t1__Cnig_chr_I.g38.t3	2	2
I.g1112.t2__Cnig_chr_I.g35.t2	89	102
I.g1114.t2__Cnig_chr_I.g34.t2	17	11
I.g1115.t3__Cnig_chr_I.g33.t3	1290	555
I.g1116.t1__Cnig_chr_I.g29.t1	1168	705
I.g1117.t1__Cnig_chr_I.g28.t1	2838	1835
I.g1119.t1__Cnig_chr_I.g26.t1	391	598
I.g1120.t1__Cnig_chr_I.g25.t1	911	1195
I.g1121.t1__Cnig_chr_I.g24.t1	2	0
I.g1123.t1__Cnig_chr_I.g22.t2	0	3
I.g1125.t1__Cnig_chr_I.g19.t1	203	258
I.g1126.t1__Cnig_chr_I.g18.t1	2	0
I.g1129.t1__Cnig_chr_I.g16.t1	157	2990
I.g1130.t2__Cnig_chr_I.g15.t1	1	1
I.g1131.t2__Cnig_chr_I.g9.t1	1	0
I.g1132.t1__Cnig_chr_I.g8.t1	47	48
I.g1133.t3__Cnig_chr_I.g6.t1	1898	427
I.g1134.t1__Cnig_chr_I.g5.t1	21472	22542
I.g1135.t1__Cnig_chr_I.g4.t1	3417	3040
I.g1141.t1__Cnig_chr_I.g623.t1	159	113
I.g1142.t1__Cnig_chr_I.g624.t1	341	391
I.g1143.t2__Cnig_chr_I.g625.t1	1600	2312
I.g1144.t2__Cnig_chr_I.g1613.t1	34	1767
I.g1147.t1__Cnig_chr_I.g632.t2	8	3
I.g1148.t1__Cnig_chr_I.g633.t1	0	0
I.g1149.t1__Cnig_chr_I.g635.t1	41	21
I.g1150.t1__Cnig_chr_I.g639.t1	3	4
I.g1151.t1__Cnig_chr_I.g640.t1	135	146
I.g1152.t1__Cnig_chr_I.g641.t1	1	1
I.g1154.t1__Cnig_chr_I.g644.t3	1109	2655
I.g1155.t1__Cnig_chr_I.g645.t1	29	42
I.g1156.t1__Cnig_chr_I.g646.t2	203	988
I.g1158.t1__Cnig_chr_I.g647.t1	1195	1149
I.g1159.t1__Cnig_chr_I.g648.t1	46312	36225
I.g1160.t1__Cnig_chr_I.g649.t1	72	77
I.g1161.t1__Cnig_chr_I.g650.t3	3771	2529
I.g1162.t2__Cnig_chr_I.g651.t2	6754	2085
I.g1163.t2__Cnig_chr_I.g653.t1	7220	4448
I.g1165.t1__Cnig_chr_I.g655.t1	409	1285
I.g1166.t1__Cnig_chr_I.g657.t2	467	539
I.g1167.t1__Cnig_chr_I.g656.t1	1032	324
I.g1168.t3__Cnig_chr_I.g658.t2	209	94
I.g1169.t1__Cnig_chr_I.g659.t1	32	4
I.g1170.t1__Cnig_chr_I.g660.t2	456	204
I.g1171.t1__Cnig_chr_I.g662.t1	10	33
I.g1172.t1__Cnig_chr_I.g663.t2	4807	703
I.g1173.t2__Cnig_chr_I.g666.t3	79	776
I.g1175.t2__Cnig_chr_I.g668.t2	3145	2257
I.g1176.t1__Cnig_chr_I.g674.t1	33	0
I.g1180.t1__Cnig_chr_I.g698.t1	571	191
I.g1181.t1__Cnig_chr_I.g697.t1	2464	1498
I.g1182.t2__Cnig_chr_I.g696.t1	1403	521
I.g1183.t1__Cnig_chr_I.g695.t1	2657	567
I.g1184.t1__Cnig_chr_I.g694.t2	6039	2108
I.g1185.t1__Cnig_chr_I.g693.t1	15	4
I.g1186.t1__Cnig_chr_I.g692.t1	962	279
I.g1187.t1__Cnig_chr_I.g691.t1	18788	10654
I.g1188.t1__Cnig_chr_I.g690.t1	19491	7721
I.g1189.t1__Cnig_chr_I.g689.t1	2145	1032
I.g1190.t1__Cnig_chr_I.g688.t1	395	389
I.g1191.t1__Cnig_chr_I.g687.t1	11	4
I.g1195.t1__Cnig_chr_I.g683.t2	6	0
I.g1196.t1__Cnig_chr_I.g682.t3	5755	2025
I.g1197.t1__Cnig_chr_I.g680.t1	6952	608
I.g1198.t1__Cnig_chr_I.g702.t1	1058	561
I.g1199.t1__Cnig_chr_I.g704.t1	92	7
I.g1200.t1__Cnig_chr_I.g705.t1	37	41
I.g1201.t1__Cnig_chr_I.g706.t1	13	9
I.g1205.t1__Cnig_chr_I.g676.t1	0	0
I.g1211.t2__Cnig_chr_I.g751.t1	2978	1179
I.g1212.t1__Cnig_chr_I.g752.t1	9313	5857
I.g1213.t3__Cnig_chr_I.g753.t3	85	1
I.g1217.t1__Cnig_chr_I.g763.t1	9178	4854
I.g1218.t2__Cnig_chr_I.g766.t1	9	462
I.g1221.t1__Cnig_chr_I.g778.t1	43	45
I.g1222.t1__Cnig_chr_I.g779.t1	39	26
I.g1226.t1__Cnig_chr_I.g549.t1	361	1112
I.g1232.t1__Cnig_chr_I.g788.t1	948	1106
I.g1233.t1__Cnig_chr_I.g787.t1	1181	360
I.g1234.t1__Cnig_chr_I.g786.t1	1563	1074
I.g1235.t2__Cnig_chr_I.g785.t1	113	65
I.g1236.t2__Cnig_chr_I.g784.t1	229	186
I.g1237.t1__Cnig_chr_I.g783.t1	2493	1325
I.g1241.t1__Cnig_chr_I.g794.t1	260	417
I.g1242.t1__Cnig_chr_I.g795.t3	2771	2488
I.g1243.t1__Cnig_chr_I.g798.t1	23186	15864
I.g1244.t1__Cnig_chr_I.g799.t1	669	418
I.g1245.t1__Cnig_chr_I.g800.t1	1978	1525
I.g1246.t1__Cnig_chr_I.g803.t1	2735	1890
I.g1247.t1__Cnig_chr_I.g804.t1	955	935
I.g1248.t3__Cnig_chr_I.g805.t1	892	707
I.g1249.t1__Cnig_chr_I.g806.t1	1761	1216
I.g1252.t1__Cnig_chr_I.g809.t3	97	57
I.g1254.t3__Cnig_chr_I.g811.t1	6090	3967
I.g1255.t1__Cnig_chr_I.g814.t1	19	3
I.g1256.t3__Cnig_chr_I.g815.t2	22	9
I.g1258.t2__Cnig_chr_I.g818.t1	2732	3210
I.g1259.t1__Cnig_chr_I.g819.t1	149	100
I.g1263.t1__Cnig_chr_I.g825.t1	15475	13496
I.g1264.t3__Cnig_chr_I.g830.t1	2078	2287
I.g1265.t1__Cnig_chr_I.g831.t1	2196	825
I.g1266.t2__Cnig_chr_I.g833.t1	4238	1247
I.g1268.t1__Cnig_chr_I.g835.t2	257	806
I.g1269.t1__Cnig_chr_I.g836.t1	4276	2332
I.g1271.t2__Cnig_chr_I.g838.t2	24	4
I.g1272.t1__Cnig_chr_I.g839.t1	1852	1038
I.g1273.t2__Cnig_chr_I.g840.t1	795	923
I.g1274.t1__Cnig_chr_I.g841.t1	52	45
I.g1275.t1__Cnig_chr_I.g842.t1	2248	1214
I.g1276.t1__Cnig_chr_I.g843.t1	3557	1859
I.g1280.t1__Cnig_chr_I.g851.t1	612	478
I.g1281.t2__Cnig_chr_I.g852.t1	227	123
I.g1282.t1__Cnig_chr_I.g853.t1	159	82
I.g1283.t1__Cnig_chr_I.g854.t1	3	2
I.g1285.t3__Cnig_chr_I.g856.t1	4	1
I.g1287.t2__Cnig_chr_I.g857.t1	33	5
I.g1288.t1__Cnig_chr_I.g858.t1	2031	2195
I.g1289.t1__Cnig_chr_I.g859.t1	3879	4234
I.g1290.t1__Cnig_chr_I.g860.t1	323	359
I.g1291.t1__Cnig_chr_I.g861.t1	1848	1459
I.g1292.t3__Cnig_chr_I.g862.t2	6057	5644
I.g1293.t1__Cnig_chr_I.g864.t1	10055	10409
I.g1295.t1__Cnig_chr_I.g865.t2	509	482
I.g1296.t2__Cnig_chr_I.g866.t3	30	8
I.g1297.t1__Cnig_chr_I.g867.t1	1359	849
I.g1298.t1__Cnig_chr_I.g868.t1	2110	848
I.g1299.t1__Cnig_chr_I.g869.t1	6673	2166
I.g1300.t3__Cnig_chr_I.g870.t3	3969	4608
I.g1306.t1__Cnig_chr_I.g872.t1	0	0
I.g1309.t1__Cnig_chr_I.g874.t1	116	122
I.g1311.t1__Cnig_chr_I.g875.t3	551	1034
I.g1313.t1__Cnig_chr_I.g878.t1	6888	1915
I.g1314.t3__Cnig_chr_I.g879.t1	236	60
I.g1315.t1__Cnig_chr_I.g880.t1	70	62
I.g1316.t1__Cnig_chr_I.g881.t2	3085	2644
I.g1317.t1__Cnig_chr_I.g882.t1	1807	1126
I.g1318.t3__Cnig_chr_I.g883.t1	212	77
I.g1319.t1__Cnig_chr_I.g884.t1	18	27
I.g1320.t1__Cnig_chr_I.g885.t1	4	1
I.g1321.t3__Cnig_chr_I.g886.t2	5	5
I.g1322.t1__Cnig_chr_I.g887.t1	4532	5288
I.g1323.t1__Cnig_chr_I.g888.t1	1233	1392
I.g1325.t1__Cnig_chr_I.g890.t1	87	163
I.g1326.t1__Cnig_chr_I.g892.t1	8	0
I.g1327.t3__Cnig_chr_I.g893.t1	329	204
I.g1328.t1__Cnig_chr_I.g899.t1	1535	2202
I.g1329.t1__Cnig_chr_I.g901.t2	342	208
I.g1330.t1__Cnig_chr_I.g902.t1	21	11
I.g1331.t1__Cnig_chr_I.g903.t1	3840	4170
I.g1332.t2__Cnig_chr_I.g904.t1	116	153
I.g1333.t2__Cnig_chr_I.g905.t1	3340	4794
I.g1334.t1__Cnig_chr_I.g906.t1	9562	3038
I.g1336.t1__Cnig_chr_I.g908.t1	3563	2185
I.g1337.t1__Cnig_chr_I.g909.t1	19889	13341
I.g1339.t1__Cnig_chr_I.g928.t1	92	11
I.g1340.t2__Cnig_chr_I.g929.t1	64	13
I.g1341.t1__Cnig_chr_I.g930.t1	8688	3378
I.g1342.t1__Cnig_chr_I.g931.t1	28	18
I.g1343.t2__Cnig_chr_I.g932.t1	2498	1544
I.g1344.t1__Cnig_chr_I.g933.t1	502	490
I.g1347.t1__Cnig_chr_I.g934.t1	38	94
I.g1348.t1__Cnig_chr_I.g935.t1	2	2
I.g1349.t1__Cnig_chr_I.g938.t2	52	11
I.g1350.t2__Cnig_chr_I.g940.t1	6137	2480
I.g1351.t1__Cnig_chr_I.g941.t1	5426	2097
I.g1352.t1__Cnig_chr_I.g942.t1	1655	467
I.g1353.t1__Cnig_chr_I.g949.t1	307	177
I.g1354.t1__Cnig_chr_I.g950.t2	918	545
I.g1355.t1__Cnig_chr_I.g951.t1	112	28
I.g1356.t4__Cnig_chr_I.g952.t1	9180	5835
I.g1357.t4__Cnig_chr_I.g953.t1	46	30
I.g1359.t1__Cnig_chr_I.g954.t1	392	119
I.g1360.t1__Cnig_chr_I.g956.t2	13	3
I.g1361.t1__Cnig_chr_I.g957.t1	3775	2143
I.g1362.t1__Cnig_chr_I.g958.t1	1154	1069
I.g1363.t1__Cnig_chr_I.g959.t1	2102	6535
I.g1364.t1__Cnig_chr_I.g990.t1	3	3
I.g1365.t1__Cnig_chr_I.g989.t1	8	5
I.g1366.t3__Cnig_chr_I.g988.t2	635	369
I.g1367.t1__Cnig_chr_I.g986.t1	0	0
I.g1368.t1__Cnig_chr_I.g985.t1	1	0
I.g1369.t1__Cnig_chr_I.g983.t1	14	6
I.g1370.t1__Cnig_chr_I.g982.t2	3	55
I.g1371.t3__Cnig_chr_I.g981.t2	4	1
I.g1372.t1__Cnig_chr_I.g980.t1	4161	354
I.g1373.t2__Cnig_chr_I.g979.t3	47	43
I.g1374.t2__Cnig_chr_I.g978.t1	717	476
I.g1376.t2__Cnig_chr_I.g977.t1	4	5
I.g1377.t3__Cnig_chr_I.g976.t2	106	41
I.g1378.t2__Cnig_chr_I.g975.t1	1991	1039
I.g1379.t1__Cnig_chr_I.g974.t1	587	740
I.g1380.t1__Cnig_chr_I.g973.t1	3267	1738
I.g1381.t1__Cnig_chr_I.g972.t1	5831	6050
I.g1382.t1__Cnig_chr_I.g971.t1	1390	736
I.g1383.t2__Cnig_chr_I.g970.t1	89	60
I.g1387.t2__Cnig_chr_I.g968.t1	546	351
I.g1388.t1__Cnig_chr_I.g967.t1	5698	2414
I.g1389.t1__Cnig_chr_I.g966.t1	628	523
I.g1390.t1__Cnig_chr_I.g964.t1	209	133
I.g1391.t1__Cnig_chr_I.g963.t1	4	3
I.g1392.t1__Cnig_chr_I.g962.t1	3388	3189
I.g1394.t1__Cnig_chr_I.g961.t1	2581	3341
I.g1395.t1__Cnig_chr_I.g960.t2	1292	2795
I.g1397.t1__Cnig_chr_I.g991.t1	7	7
I.g1398.t1__Cnig_chr_I.g992.t1	3298	727
I.g1399.t2__Cnig_chr_I.g994.t1	8	4
I.g1400.t1__Cnig_chr_I.g995.t1	10	9
I.g1401.t2__Cnig_chr_I.g996.t1	1612	1238
I.g1402.t1__Cnig_chr_I.g997.t1	9	9
I.g1403.t1__Cnig_chr_I.g998.t1	2468	1180
I.g1404.t1__Cnig_chr_I.g1000.t1	3984	898
I.g1405.t1__Cnig_chr_I.g1001.t1	29252	19331
I.g1406.t1__Cnig_chr_I.g1002.t1	6087	6826
I.g1407.t1__Cnig_chr_I.g1004.t1	806	398
I.g1408.t1__Cnig_chr_I.g1005.t1	420	959
I.g1409.t2__Cnig_chr_I.g1006.t1	2608	2616
I.g1410.t1__Cnig_chr_I.g1007.t1	3114	5894
I.g1412.t2__Cnig_chr_I.g1009.t1	12238	5009
I.g1413.t1__Cnig_chr_I.g1010.t1	1572	309
I.g1414.t1__Cnig_chr_I.g1011.t1	9001	2979
I.g1415.t1__Cnig_chr_I.g1012.t1	2176	612
I.g1416.t1__Cnig_chr_I.g1013.t2	4883	2217
I.g1417.t1__Cnig_chr_I.g1015.t1	1456	3835
I.g1418.t1__Cnig_chr_I.g1016.t1	0	3
I.g1419.t1__Cnig_chr_I.g1019.t1	333	157
I.g1422.t1__Cnig_chr_I.g1020.t1	12	24
I.g1423.t1__Cnig_chr_I.g1021.t1	0	2
I.g1424.t1__Cnig_chr_I.g1022.t1	23	19
I.g1425.t1__Cnig_chr_I.g1023.t2	168	30
I.g1426.t2__Cnig_chr_I.g1025.t2	3899	2136
I.g1427.t3__Cnig_chr_I.g1026.t1	8403	6127
I.g1428.t1__Cnig_chr_I.g1028.t1	1699	1325
I.g1429.t1__Cnig_chr_I.g1029.t1	1125	652
I.g1430.t2__Cnig_chr_I.g1030.t2	18	12
I.g1431.t1__Cnig_chr_I.g1031.t1	2334	1220
I.g1432.t1__Cnig_chr_I.g1032.t1	1810	1378
I.g1434.t1__Cnig_chr_I.g1034.t1	1600	1466
I.g1435.t1__Cnig_chr_I.g1035.t1	1674	2050
I.g1436.t1__Cnig_chr_I.g1036.t1	1368	1564
I.g1437.t2__Cnig_chr_I.g1037.t1	196	283
I.g1438.t3__Cnig_chr_I.g1038.t3	2458	2633
I.g1439.t1__Cnig_chr_I.g1039.t1	1800	773
I.g1440.t1__Cnig_chr_I.g1040.t1	1011	1244
I.g1441.t3__Cnig_chr_I.g1041.t3	2691	1389
I.g1443.t1__Cnig_chr_I.g1042.t2	609	123
I.g1444.t1__Cnig_chr_I.g1043.t1	374	768
I.g1445.t1__Cnig_chr_I.g1044.t1	2	1
I.g1446.t1__Cnig_chr_I.g1045.t1	9	38
I.g1447.t1__Cnig_chr_I.g1046.t1	20	6
I.g1449.t1__Cnig_chr_I.g1047.t1	0	0
I.g1450.t1__Cnig_chr_I.g1048.t1	5	4
I.g1451.t1__Cnig_chr_I.g1050.t1	198	94
I.g1452.t1__Cnig_chr_I.g1051.t1	2979	1614
I.g1453.t1__Cnig_chr_I.g1052.t1	3242	2263
I.g1454.t3__Cnig_chr_I.g1053.t2	16548	15730
I.g1455.t1__Cnig_chr_I.g1054.t1	11040	9804
I.g1456.t3__Cnig_chr_I.g1056.t1	4488	1578
I.g1457.t1__Cnig_chr_I.g1057.t1	1370	1429
I.g1459.t1__Cnig_chr_I.g1058.t2	1413	1349
I.g1460.t1__Cnig_chr_I.g1059.t2	2298	3487
I.g1461.t1__Cnig_chr_I.g1060.t1	2773	5281
I.g1462.t3__Cnig_chr_I.g1062.t1	333	0
I.g1463.t1__Cnig_chr_I.g1063.t1	3	0
I.g1464.t1__Cnig_chr_I.g1064.t1	85	24
I.g1465.t1__Cnig_chr_I.g1065.t1	7211	4741
I.g1466.t3__Cnig_chr_I.g1066.t3	94	51
I.g1467.t3__Cnig_chr_I.g1067.t1	3	1
I.g1468.t1__Cnig_chr_I.g1069.t1	3	1
I.g1469.t1__Cnig_chr_I.g1070.t1	7	1
I.g1470.t3__Cnig_chr_I.g1071.t3	46	14
I.g1473.t1__Cnig_chr_I.g1073.t1	18	1
I.g1475.t1__Cnig_chr_I.g1078.t2	1	4
I.g1476.t1__Cnig_chr_I.g1079.t1	3	19
I.g1479.t1__Cnig_chr_I.g1080.t1	5	10
I.g1482.t1__Cnig_chr_I.g1085.t2	2844	946
I.g1483.t1__Cnig_chr_I.g1291.t3	1138	837
I.g1487.t2__Cnig_chr_I.g1099.t1	5	2
I.g1488.t2__Cnig_chr_I.g1101.t2	1184	290
I.g1489.t1__Cnig_chr_I.g1102.t1	179	202
I.g1490.t3__Cnig_chr_I.g1103.t1	2194	1408
I.g1491.t2__Cnig_chr_I.g1105.t1	3273	4435
I.g1492.t2__Cnig_chr_I.g1106.t1	6294	4471
I.g1493.t1__Cnig_chr_I.g1107.t1	3376	4605
I.g1494.t1__Cnig_chr_I.g1108.t1	8058	366
I.g1495.t1__Cnig_chr_I.g1110.t1	110	74
I.g1498.t1__Cnig_chr_I.g1111.t1	277	409
I.g1499.t1__Cnig_chr_I.g1112.t1	1587	4869
I.g1501.t1__Cnig_chr_I.g1113.t1	1327	3216
I.g1502.t1__Cnig_chr_I.g1114.t1	18253	20752
I.g1503.t1__Cnig_chr_I.g1115.t1	63	35
I.g1504.t1__Cnig_chr_I.g1116.t2	4124	4872
I.g1505.t2__Cnig_chr_I.g1117.t1	3459	41
I.g1506.t3__Cnig_chr_I.g1118.t1	566	407
I.g1507.t1__Cnig_chr_I.g1119.t1	9	5
I.g1509.t4__Cnig_chr_I.g1122.t4	3301	2731
I.g1510.t1__Cnig_chr_I.g1123.t1	4627	1744
I.g1512.t1__Cnig_chr_I.g1124.t1	30	3
I.g1513.t1__Cnig_chr_I.g1125.t2	11655	7616
I.g1514.t1__Cnig_chr_I.g1126.t1	7813	8701
I.g1515.t2__Cnig_chr_I.g1127.t2	6894	3013
I.g1516.t1__Cnig_chr_I.g1128.t1	996	488
I.g1518.t1__Cnig_chr_I.g1129.t1	4392	2584
I.g1519.t2__Cnig_chr_I.g1130.t1	10	5
I.g1520.t1__Cnig_chr_I.g1131.t1	206	131
I.g1521.t1__Cnig_chr_I.g1132.t2	1192	794
I.g1522.t1__Cnig_chr_I.g1133.t2	7295	4540
I.g1523.t1__Cnig_chr_I.g1134.t1	8778	2173
I.g1525.t1__Cnig_chr_I.g1138.t1	542	167
I.g1526.t2__Cnig_chr_I.g1139.t2	760	447
I.g1528.t1__Cnig_chr_I.g1140.t1	4267	2510
I.g1529.t1__Cnig_chr_I.g1141.t1	3597	2946
I.g1530.t1__Cnig_chr_I.g1142.t1	6213	4388
I.g1531.t1__Cnig_chr_I.g1143.t2	220	178
I.g1533.t1__Cnig_chr_I.g1144.t3	1584	2487
I.g1534.t1__Cnig_chr_I.g1145.t1	288	240
I.g1535.t1__Cnig_chr_I.g1146.t2	1930	1217
I.g1536.t1__Cnig_chr_I.g1147.t2	1907	881
I.g1537.t2__Cnig_chr_I.g1148.t2	264	223
I.g1538.t2__Cnig_chr_I.g1149.t1	1057	976
I.g1539.t2__Cnig_chr_I.g1150.t1	6153	3950
I.g1540.t1__Cnig_chr_I.g1151.t2	1408	735
I.g1541.t3__Cnig_chr_I.g1152.t3	11	3
I.g1542.t1__Cnig_chr_I.g1154.t1	1	0
I.g1543.t1__Cnig_chr_I.g1155.t1	2	2
I.g1544.t1__Cnig_chr_I.g1156.t1	3	1
I.g1545.t1__Cnig_chr_I.g1157.t2	3	1
I.g1546.t1__Cnig_chr_I.g1158.t1	4	0
I.g1547.t1__Cnig_chr_I.g1159.t1	8	1
I.g1548.t1__Cnig_chr_I.g1160.t1	2513	2944
I.g1549.t1__Cnig_chr_I.g1161.t1	579	576
I.g1550.t2__Cnig_chr_I.g1162.t1	20	16
I.g1551.t1__Cnig_chr_I.g1163.t1	4595	1365
I.g1552.t1__Cnig_chr_I.g1164.t1	6198	3209
I.g1553.t2__Cnig_chr_I.g1165.t2	1773	1566
I.g1554.t1__Cnig_chr_I.g1166.t1	5	1
I.g1555.t1__Cnig_chr_I.g1167.t2	4	6
I.g1556.t1__Cnig_chr_I.g1168.t1	3	1
I.g1557.t1__Cnig_chr_I.g1169.t1	13	2
I.g1558.t1__Cnig_chr_I.g1170.t1	2255	2857
I.g1560.t2__Cnig_chr_I.g1171.t3	1397	1479
I.g1562.t1__Cnig_chr_I.g1172.t2	1473	1668
I.g1563.t1__Cnig_chr_I.g1173.t2	3759	3323
I.g1564.t1__Cnig_chr_I.g1175.t1	3317	1780
I.g1565.t1__Cnig_chr_I.g1176.t2	58	48
I.g1566.t1__Cnig_chr_I.g1177.t1	1084	626
I.g1567.t1__Cnig_chr_I.g1178.t1	32	16
I.g1568.t1__Cnig_chr_I.g1179.t1	2	1
I.g1569.t1__Cnig_chr_I.g1180.t1	101	40
I.g1571.t3__Cnig_chr_I.g1182.t2	57	1
I.g1572.t1__Cnig_chr_I.g1183.t1	1733	1087
I.g1575.t2__Cnig_chr_I.g1184.t1	4430	2869
I.g1576.t1__Cnig_chr_I.g1185.t3	3098	2779
I.g1577.t1__Cnig_chr_I.g1187.t1	1284	1392
I.g1578.t1__Cnig_chr_I.g1188.t1	973	1330
I.g1579.t1__Cnig_chr_I.g1189.t1	717	1225
I.g1581.t2__Cnig_chr_I.g1191.t1	7	6
I.g1582.t1__Cnig_chr_I.g1192.t1	0	3
I.g1584.t1__Cnig_chr_I.g1193.t1	31	27
I.g1585.t1__Cnig_chr_I.g1194.t1	2377	2188
I.g1586.t1__Cnig_chr_I.g1195.t1	1692	2674
I.g1587.t1__Cnig_chr_I.g1196.t1	3187	3426
I.g1588.t3__Cnig_chr_I.g1197.t1	3048	1888
I.g1589.t1__Cnig_chr_I.g1198.t1	77	77
I.g1591.t1__Cnig_chr_I.g1201.t1	3801	4081
I.g1592.t1__Cnig_chr_I.g1202.t1	1810	3210
I.g1593.t1__Cnig_chr_I.g1203.t1	45	6
I.g1594.t1__Cnig_chr_I.g1204.t1	1800	2065
I.g1595.t1__Cnig_chr_I.g1205.t1	4516	3928
I.g1596.t2__Cnig_chr_I.g1206.t1	16	4
I.g1597.t1__Cnig_chr_I.g1207.t1	1733	5598
I.g1598.t2__Cnig_chr_I.g1208.t3	3795	4062
I.g1599.t1__Cnig_chr_I.g1209.t1	2104	1810
I.g1601.t1__Cnig_chr_I.g1211.t1	49	9
I.g1603.t1__Cnig_chr_I.g1213.t1	1	1
I.g1604.t1__Cnig_chr_I.g1214.t1	2	1
I.g1605.t1__Cnig_chr_I.g1215.t2	1	1
I.g1610.t1__Cnig_chr_I.g1216.t2	4063	2350
I.g1611.t1__Cnig_chr_I.g1217.t1	1903	1514
I.g1614.t1__Cnig_chr_I.g1220.t1	97	174
I.g1615.t1__Cnig_chr_I.g1221.t1	2693	2336
I.g1616.t1__Cnig_chr_I.g1222.t2	8233	7791
I.g1617.t1__Cnig_chr_I.g1224.t1	3448	4714
I.g1618.t1__Cnig_chr_I.g1225.t2	60778	96328
I.g1619.t1__Cnig_chr_I.g1226.t1	3735	7483
I.g1620.t2__Cnig_chr_I.g1227.t1	2799	1209
I.g1621.t1__Cnig_chr_I.g1228.t1	1147	1801
