"logFC","DE","species","sex","p.value","genes","chromosome","species_DE"
-0.102360975601953,"no sig","nigoni","male",0.450411710881923,"I.g1095.t1__Cnig_chr_I.g49.t1","I","nigoni no sig"
-0.992916882943544,"sig","nigoni","male",7.22404007666267e-08,"I.g1096.t1__Cnig_chr_I.g48.t2","I","nigoni sig"
-1.42774517101112,"sig","nigoni","male",4.53446738443795e-06,"I.g1097.t1__Cnig_chr_I.g47.t2","I","nigoni sig"
-1.30737368935699,"sig","nigoni","male",2.9137954561203e-07,"I.g1099.t2__Cnig_chr_I.g46.t2","I","nigoni sig"
0.212446033847401,"no sig","briggsae","male",0.307866556904823,"I.g1100.t1__Cnig_chr_I.g45.t1","I","briggsae no sig"
0.241871872474067,"no sig","briggsae","male",0.100650265161854,"I.g1101.t1__Cnig_chr_I.g44.t1","I","briggsae no sig"
-0.884525584392693,"sig","nigoni","male",2.52369530297053e-06,"I.g1102.t1__Cnig_chr_I.g43.t1","I","nigoni sig"
-0.426899607529581,"sig","nigoni","male",0.000360025996817416,"I.g1103.t1__Cnig_chr_I.g42.t1","I","nigoni sig"
-3.33910395007873,"sig","nigoni","male",7.38563140392532e-07,"I.g1104.t1__Cnig_chr_I.g41.t3","I","nigoni sig"
-0.0376537816985718,"no sig","nigoni","male",0.885384274762216,"I.g1105.t1__Cnig_chr_I.g40.t1","I","nigoni no sig"
-2.04414467971178,"sig","nigoni","male",0.00561519670299586,"I.g1109.t1__Cnig_chr_I.g38.t3","I","nigoni sig"
-0.30236447694252,"no sig","nigoni","male",0.258522832442789,"I.g1112.t2__Cnig_chr_I.g35.t2","I","nigoni no sig"
-0.691943121539174,"no sig","nigoni","male",0.0925131026781951,"I.g1114.t2__Cnig_chr_I.g34.t2","I","nigoni no sig"
-1.12308579612875,"sig","nigoni","male",1.22542936733798e-17,"I.g1115.t3__Cnig_chr_I.g33.t3","I","nigoni sig"
-0.866934994630313,"sig","nigoni","male",0.000476984471045105,"I.g1116.t1__Cnig_chr_I.g29.t1","I","nigoni sig"
-0.827117009009743,"sig","nigoni","male",1.09196293479186e-11,"I.g1117.t1__Cnig_chr_I.g28.t1","I","nigoni sig"
0.593235320273634,"no sig","briggsae","male",0.0565887415521994,"I.g1119.t1__Cnig_chr_I.g26.t1","I","briggsae no sig"
0.0800246851940364,"no sig","briggsae","male",0.841431551768456,"I.g1120.t1__Cnig_chr_I.g25.t1","I","briggsae no sig"
-4.72853025661536,"sig","nigoni","male",5.42729562358892e-08,"I.g1121.t1__Cnig_chr_I.g24.t1","I","nigoni sig"
-0.198491662169382,"no sig","nigoni","male",0.786635414487108,"I.g1123.t1__Cnig_chr_I.g22.t2","I","nigoni no sig"
0.630974021427624,"sig","briggsae","male",1.73311290478293e-13,"I.g1125.t1__Cnig_chr_I.g19.t1","I","briggsae sig"
0.0350691103067428,"no sig","briggsae","male",0.923166800033489,"I.g1126.t1__Cnig_chr_I.g18.t1","I","briggsae no sig"
1.05589878931921,"sig","briggsae","male",7.83630209687654e-08,"I.g1129.t1__Cnig_chr_I.g16.t1","I","briggsae sig"
-1.97730656213663,"no sig","nigoni","male",0.101455072725807,"I.g1131.t2__Cnig_chr_I.g9.t1","I","nigoni no sig"
0.390721629503409,"no sig","briggsae","male",0.389931730069445,"I.g1132.t1__Cnig_chr_I.g8.t1","I","briggsae no sig"
-1.30631936732607,"sig","nigoni","male",5.43856712309958e-11,"I.g1133.t3__Cnig_chr_I.g6.t1","I","nigoni sig"
0.0664734336855642,"no sig","briggsae","male",0.852761572124004,"I.g1134.t1__Cnig_chr_I.g5.t1","I","briggsae no sig"
-0.291267630448058,"sig","nigoni","male",0.0250459076514277,"I.g1135.t1__Cnig_chr_I.g4.t1","I","nigoni sig"
-0.604611756256737,"sig","nigoni","male",6.87727171573203e-05,"I.g1141.t1__Cnig_chr_I.g623.t1","I","nigoni sig"
0.124714951630229,"no sig","briggsae","male",0.389930659585786,"I.g1142.t1__Cnig_chr_I.g624.t1","I","briggsae no sig"
0.49969889203748,"sig","briggsae","male",6.70380949188746e-08,"I.g1143.t2__Cnig_chr_I.g625.t1","I","briggsae sig"
2.14103140084902,"sig","briggsae","male",2.53942796100693e-54,"I.g1144.t2__Cnig_chr_I.g1613.t1","I","briggsae sig"
-1.13100609751355,"sig","nigoni","male",1.74993378873129e-13,"I.g1147.t1__Cnig_chr_I.g632.t2","I","nigoni sig"
-0.452430716486064,"no sig","nigoni","male",0.257611402760271,"I.g1148.t1__Cnig_chr_I.g633.t1","I","nigoni no sig"
-0.92249766422197,"sig","nigoni","male",0.00314917106296936,"I.g1149.t1__Cnig_chr_I.g635.t1","I","nigoni sig"
0.249718788627593,"no sig","briggsae","male",0.670367586836644,"I.g1150.t1__Cnig_chr_I.g639.t1","I","briggsae no sig"
-0.791927226778683,"sig","nigoni","male",2.31486044902316e-05,"I.g1151.t1__Cnig_chr_I.g640.t1","I","nigoni sig"
-1.65499663952825,"sig","nigoni","male",0.0155660428791128,"I.g1152.t1__Cnig_chr_I.g641.t1","I","nigoni sig"
0.631181011511869,"sig","briggsae","male",0.000443358363988953,"I.g1154.t1__Cnig_chr_I.g644.t3","I","briggsae sig"
0.277770424838319,"no sig","briggsae","male",0.683655523174732,"I.g1155.t1__Cnig_chr_I.g645.t1","I","briggsae no sig"
2.08674672214749,"sig","briggsae","male",5.09664568726397e-30,"I.g1156.t1__Cnig_chr_I.g646.t2","I","briggsae sig"
-0.589350366888869,"sig","nigoni","male",0.000399964196677327,"I.g1158.t1__Cnig_chr_I.g647.t1","I","nigoni sig"
-0.177220332173276,"no sig","nigoni","male",0.121456860339181,"I.g1159.t1__Cnig_chr_I.g648.t1","I","nigoni no sig"
0.238747333933226,"no sig","briggsae","male",0.326871577157982,"I.g1160.t1__Cnig_chr_I.g649.t1","I","briggsae no sig"
-0.494119885904672,"sig","nigoni","male",0.00157867473455211,"I.g1161.t1__Cnig_chr_I.g650.t3","I","nigoni sig"
-2.4368782187077,"sig","nigoni","male",1.95675632496786e-18,"I.g1162.t2__Cnig_chr_I.g651.t2","I","nigoni sig"
-0.520135944346492,"sig","nigoni","male",0.00331046760417858,"I.g1163.t2__Cnig_chr_I.g653.t1","I","nigoni sig"
0.987660669300781,"sig","briggsae","male",7.51229911914871e-08,"I.g1165.t1__Cnig_chr_I.g655.t1","I","briggsae sig"
-0.691951277777297,"sig","nigoni","male",2.40242680490637e-06,"I.g1166.t1__Cnig_chr_I.g657.t2","I","nigoni sig"
-1.7792125180958,"sig","nigoni","male",1.18142804579397e-05,"I.g1167.t1__Cnig_chr_I.g656.t1","I","nigoni sig"
-1.13031229100403,"sig","nigoni","male",2.53910908434029e-16,"I.g1168.t3__Cnig_chr_I.g658.t2","I","nigoni sig"
-1.79346363893435,"sig","nigoni","male",2.34343266717437e-11,"I.g1169.t1__Cnig_chr_I.g659.t1","I","nigoni sig"
-1.13618253140975,"sig","nigoni","male",7.14624831938356e-17,"I.g1170.t1__Cnig_chr_I.g660.t2","I","nigoni sig"
-0.484496726779543,"no sig","nigoni","male",0.191812295967058,"I.g1171.t1__Cnig_chr_I.g662.t1","I","nigoni no sig"
-2.97771658838652,"sig","nigoni","male",7.35293568417794e-37,"I.g1172.t1__Cnig_chr_I.g663.t2","I","nigoni sig"
2.08341854023021,"sig","briggsae","male",4.6413922323451e-14,"I.g1173.t2__Cnig_chr_I.g666.t3","I","briggsae sig"
0.307122169334724,"no sig","briggsae","male",0.219734927560302,"I.g1175.t2__Cnig_chr_I.g668.t2","I","briggsae no sig"
-6.35708593635426,"sig","nigoni","male",1.0123158352477e-05,"I.g1176.t1__Cnig_chr_I.g674.t1","I","nigoni sig"
-1.93632200216614,"sig","nigoni","male",1.49741272551743e-28,"I.g1180.t1__Cnig_chr_I.g698.t1","I","nigoni sig"
-0.759784764436091,"sig","nigoni","male",2.34070685096442e-05,"I.g1181.t1__Cnig_chr_I.g697.t1","I","nigoni sig"
-1.0372811872834,"sig","nigoni","male",2.02454522593299e-11,"I.g1182.t2__Cnig_chr_I.g696.t1","I","nigoni sig"
-2.29861720135717,"sig","nigoni","male",2.66898091217193e-80,"I.g1183.t1__Cnig_chr_I.g695.t1","I","nigoni sig"
-1.5768069303492,"sig","nigoni","male",1.92563482807306e-08,"I.g1184.t1__Cnig_chr_I.g694.t2","I","nigoni sig"
-1.36649206517471,"sig","nigoni","male",0.00534667138491888,"I.g1185.t1__Cnig_chr_I.g693.t1","I","nigoni sig"
-2.29753316211394,"sig","nigoni","male",8.30759684778997e-17,"I.g1186.t1__Cnig_chr_I.g692.t1","I","nigoni sig"
-0.569124263085036,"sig","nigoni","male",7.75651411716871e-05,"I.g1187.t1__Cnig_chr_I.g691.t1","I","nigoni sig"
-1.29334399736209,"sig","nigoni","male",1.07286149509592e-25,"I.g1188.t1__Cnig_chr_I.g690.t1","I","nigoni sig"
-1.03674375814253,"sig","nigoni","male",8.45152046208374e-06,"I.g1189.t1__Cnig_chr_I.g689.t1","I","nigoni sig"
0.102506068760431,"no sig","briggsae","male",0.737712639980359,"I.g1190.t1__Cnig_chr_I.g688.t1","I","briggsae no sig"
-0.982786940318907,"no sig","nigoni","male",0.170599079444433,"I.g1191.t1__Cnig_chr_I.g687.t1","I","nigoni no sig"
-1.90061291824827,"no sig","nigoni","male",0.0804546035585831,"I.g1195.t1__Cnig_chr_I.g683.t2","I","nigoni no sig"
-1.26951952055023,"sig","nigoni","male",9.63762861263965e-10,"I.g1196.t1__Cnig_chr_I.g682.t3","I","nigoni sig"
-3.03740929098634,"sig","nigoni","male",3.51788220677958e-46,"I.g1197.t1__Cnig_chr_I.g680.t1","I","nigoni sig"
-0.637732796777416,"no sig","nigoni","male",0.0566772246193109,"I.g1198.t1__Cnig_chr_I.g702.t1","I","nigoni no sig"
-2.63633559903698,"sig","nigoni","male",2.36485250765097e-58,"I.g1199.t1__Cnig_chr_I.g704.t1","I","nigoni sig"
-0.373259650338637,"sig","nigoni","male",0.0167344881578484,"I.g1200.t1__Cnig_chr_I.g705.t1","I","nigoni sig"
-0.315138632738446,"no sig","nigoni","male",0.0989220179903605,"I.g1201.t1__Cnig_chr_I.g706.t1","I","nigoni no sig"
-1.64614409844341,"sig","nigoni","male",1.08723260684166e-43,"I.g1211.t2__Cnig_chr_I.g751.t1","I","nigoni sig"
-0.31529754290237,"no sig","nigoni","male",0.157145944924588,"I.g1212.t1__Cnig_chr_I.g752.t1","I","nigoni no sig"
-1.05216980958373,"sig","nigoni","male",1.98415105889309e-12,"I.g1213.t3__Cnig_chr_I.g753.t3","I","nigoni sig"
-0.424147394075696,"no sig","nigoni","male",0.147114446372868,"I.g1217.t1__Cnig_chr_I.g763.t1","I","nigoni no sig"
4.42850725608917,"sig","briggsae","male",1.64279576706618e-16,"I.g1218.t2__Cnig_chr_I.g766.t1","I","briggsae sig"
-0.582483039584565,"no sig","nigoni","male",0.352873938033954,"I.g1221.t1__Cnig_chr_I.g778.t1","I","nigoni no sig"
-0.981581658063716,"sig","nigoni","male",0.000115667092500843,"I.g1222.t1__Cnig_chr_I.g779.t1","I","nigoni sig"
1.42935238080971,"sig","briggsae","male",3.14352385903853e-13,"I.g1226.t1__Cnig_chr_I.g549.t1","I","briggsae sig"
-0.336531449008868,"sig","nigoni","male",0.0478080987034751,"I.g1232.t1__Cnig_chr_I.g788.t1","I","nigoni sig"
-1.21521554676141,"sig","nigoni","male",1.25001053701793e-11,"I.g1233.t1__Cnig_chr_I.g787.t1","I","nigoni sig"
-0.765514619392264,"sig","nigoni","male",0.00107714994667173,"I.g1234.t1__Cnig_chr_I.g786.t1","I","nigoni sig"
-0.913157341319604,"sig","nigoni","male",0.00207045052412287,"I.g1235.t2__Cnig_chr_I.g785.t1","I","nigoni sig"
-0.520254442255669,"sig","nigoni","male",0.000531963145965003,"I.g1236.t2__Cnig_chr_I.g784.t1","I","nigoni sig"
-0.956912276352259,"sig","nigoni","male",1.29514480177998e-17,"I.g1237.t1__Cnig_chr_I.g783.t1","I","nigoni sig"
0.207437313939155,"no sig","briggsae","male",0.431393647322193,"I.g1241.t1__Cnig_chr_I.g794.t1","I","briggsae no sig"
-0.294812350418557,"no sig","nigoni","male",0.183808588468261,"I.g1242.t1__Cnig_chr_I.g795.t3","I","nigoni no sig"
-0.777632602581777,"no sig","nigoni","male",0.163650206049762,"I.g1243.t1__Cnig_chr_I.g798.t1","I","nigoni no sig"
-0.115095079334379,"no sig","nigoni","male",0.785049201158095,"I.g1244.t1__Cnig_chr_I.g799.t1","I","nigoni no sig"
0.0670350309783744,"no sig","briggsae","male",0.727462638679603,"I.g1245.t1__Cnig_chr_I.g800.t1","I","briggsae no sig"
-0.46312161447636,"sig","nigoni","male",0.00253403683352358,"I.g1246.t1__Cnig_chr_I.g803.t1","I","nigoni sig"
-0.30012269029847,"no sig","nigoni","male",0.174074198073011,"I.g1247.t1__Cnig_chr_I.g804.t1","I","nigoni no sig"
-0.49326839383297,"sig","nigoni","male",7.40936565152819e-05,"I.g1248.t3__Cnig_chr_I.g805.t1","I","nigoni sig"
-0.635823503912526,"sig","nigoni","male",0.00704911211375284,"I.g1249.t1__Cnig_chr_I.g806.t1","I","nigoni sig"
-0.141084377296669,"no sig","nigoni","male",0.496249834411783,"I.g1252.t1__Cnig_chr_I.g809.t3","I","nigoni no sig"
-1.22138923613198,"sig","nigoni","male",8.95083021862448e-12,"I.g1254.t3__Cnig_chr_I.g811.t1","I","nigoni sig"
-1.20851334503569,"sig","nigoni","male",0.0441166541927514,"I.g1255.t1__Cnig_chr_I.g814.t1","I","nigoni sig"
-0.757260529105956,"sig","nigoni","male",0.00977617154261166,"I.g1256.t3__Cnig_chr_I.g815.t2","I","nigoni sig"
0.256947478972211,"sig","briggsae","male",0.0213529155446339,"I.g1258.t2__Cnig_chr_I.g818.t1","I","briggsae sig"
0.0940853235009564,"no sig","briggsae","male",0.752881902593272,"I.g1259.t1__Cnig_chr_I.g819.t1","I","briggsae no sig"
-0.428486546861929,"no sig","nigoni","male",0.313124990360034,"I.g1263.t1__Cnig_chr_I.g825.t1","I","nigoni no sig"
-0.217372761599625,"no sig","nigoni","male",0.166690730309772,"I.g1264.t3__Cnig_chr_I.g830.t1","I","nigoni no sig"
-1.92613760679524,"sig","nigoni","male",1.63450341816226e-17,"I.g1265.t1__Cnig_chr_I.g831.t1","I","nigoni sig"
-1.66644956445183,"sig","nigoni","male",2.66183927154658e-20,"I.g1266.t2__Cnig_chr_I.g833.t1","I","nigoni sig"
2.20186170432224,"sig","briggsae","male",6.14562224872218e-22,"I.g1268.t1__Cnig_chr_I.g835.t2","I","briggsae sig"
-0.691872062058277,"sig","nigoni","male",0.000108862700049008,"I.g1269.t1__Cnig_chr_I.g836.t1","I","nigoni sig"
-2.94661734935577,"sig","nigoni","male",2.42542496142036e-16,"I.g1271.t2__Cnig_chr_I.g838.t2","I","nigoni sig"
-0.719079111170989,"sig","nigoni","male",0.000103645570692262,"I.g1272.t1__Cnig_chr_I.g839.t1","I","nigoni sig"
-0.302013988963637,"no sig","nigoni","male",0.263031327046281,"I.g1273.t2__Cnig_chr_I.g840.t1","I","nigoni no sig"
-0.999030487014372,"sig","nigoni","male",8.94335334347425e-19,"I.g1274.t1__Cnig_chr_I.g841.t1","I","nigoni sig"
-1.05867770467307,"sig","nigoni","male",1.08445702469219e-17,"I.g1275.t1__Cnig_chr_I.g842.t1","I","nigoni sig"
-0.677455060813828,"sig","nigoni","male",0.000222930550165841,"I.g1276.t1__Cnig_chr_I.g843.t1","I","nigoni sig"
-0.874473998334665,"no sig","nigoni","male",0.209528189261783,"I.g1280.t1__Cnig_chr_I.g851.t1","I","nigoni no sig"
-1.33775646521078,"sig","nigoni","male",2.63850584357232e-05,"I.g1281.t2__Cnig_chr_I.g852.t1","I","nigoni sig"
-1.16696781752103,"sig","nigoni","male",1.82499180674572e-08,"I.g1282.t1__Cnig_chr_I.g853.t1","I","nigoni sig"
-1.45670300660395,"sig","nigoni","male",7.04547142139532e-08,"I.g1283.t1__Cnig_chr_I.g854.t1","I","nigoni sig"
-2.84228177973138,"sig","nigoni","male",3.17997792989878e-13,"I.g1285.t3__Cnig_chr_I.g856.t1","I","nigoni sig"
-2.86063912387931,"sig","nigoni","male",7.71798897705539e-12,"I.g1287.t2__Cnig_chr_I.g857.t1","I","nigoni sig"
-0.190610006343718,"no sig","nigoni","male",0.129730696454843,"I.g1288.t1__Cnig_chr_I.g858.t1","I","nigoni no sig"
0.256696887261503,"no sig","briggsae","male",0.323403463243092,"I.g1289.t1__Cnig_chr_I.g859.t1","I","briggsae no sig"
-0.150216135134927,"no sig","nigoni","male",0.44053964826505,"I.g1290.t1__Cnig_chr_I.g860.t1","I","nigoni no sig"
-0.862139441074419,"sig","nigoni","male",1.54568177081799e-09,"I.g1291.t1__Cnig_chr_I.g861.t1","I","nigoni sig"
-0.356068850111821,"no sig","nigoni","male",0.170346509901833,"I.g1292.t3__Cnig_chr_I.g862.t2","I","nigoni no sig"
-0.0128164964547137,"no sig","nigoni","male",0.971228399364157,"I.g1293.t1__Cnig_chr_I.g864.t1","I","nigoni no sig"
0.298742101802718,"sig","briggsae","male",0.0255932798907812,"I.g1295.t1__Cnig_chr_I.g865.t2","I","briggsae sig"
-1.54151071740773,"sig","nigoni","male",0.000300575652885701,"I.g1296.t2__Cnig_chr_I.g866.t3","I","nigoni sig"
-0.156547445065177,"no sig","nigoni","male",0.450576237331051,"I.g1297.t1__Cnig_chr_I.g867.t1","I","nigoni no sig"
-0.778730468348623,"sig","nigoni","male",3.230697917816e-10,"I.g1298.t1__Cnig_chr_I.g868.t1","I","nigoni sig"
-1.63141398363251,"sig","nigoni","male",1.62377245108122e-13,"I.g1299.t1__Cnig_chr_I.g869.t1","I","nigoni sig"
-0.0318163257111777,"no sig","nigoni","male",0.881236819880696,"I.g1300.t3__Cnig_chr_I.g870.t3","I","nigoni no sig"
0.240760020180415,"no sig","briggsae","male",0.518237475096408,"I.g1306.t1__Cnig_chr_I.g872.t1","I","briggsae no sig"
0.160387246148828,"no sig","briggsae","male",0.717377747844832,"I.g1309.t1__Cnig_chr_I.g874.t1","I","briggsae no sig"
0.774549718540895,"sig","briggsae","male",2.02188306464576e-07,"I.g1311.t1__Cnig_chr_I.g875.t3","I","briggsae sig"
-1.61794893607837,"sig","nigoni","male",5.45898505543647e-32,"I.g1313.t1__Cnig_chr_I.g878.t1","I","nigoni sig"
-1.39185423384096,"sig","nigoni","male",5.32021135489428e-14,"I.g1314.t3__Cnig_chr_I.g879.t1","I","nigoni sig"
-0.607927174677782,"sig","nigoni","male",0.000880454087239644,"I.g1315.t1__Cnig_chr_I.g880.t1","I","nigoni sig"
-0.36382156930588,"no sig","nigoni","male",0.0785145068517836,"I.g1316.t1__Cnig_chr_I.g881.t2","I","nigoni no sig"
-0.139620635041964,"no sig","nigoni","male",0.297686656080777,"I.g1317.t1__Cnig_chr_I.g882.t1","I","nigoni no sig"
-0.912759449900176,"sig","nigoni","male",1.29252957070043e-05,"I.g1318.t3__Cnig_chr_I.g883.t1","I","nigoni sig"
-0.565395677960377,"no sig","nigoni","male",0.0789425413259373,"I.g1319.t1__Cnig_chr_I.g884.t1","I","nigoni no sig"
0.326964906185452,"no sig","briggsae","male",0.572692715746369,"I.g1320.t1__Cnig_chr_I.g885.t1","I","briggsae no sig"
