"logFC","DE","species","sex","p.value","genes","chromosome","species_DE"
-0.488921982277024,"no sig","briggsae","male",0.0939727688382683,"I.g1045.t1__Cnig_chr_I.g547.t1","I","briggsae no sig"
0.891812551974689,"sig","nigoni","male",0.00202744077538059,"I.g1046.t1__Cnig_chr_I.g548.t1","I","nigoni sig"
0.0205922159802291,"no sig","nigoni","male",0.912797438672203,"I.g1052.t1__Cnig_chr_I.g554.t1","I","nigoni no sig"
-2.01659655482429,"sig","briggsae","male",0.0187373683621485,"I.g1056.t1__Cnig_chr_I.g580.t3","I","briggsae sig"
0.934832784810561,"sig","nigoni","male",0.00192789080198464,"I.g1057.t1__Cnig_chr_I.g579.t1","I","nigoni sig"
0.551513652990657,"no sig","nigoni","male",0.141767051005991,"I.g1059.t1__Cnig_chr_I.g578.t1","I","nigoni no sig"
0.693110274557355,"sig","nigoni","male",0.0244059470319048,"I.g1060.t1__Cnig_chr_I.g577.t3","I","nigoni sig"
-0.601691397274647,"no sig","briggsae","male",0.0572632025035284,"I.g1061.t1__Cnig_chr_I.g576.t1","I","briggsae no sig"
2.52440705271829,"sig","nigoni","male",0.0147918770446491,"I.g1063.t1__Cnig_chr_I.g575.t1","I","nigoni sig"
0.824302083492354,"sig","nigoni","male",0.00344607085194814,"I.g1065.t1__Cnig_chr_I.g569.t3","I","nigoni sig"
0.563914132732979,"sig","nigoni","male",0.0185084468291287,"I.g1066.t1__Cnig_chr_I.g568.t1","I","nigoni sig"
-0.268137031875962,"no sig","briggsae","male",0.154027460787935,"I.g1067.t1__Cnig_chr_I.g567.t1","I","briggsae no sig"
-2.87377046162598,"sig","briggsae","male",0.00201431205955114,"I.g1069.t2__Cnig_chr_I.g566.t1","I","briggsae sig"
1.28344047375228,"sig","nigoni","male",0.000667580565600628,"I.g1070.t1__Cnig_chr_I.g564.t2","I","nigoni sig"
2.8462065075493,"sig","nigoni","male",0.000202518174195387,"I.g1071.t1__Cnig_chr_I.g563.t1","I","nigoni sig"
1.81869692268651,"sig","nigoni","male",0.00300770201664022,"I.g1072.t1__Cnig_chr_I.g562.t3","I","nigoni sig"
-3.05170144291632,"sig","briggsae","male",0.00394037668326402,"I.g1075.t1__Cnig_chr_I.g72.t1","I","briggsae sig"
-0.750297484191237,"sig","briggsae","male",0.0203354657673649,"I.g1077.t3__Cnig_chr_I.g70.t2","I","briggsae sig"
0.164196183565937,"no sig","nigoni","male",0.491887864667739,"I.g1078.t1__Cnig_chr_I.g69.t1","I","nigoni no sig"
0.625647524529402,"no sig","nigoni","male",0.064856095705497,"I.g1079.t1__Cnig_chr_I.g68.t1","I","nigoni no sig"
0.808617305518744,"sig","nigoni","male",0.00781642494283164,"I.g1080.t1__Cnig_chr_I.g67.t1","I","nigoni sig"
1.15850999483655,"sig","nigoni","male",0.00468830416904473,"I.g1081.t2__Cnig_chr_I.g66.t1","I","nigoni sig"
-2.42338129134444,"sig","briggsae","male",0.000160616070623215,"I.g1082.t1__Cnig_chr_I.g64.t1","I","briggsae sig"
-0.156334817405518,"no sig","briggsae","male",0.381797558043743,"I.g1083.t2__Cnig_chr_I.g63.t1","I","briggsae no sig"
-0.149947803203233,"no sig","briggsae","male",0.407235013466649,"I.g1084.t2__Cnig_chr_I.g60.t2","I","briggsae no sig"
0.871744856225779,"sig","nigoni","male",0.00288566460387202,"I.g1085.t1__Cnig_chr_I.g59.t1","I","nigoni sig"
0.982616425647707,"sig","nigoni","male",0.0127441176069099,"I.g1086.t1__Cnig_chr_I.g58.t1","I","nigoni sig"
-0.250839685852047,"no sig","briggsae","male",0.437468171101487,"I.g1087.t1__Cnig_chr_I.g57.t1","I","briggsae no sig"
0.412919257192582,"no sig","nigoni","male",0.0937081456830863,"I.g1088.t1__Cnig_chr_I.g56.t1","I","nigoni no sig"
-0.388675307686862,"no sig","briggsae","male",0.556043387667173,"I.g1089.t2__Cnig_chr_I.g55.t2","I","briggsae no sig"
-0.700818788083572,"sig","briggsae","male",0.0174998201548751,"I.g1090.t1__Cnig_chr_I.g54.t1","I","briggsae sig"
-0.591214264441163,"sig","briggsae","male",0.0352578580356734,"I.g1091.t1__Cnig_chr_I.g53.t1","I","briggsae sig"
0.388026826142113,"no sig","nigoni","male",0.0792439109415857,"I.g1092.t1__Cnig_chr_I.g52.t2","I","nigoni no sig"
3.94327995123145,"sig","nigoni","male",0.000411615185031948,"I.g1093.t2__Cnig_chr_I.g51.t2","I","nigoni sig"
-0.230336912966284,"no sig","briggsae","male",0.258005218582878,"I.g1094.t2__Cnig_chr_I.g50.t1","I","briggsae no sig"
0.493215255450717,"sig","nigoni","male",0.023953128889249,"I.g1095.t1__Cnig_chr_I.g49.t1","I","nigoni sig"
0.0306447659593872,"no sig","nigoni","male",0.868435036007836,"I.g1096.t1__Cnig_chr_I.g48.t2","I","nigoni no sig"
0.527363802893886,"no sig","nigoni","male",0.176454251783598,"I.g1097.t1__Cnig_chr_I.g47.t2","I","nigoni no sig"
2.10539739532494,"sig","nigoni","male",0.00767497705612115,"I.g1099.t2__Cnig_chr_I.g46.t2","I","nigoni sig"
2.65791620667229,"sig","nigoni","male",0.00291459323212829,"I.g1100.t1__Cnig_chr_I.g45.t1","I","nigoni sig"
0.263083928247196,"no sig","nigoni","male",0.207808372514131,"I.g1101.t1__Cnig_chr_I.g44.t1","I","nigoni no sig"
0.475849445561246,"no sig","nigoni","male",0.342649130592354,"I.g1102.t1__Cnig_chr_I.g43.t1","I","nigoni no sig"
0.00666706660232321,"no sig","nigoni","male",0.973181994504359,"I.g1103.t1__Cnig_chr_I.g42.t1","I","nigoni no sig"
-3.86848439607324,"sig","briggsae","male",0.00275216719333556,"I.g1104.t1__Cnig_chr_I.g41.t3","I","briggsae sig"
0.476861333803019,"no sig","nigoni","male",0.0657450724363574,"I.g1105.t1__Cnig_chr_I.g40.t1","I","nigoni no sig"
0.395853462063462,"no sig","nigoni","male",0.468735950299091,"I.g1109.t1__Cnig_chr_I.g38.t3","I","nigoni no sig"
-0.641881389636525,"sig","briggsae","male",0.0359429345818513,"I.g1112.t2__Cnig_chr_I.g35.t2","I","briggsae sig"
1.17248166926843,"sig","nigoni","male",0.00619107742866826,"I.g1114.t2__Cnig_chr_I.g34.t2","I","nigoni sig"
-0.061270473052871,"no sig","briggsae","male",0.874993244086242,"I.g1115.t3__Cnig_chr_I.g33.t3","I","briggsae no sig"
1.08290712821839,"sig","nigoni","male",0.00126532190933057,"I.g1116.t1__Cnig_chr_I.g29.t1","I","nigoni sig"
0.288529633818714,"no sig","nigoni","male",0.312522367355209,"I.g1117.t1__Cnig_chr_I.g28.t1","I","nigoni no sig"
0.71039915023114,"no sig","nigoni","male",0.064002074167714,"I.g1119.t1__Cnig_chr_I.g26.t1","I","nigoni no sig"
-0.227169148609201,"no sig","briggsae","male",0.429860613246373,"I.g1120.t1__Cnig_chr_I.g25.t1","I","briggsae no sig"
-1.33168269786164,"sig","briggsae","male",0.0134698937996844,"I.g1121.t1__Cnig_chr_I.g24.t1","I","briggsae sig"
-0.834216534027002,"no sig","briggsae","male",0.0581287331515236,"I.g1123.t1__Cnig_chr_I.g22.t2","I","briggsae no sig"
0.178394854908333,"no sig","nigoni","male",0.318971003002528,"I.g1125.t1__Cnig_chr_I.g19.t1","I","nigoni no sig"
-1.23724906125796,"sig","briggsae","male",0.00500917470209675,"I.g1126.t1__Cnig_chr_I.g18.t1","I","briggsae sig"
0.201791183942125,"no sig","nigoni","male",0.447930798943099,"I.g1129.t1__Cnig_chr_I.g16.t1","I","nigoni no sig"
-3.18499623847092,"sig","briggsae","male",0.000514432913256839,"I.g1131.t2__Cnig_chr_I.g9.t1","I","briggsae sig"
-0.179214685257514,"no sig","briggsae","male",0.530187263470614,"I.g1132.t1__Cnig_chr_I.g8.t1","I","briggsae no sig"
-0.580698571439418,"sig","briggsae","male",0.0155127959490402,"I.g1133.t3__Cnig_chr_I.g6.t1","I","briggsae sig"
0.0893363992963802,"no sig","nigoni","male",0.722875569451648,"I.g1134.t1__Cnig_chr_I.g5.t1","I","nigoni no sig"
0.0361436303847504,"no sig","nigoni","male",0.848740526374341,"I.g1135.t1__Cnig_chr_I.g4.t1","I","nigoni no sig"
-0.0127446715554179,"no sig","briggsae","male",0.960073177599036,"I.g1141.t1__Cnig_chr_I.g623.t1","I","briggsae no sig"
0.345843869259303,"no sig","nigoni","male",0.361592828558714,"I.g1142.t1__Cnig_chr_I.g624.t1","I","nigoni no sig"
0.508673960505676,"sig","nigoni","male",0.0162289265205553,"I.g1143.t2__Cnig_chr_I.g625.t1","I","nigoni sig"
2.98788983705403,"sig","nigoni","male",8.07134553588121e-05,"I.g1144.t2__Cnig_chr_I.g1613.t1","I","nigoni sig"
-0.997239596760212,"sig","briggsae","male",0.00345678746821543,"I.g1147.t1__Cnig_chr_I.g632.t2","I","briggsae sig"
-0.685004512723152,"sig","briggsae","male",0.0190878349611519,"I.g1148.t1__Cnig_chr_I.g633.t1","I","briggsae sig"
0.00531244258678296,"no sig","nigoni","male",0.989472456555424,"I.g1149.t1__Cnig_chr_I.g635.t1","I","nigoni no sig"
4.28815766171573,"sig","nigoni","male",4.40279400125635e-05,"I.g1150.t1__Cnig_chr_I.g639.t1","I","nigoni sig"
1.97946616554485,"sig","nigoni","male",0.0046599307595411,"I.g1151.t1__Cnig_chr_I.g640.t1","I","nigoni sig"
1.82988235544801,"no sig","nigoni","male",0.0565372538736876,"I.g1152.t1__Cnig_chr_I.g641.t1","I","nigoni no sig"
1.37600586768818,"sig","nigoni","male",0.00411528966424083,"I.g1154.t1__Cnig_chr_I.g644.t3","I","nigoni sig"
-0.0664658510653148,"no sig","briggsae","male",0.889693182238294,"I.g1155.t1__Cnig_chr_I.g645.t1","I","briggsae no sig"
2.28027232892406,"sig","nigoni","male",0.000182386656436773,"I.g1156.t1__Cnig_chr_I.g646.t2","I","nigoni sig"
-1.25967893979503,"sig","briggsae","male",0.000937463476595874,"I.g1158.t1__Cnig_chr_I.g647.t1","I","briggsae sig"
0.257861647356084,"no sig","nigoni","male",0.174084567312048,"I.g1159.t1__Cnig_chr_I.g648.t1","I","nigoni no sig"
0.181071608240963,"no sig","nigoni","male",0.47766419328722,"I.g1160.t1__Cnig_chr_I.g649.t1","I","nigoni no sig"
-0.392761988000487,"no sig","briggsae","male",0.300198044965536,"I.g1161.t1__Cnig_chr_I.g650.t3","I","briggsae no sig"
-1.78941791527887,"sig","briggsae","male",0.000366196236527541,"I.g1162.t2__Cnig_chr_I.g651.t2","I","briggsae sig"
0.722544041547674,"sig","nigoni","male",0.0135479717282598,"I.g1163.t2__Cnig_chr_I.g653.t1","I","nigoni sig"
0.634671068459243,"no sig","nigoni","male",0.0990129950462768,"I.g1165.t1__Cnig_chr_I.g655.t1","I","nigoni no sig"
-0.939476968051652,"sig","briggsae","male",0.00227928921631584,"I.g1166.t1__Cnig_chr_I.g657.t2","I","briggsae sig"
-0.958691606612406,"sig","briggsae","male",0.00189209940485151,"I.g1167.t1__Cnig_chr_I.g656.t1","I","briggsae sig"
0.321186524561822,"no sig","nigoni","male",0.19248758250448,"I.g1168.t3__Cnig_chr_I.g658.t2","I","nigoni no sig"
0.777217451377919,"no sig","nigoni","male",0.0522386318801929,"I.g1169.t1__Cnig_chr_I.g659.t1","I","nigoni no sig"
-0.0230100310971884,"no sig","briggsae","male",0.921218756567206,"I.g1170.t1__Cnig_chr_I.g660.t2","I","briggsae no sig"
0.662910294917887,"no sig","nigoni","male",0.0598783907059286,"I.g1171.t1__Cnig_chr_I.g662.t1","I","nigoni no sig"
-1.97342054131272,"sig","briggsae","male",0.00066692104120556,"I.g1172.t1__Cnig_chr_I.g663.t2","I","briggsae sig"
0.748680176717021,"sig","nigoni","male",0.0144380853400709,"I.g1173.t2__Cnig_chr_I.g666.t3","I","nigoni sig"
0.716158532119694,"sig","nigoni","male",0.027122341394764,"I.g1175.t2__Cnig_chr_I.g668.t2","I","nigoni sig"
-5.78466977114665,"sig","briggsae","male",4.47464691128049e-05,"I.g1176.t1__Cnig_chr_I.g674.t1","I","briggsae sig"
-0.81796310808114,"sig","briggsae","male",0.00839014407074622,"I.g1180.t1__Cnig_chr_I.g698.t1","I","briggsae sig"
0.1968969956439,"no sig","nigoni","male",0.37372839098062,"I.g1181.t1__Cnig_chr_I.g697.t1","I","nigoni no sig"
-0.552626366020107,"sig","briggsae","male",0.028069612033396,"I.g1182.t2__Cnig_chr_I.g696.t1","I","briggsae sig"
-0.538215395018009,"sig","briggsae","male",0.0134942971303036,"I.g1183.t1__Cnig_chr_I.g695.t1","I","briggsae sig"
0.0429919545921003,"no sig","nigoni","male",0.90363585510346,"I.g1184.t1__Cnig_chr_I.g694.t2","I","nigoni no sig"
-2.82976375299102,"sig","briggsae","male",0.000692249549752486,"I.g1185.t1__Cnig_chr_I.g693.t1","I","briggsae sig"
-0.602458263837596,"no sig","briggsae","male",0.0558091073133885,"I.g1186.t1__Cnig_chr_I.g692.t1","I","briggsae no sig"
0.292836025437083,"no sig","nigoni","male",0.201615882474526,"I.g1187.t1__Cnig_chr_I.g691.t1","I","nigoni no sig"
0.305907044304552,"no sig","nigoni","male",0.228048272955717,"I.g1188.t1__Cnig_chr_I.g690.t1","I","nigoni no sig"
0.657319203388541,"sig","nigoni","male",0.0456730823190171,"I.g1189.t1__Cnig_chr_I.g689.t1","I","nigoni sig"
0.547093990542055,"no sig","nigoni","male",0.164172341459609,"I.g1190.t1__Cnig_chr_I.g688.t1","I","nigoni no sig"
-0.831510643491281,"no sig","briggsae","male",0.143504554133893,"I.g1191.t1__Cnig_chr_I.g687.t1","I","briggsae no sig"
0.142348174881838,"no sig","nigoni","male",0.764280449914337,"I.g1195.t1__Cnig_chr_I.g683.t2","I","nigoni no sig"
0.0242205325950877,"no sig","nigoni","male",0.940470789121102,"I.g1196.t1__Cnig_chr_I.g682.t3","I","nigoni no sig"
-1.99414436737022,"sig","briggsae","male",0.00260823025663907,"I.g1197.t1__Cnig_chr_I.g680.t1","I","briggsae sig"
0.0958412606619876,"no sig","nigoni","male",0.661094453569996,"I.g1198.t1__Cnig_chr_I.g702.t1","I","nigoni no sig"
-1.95657057002034,"sig","briggsae","male",0.000866935300478359,"I.g1199.t1__Cnig_chr_I.g704.t1","I","briggsae sig"
1.16750604219431,"sig","nigoni","male",0.00106157001144851,"I.g1200.t1__Cnig_chr_I.g705.t1","I","nigoni sig"
1.23816914379849,"sig","nigoni","male",0.000867915584117557,"I.g1201.t1__Cnig_chr_I.g706.t1","I","nigoni sig"
-0.603400601419026,"sig","briggsae","male",0.0201672068067283,"I.g1211.t2__Cnig_chr_I.g751.t1","I","briggsae sig"
0.571607399838337,"no sig","nigoni","male",0.141796481130222,"I.g1212.t1__Cnig_chr_I.g752.t1","I","nigoni no sig"
-0.978587734873737,"sig","briggsae","male",0.0127003770022838,"I.g1213.t3__Cnig_chr_I.g753.t3","I","briggsae sig"
0.695746780904651,"no sig","nigoni","male",0.147060196630404,"I.g1217.t1__Cnig_chr_I.g763.t1","I","nigoni no sig"
7.44752317443945,"sig","nigoni","male",0.000160616070623215,"I.g1218.t2__Cnig_chr_I.g766.t1","I","nigoni sig"
-0.791375544936307,"sig","briggsae","male",0.0358975902798474,"I.g1221.t1__Cnig_chr_I.g778.t1","I","briggsae sig"
-0.340300077784453,"no sig","briggsae","male",0.21795497866785,"I.g1222.t1__Cnig_chr_I.g779.t1","I","briggsae no sig"
1.70282343530918,"sig","nigoni","male",0.000975072373207587,"I.g1226.t1__Cnig_chr_I.g549.t1","I","nigoni sig"
-0.411502201138987,"no sig","briggsae","male",0.0776106131740391,"I.g1232.t1__Cnig_chr_I.g788.t1","I","briggsae no sig"
-0.121519719465782,"no sig","briggsae","male",0.590661858116499,"I.g1233.t1__Cnig_chr_I.g787.t1","I","briggsae no sig"
-0.0436183926940311,"no sig","briggsae","male",0.874043392544593,"I.g1234.t1__Cnig_chr_I.g786.t1","I","briggsae no sig"
0.834667413856669,"sig","nigoni","male",0.0169275654089002,"I.g1235.t2__Cnig_chr_I.g785.t1","I","nigoni sig"
0.709185063010296,"sig","nigoni","male",0.0109228653858581,"I.g1236.t2__Cnig_chr_I.g784.t1","I","nigoni sig"
-0.211012171375799,"no sig","briggsae","male",0.359993649150562,"I.g1237.t1__Cnig_chr_I.g783.t1","I","briggsae no sig"
1.11596297688603,"no sig","nigoni","male",0.265507745061289,"I.g1241.t1__Cnig_chr_I.g794.t1","I","nigoni no sig"
0.238111468917876,"no sig","nigoni","male",0.414694341649125,"I.g1242.t1__Cnig_chr_I.g795.t3","I","nigoni no sig"
0.461602126547448,"no sig","nigoni","male",0.520281704236398,"I.g1243.t1__Cnig_chr_I.g798.t1","I","nigoni no sig"
-0.126359165710552,"no sig","briggsae","male",0.693834333496816,"I.g1244.t1__Cnig_chr_I.g799.t1","I","briggsae no sig"
1.65515907426371,"sig","nigoni","male",0.00286625843517498,"I.g1245.t1__Cnig_chr_I.g800.t1","I","nigoni sig"
0.0481383045714136,"no sig","nigoni","male",0.828321597557446,"I.g1246.t1__Cnig_chr_I.g803.t1","I","nigoni no sig"
0.369665258650546,"no sig","nigoni","male",0.101130327879233,"I.g1247.t1__Cnig_chr_I.g804.t1","I","nigoni no sig"
0.0543693405288552,"no sig","nigoni","male",0.850426856035469,"I.g1248.t3__Cnig_chr_I.g805.t1","I","nigoni no sig"
-0.559422171283401,"no sig","briggsae","male",0.0501418122469064,"I.g1249.t1__Cnig_chr_I.g806.t1","I","briggsae no sig"
-0.36313555975412,"no sig","briggsae","male",0.123630296680301,"I.g1252.t1__Cnig_chr_I.g809.t3","I","briggsae no sig"
-0.619569689264779,"sig","briggsae","male",0.0221066437735987,"I.g1254.t3__Cnig_chr_I.g811.t1","I","briggsae sig"
-0.175734357795824,"no sig","briggsae","male",0.641081392464893,"I.g1255.t1__Cnig_chr_I.g814.t1","I","briggsae no sig"
-0.28434843764373,"no sig","briggsae","male",0.310342496154901,"I.g1256.t3__Cnig_chr_I.g815.t2","I","briggsae no sig"
0.0911504284681008,"no sig","nigoni","male",0.619380955397575,"I.g1258.t2__Cnig_chr_I.g818.t1","I","nigoni no sig"
1.47845940131647,"no sig","nigoni","male",0.059820803116469,"I.g1259.t1__Cnig_chr_I.g819.t1","I","nigoni no sig"
-2.02853318947365,"sig","briggsae","male",0.00115156986675701,"I.g1263.t1__Cnig_chr_I.g825.t1","I","briggsae sig"
-0.384569857333254,"no sig","briggsae","male",0.0776896871359769,"I.g1264.t3__Cnig_chr_I.g830.t1","I","briggsae no sig"
-1.50342484166981,"sig","briggsae","male",0.000405065767732614,"I.g1265.t1__Cnig_chr_I.g831.t1","I","briggsae sig"
-0.524507025821365,"no sig","briggsae","male",0.0751877081415555,"I.g1266.t2__Cnig_chr_I.g833.t1","I","briggsae no sig"
3.08283162427158,"sig","nigoni","male",0.00721714708410463,"I.g1268.t1__Cnig_chr_I.g835.t2","I","nigoni sig"
-0.924626314314963,"sig","briggsae","male",0.00636694347706506,"I.g1269.t1__Cnig_chr_I.g836.t1","I","briggsae sig"
1.53483078907076,"sig","nigoni","male",0.00275330802308346,"I.g1271.t2__Cnig_chr_I.g838.t2","I","nigoni sig"
0.00894544243912049,"no sig","nigoni","male",0.967205634561559,"I.g1272.t1__Cnig_chr_I.g839.t1","I","nigoni no sig"
1.30484761906155,"no sig","nigoni","male",0.207867285166405,"I.g1273.t2__Cnig_chr_I.g840.t1","I","nigoni no sig"
-0.816770408365714,"sig","briggsae","male",0.00660045675081036,"I.g1274.t1__Cnig_chr_I.g841.t1","I","briggsae sig"
0.478007619701429,"no sig","nigoni","male",0.0507678448390059,"I.g1275.t1__Cnig_chr_I.g842.t1","I","nigoni no sig"
0.213000096556037,"no sig","nigoni","male",0.345762665093259,"I.g1276.t1__Cnig_chr_I.g843.t1","I","nigoni no sig"
0.0408119091376891,"no sig","nigoni","male",0.898207042366518,"I.g1280.t1__Cnig_chr_I.g851.t1","I","nigoni no sig"
0.273817836267573,"no sig","nigoni","male",0.379357592416011,"I.g1281.t2__Cnig_chr_I.g852.t1","I","nigoni no sig"
0.627168364585757,"sig","nigoni","male",0.0192520695949223,"I.g1282.t1__Cnig_chr_I.g853.t1","I","nigoni sig"
-0.983095599535377,"sig","briggsae","male",0.0101588224554466,"I.g1283.t1__Cnig_chr_I.g854.t1","I","briggsae sig"
1.43584624268796,"sig","nigoni","male",0.00374096499349018,"I.g1285.t3__Cnig_chr_I.g856.t1","I","nigoni sig"
-0.311728350586568,"no sig","briggsae","male",0.376079606265496,"I.g1287.t2__Cnig_chr_I.g857.t1","I","briggsae no sig"
0.101871115294099,"no sig","nigoni","male",0.725719065812616,"I.g1288.t1__Cnig_chr_I.g858.t1","I","nigoni no sig"
-0.270871780920495,"no sig","briggsae","male",0.393602800761985,"I.g1289.t1__Cnig_chr_I.g859.t1","I","briggsae no sig"
-0.888321236252126,"sig","briggsae","male",0.0104908533762495,"I.g1290.t1__Cnig_chr_I.g860.t1","I","briggsae sig"
-2.10707943790041,"sig","briggsae","male",0.00152649460133538,"I.g1291.t1__Cnig_chr_I.g861.t1","I","briggsae sig"
0.282337437315098,"no sig","nigoni","male",0.496739939116651,"I.g1292.t3__Cnig_chr_I.g862.t2","I","nigoni no sig"
0.323607968598388,"no sig","nigoni","male",0.523994380367213,"I.g1293.t1__Cnig_chr_I.g864.t1","I","nigoni no sig"
1.35595222339519,"sig","nigoni","male",0.000718791031668401,"I.g1295.t1__Cnig_chr_I.g865.t2","I","nigoni sig"
3.03776415454843,"sig","nigoni","male",0.00101952328010947,"I.g1296.t2__Cnig_chr_I.g866.t3","I","nigoni sig"
0.529778532826242,"no sig","nigoni","male",0.0785404834768089,"I.g1297.t1__Cnig_chr_I.g867.t1","I","nigoni no sig"
0.367549875176987,"no sig","nigoni","male",0.0831836739520359,"I.g1298.t1__Cnig_chr_I.g868.t1","I","nigoni no sig"
-0.46682137641512,"sig","briggsae","male",0.0452108815468918,"I.g1299.t1__Cnig_chr_I.g869.t1","I","briggsae sig"
0.848281581316138,"sig","nigoni","male",0.0204874066587556,"I.g1300.t3__Cnig_chr_I.g870.t3","I","nigoni sig"
-1.10115341887064,"sig","briggsae","male",0.017322839706628,"I.g1306.t1__Cnig_chr_I.g872.t1","I","briggsae sig"
-2.87480593834616,"sig","briggsae","male",0.000312146605450554,"I.g1309.t1__Cnig_chr_I.g874.t1","I","briggsae sig"
1.67357902135094,"sig","nigoni","male",0.000253169621862293,"I.g1311.t1__Cnig_chr_I.g875.t3","I","nigoni sig"
0.721232389768757,"sig","nigoni","male",0.00730656379996615,"I.g1313.t1__Cnig_chr_I.g878.t1","I","nigoni sig"
-0.943707350587537,"sig","briggsae","male",0.00566925494216096,"I.g1314.t3__Cnig_chr_I.g879.t1","I","briggsae sig"
0.0994333779658434,"no sig","nigoni","male",0.757772631832055,"I.g1315.t1__Cnig_chr_I.g880.t1","I","nigoni no sig"
0.167850162807538,"no sig","nigoni","male",0.555470494159874,"I.g1316.t1__Cnig_chr_I.g881.t2","I","nigoni no sig"
-0.122451903683232,"no sig","briggsae","male",0.499357010599764,"I.g1317.t1__Cnig_chr_I.g882.t1","I","briggsae no sig"
0.187472491299244,"no sig","nigoni","male",0.437632433786415,"I.g1318.t3__Cnig_chr_I.g883.t1","I","nigoni no sig"
1.34073264920061,"sig","nigoni","male",0.00238636934941162,"I.g1319.t1__Cnig_chr_I.g884.t1","I","nigoni sig"
-1.07685389483498,"sig","briggsae","male",0.0309993437526365,"I.g1320.t1__Cnig_chr_I.g885.t1","I","briggsae sig"
0.0410496890446336,"no sig","nigoni","male",0.916585823011876,"I.g1321.t3__Cnig_chr_I.g886.t2","I","nigoni no sig"
-0.893270416716517,"sig","briggsae","male",0.0233212299740742,"I.g1322.t1__Cnig_chr_I.g887.t1","I","briggsae sig"
-0.417715280177488,"no sig","briggsae","male",0.130356540989047,"I.g1323.t1__Cnig_chr_I.g888.t1","I","briggsae no sig"
